"","LoF","Missense","fisher_combine"
"B3GAT1",1,0.85989663828248,0.989692089647147
"ACSL1",1,0.421957060198739,0.74744054712741
"SYCP3",1,0.663393375756918,0.983452249697135
"OR2A12",1,0.939916679883656,1
"GIN1",1,0.441577500637486,0.802523715778134
"COL13A1",1,0.104811553929884,0.350022065224333
"HBS1L",1,0.231873686806002,0.593476749447303
"KRTAP10-1",0.49996572290589,0.582950310654521,0.644619419814059
"CASQ1",1,1,0.999072007898059
"MAGEA6",1,0.277287788844075,0.647104942396567
"FBXO31",1,0.175588542053363,0.481044450564449
"LYSMD1",1,0.624611477337945,0.916077904443032
"TBCCD1",1,0.575385409097841,0.890721546202043
"RASL12",1,0.475616487259607,0.829067763781847
"TMEM182",0.624948586120971,0.309923910283294,0.314439924541203
"TOPORS",1,0.356881049445652,0.724594419292054
"MBD5",1,0.272267987626957,0.626480049228621
"HNRNPAB",1,0.320011142288535,0.684631666331843
"CXCL6",1,0.332021653173746,0.698093817464846
"KRTAP21-1",1,0.15448666894671,0.44301330558575
"CENPN",1,0.867787799005997,0.990792092299746
"BUD13",0.249948605513182,0.260118060676998,0.273483500125245
"TBC1D1",1,0.121946597094592,0.355008911748084
"KLHL8",1,0.879171116075294,0.992298899127746
"PTGES3",1,0.831685118366498,0.984965827833053
"CYB561",1,1,1
"DBN1",1,0.214321751788525,0.544436590965319
"LST1",1,0.374914345456448,0.91872810145408
"SLA2",1,0.535462542377323,0.893931797524547
"FBXW8",0.626651069685691,0.312985732212059,0.59195153279122
"LRRC29",0.49996572290589,0.41711288528187,0.613366880796825
"TCF7",1,0.0159647975988364,0.0820170583621544
"RAB31",1,1,1
"MRPL54",0.249948605513182,0.751371928201592,0.573902009137745
"APOC1",1,0.279265468475509,0.635494391507391
"ZNF662",0.288927677347483,0.607808099739778,0.558047355868848
"CEP57L1",0.179356597904318,0.298771064008615,0.132430380855577
"WDR43",1,0.0938792480602568,0.315973695907609
"C9orf153",1,0.404499677018318,0.770614090602618
"SRSF9",1,0.774321289231259,0.97236819806837
"SLC15A4",1,0.909621070387955,0.995786902304379
"COL16A1",0.753821907775359,0.103534296291143,0.298875083566584
"IQCF5",1,1,0.995900486197929
"TMEM44",1,0.40546525721794,0.734206183681279
"SPN",1,0.0656466049022392,0.244433124218967
"POLE3",1,0.677396576817389,0.935641484476972
"CEP89",1,0.634660925078423,0.931965242059821
"MTFR2",0.790426842818286,0.716000202662468,0.838894914701679
"SPDYC",0.624948586120971,0.124003890064031,0.175711431839481
"PIGU",1,0.240031613218027,0.582553039012153
"IFT57",1,0.354256668156856,0.721880707678745
"ALOX5AP",1,0.441643045192726,0.802577287147066
"DSCC1",1,0.0165791393198293,0.0845471453526492
"MAD1L1",1,0.399610442375096,0.764365399677466
"TMEM33",1,1,1
"ECI1",1,0.93828198903198,0.999516163069124
"CCDC106",1,0.884238792124565,0.984027803619794
"HYAL2",0.624948586120971,0.800884839740239,0.744119738546589
"PDLIM3",1,0.0621016975832062,0.23468119448795
"CRIP3",1,0.719812563481131,0.9882077294525
"RD3",1,0.32436354547177,0.689561327414067
"INPP5B",0.507677603335609,0.31138885725643,0.520585503233329
"ELOB",1,0.441643045192726,0.802577287147066
"NACA",1,0.471137720623109,0.825225512169271
"CNTD1",1,0.0650082271679595,0.242691407947687
"COPZ2",1,0.543674135423965,0.871295795579243
"TEX26",1,0.140012036730915,0.397954696700293
"SPINK9",1,0.523150401718471,0.935641484476972
"CUBN",0.521838801441749,0.471263239346993,0.553724111323967
"SPATA22",1,0.18738671426871,0.540405765254512
"ATP5MC3",1,0.0436517669027011,0.180347777767724
"MAP10",0.624948586120971,0.159345049907315,0.363612946826976
"PDE6G",0.249948605513182,0.121735735949867,0.0348219868531467
"C5orf38",1,0.434064642780303,0.79631841648805
"ADH7",1,0.138814726080479,0.395794735499573
"KHK",1,0.544669088713832,0.873410639565365
"C19orf44",0.507677603335609,0.303931056485865,0.527636837574732
"MMP13",0.49996572290589,0.378613802735053,0.556043826519308
"ESAM",1,0.272535195149166,0.626827546706694
"AHSG",0.507677603335609,0.0686173438426311,0.174641683873554
"ST6GAL1",1,0.800884839740239,0.978711798175306
"TMEM92",1,0.803511708884093,0.979290759934002
"PTHLH",1,0.480408072445365,0.832604543222145
"HTR1E",1,0.84184295601252,0.996722610700832
"PTER",0.624948586120971,0.116106714226346,0.306827380554391
"CHURC1",1,0.580882465162443,0.896421793520058
"CCDC163",1,0.874457530461172,0.991767363642606
"WDR76",1,0.761395006715335,0.97840748508667
"B3GLCT",0.18718494866697,0.349160995682395,0.121510015078247
"DDIT4",1,1,1
"TENT5C",1,0.0465913294573583,0.18945622475175
"GTF2H5",1,0.556842415456355,0.945953450698071
"MUT",0.288927677347483,0.584982650874219,0.543769261464873
"SAMD10",1,0.703378546032448,0.950869363292861
"MTFR1",1,0.0970694167996882,0.355698581589625
"ARID3A",1,0.241628017426341,0.584825786341743
"C16orf54",1,0.833570169077401,0.985311110605011
"AMZ2",0.266630705624587,0.669071399831058,0.326612293273004
"E2F5",0.374914345456448,0.107663614701719,0.0516426920304598
"MRVI1",0.49996572290589,0.823486129777384,0.801875846697355
"VPS8",0.607050407799402,0.973447319903985,0.910055640984723
"C9orf85",1,0.524695162774402,0.818501592484626
"TBX22",1,0.200027060387337,0.521931132669547
"AHSP",1,0.698035913190186,0.963995952555294
"CNN2",1,0.624611477337945,0.916077904443032
"NLRP14",0.063398956143133,0.0589041834390404,0.0127765985840204
"CCNE2",1,1,0.992162158522981
"NKD1",1,0.77217104065123,0.971815244123005
"KRT40",0.838687197175577,0.0670267848111899,0.235737182991936
"PLP2",1,0.534489404343534,0.869316749208612
"POLN",0.428956346472596,0.0960673879932156,0.221316399291327
"VCPKMT",1,0.353282465779259,0.753133149352981
"CREB3L1",1,0.0299456979367956,0.135006274416116
"RBM41",1,0.765639293615802,0.970098762115723
"EGFL6",1,1,1
"FAM126A",1,1,1
"SUSD4",1,0.42428497746513,0.786323651944929
"PRSS37",0.726487526564926,0.556151600272814,0.827599345312988
"ING2",1,0.607050407799402,0.910055640984723
"A2ML1",0.409252544974023,0.673557657276236,0.697436081433689
"STX18",1,0.266165061683851,0.609156876699987
"SOX17",1,0.40147086725886,0.767861333782314
"COQ3",1,1,1
"CYGB",1,0.556842415456355,0.882858612554559
"MT4",1,1,1
"NPFF",1,1,1
"TUSC3",1,0.459908473554409,0.816045826817874
"BLVRB",1,0.589676329905304,0.917688875500998
"RBM28",1,0.34583387859377,0.712564929615461
"OR2J1",1,0.573464495814433,0.914517868249707
"CETN3",1,1,1
"RPGRIP1",0.288927677347483,0.066468950491692,0.0733600106022912
"ZNF641",0.624948586120971,0.259918656779261,0.349524457298462
"PPP1R42",0.891723282800286,1,0.914018326304973
"C17orf64",0.624948586120971,0.389155145927151,0.672448784412932
"C11orf53",1,0.901937396663916,0.995026505417263
"RHEX",0.321216295917327,0.321216295917327,0.686002551285449
"PARP16",0.49996572290589,0.498450303212602,0.643669910445494
"GNG4",1,0.218653694808287,0.551065495318603
"SH3GLB1",1,0.55943033548769,0.884367765475114
"UGT1A5",0.774321289231259,0.471093326048807,0.79067497981319
"ARPP19",1,0.548673561199024,0.878015755442931
"OR1J4",1,0.556327046859254,0.882556639592644
"WFDC6",1,0.728034773259295,0.989692089647147
"TERB2",1,1,0.99531209227168
"METTL7A",1,0.626651069685691,0.919526098115949
"BOLA3",1,1,1
"CYP26B1",1,0.362320834352672,0.730158067514087
"PCDHGC4",1,0.11246250500098,0.358208306050461
"TMEM30A",1,0.521838801441749,0.781810482960836
"KCTD18",1,0.130578135385838,0.421506625564821
"ACADL",1,0.630360200950264,0.920242132136149
"PEX3",0.49996572290589,0.521838801441749,0.456294385051026
"CST9L",1,0.857879471619354,0.995318382158883
"RPL4",1,1,1
"SRP72",1,0.810327805632169,0.969598973170416
"DNMT3L",0.288927677347483,1,0.530366942971755
"AXIN2",1,0.278748945229993,0.634835040385579
"IL1RL2",0.218653694808287,0.766286709303371,0.523935996157786
"GMFG",1,0.313337082460927,0.667395453723144
"ZNF215",0.252076534746613,0.375469766643821,0.408745438879229
"SLC7A9",1,0.246705942801269,0.621064033538156
"MXRA7",1,0.290489185191165,0.649588700685829
"CLPSL1",1,0.507677603335609,0.647654177534831
"KIFC1",1,0.647224694175935,0.928811234149291
"PTCD2",1,0.401837834198079,0.768196067600274
"PYCR3",1,0.773162517256103,0.984194576340823
"ABHD16A",1,0.118066263758018,0.333454666030228
"TNFRSF19",1,0.674608232186874,0.958004203247802
"NDUFB10",1,0.261607248534251,0.524889683310152
"CRIPT",1,1,1
"H1F0",1,0.790426842818286,0.976321144574422
"EMC3",1,0.214825334819785,0.545211657104197
"BICRAL",1,0.864978004884664,0.990444102685243
"THEMIS",1,0.315108066042235,0.699939047776775
"TCTN1",1,0.339264585631557,0.67487180464606
"C6orf226",1,0.617282573337257,0.915077205466448
"CCDC32",1,0.503148561794898,0.848746114312999
"NMNAT3",1,0.40543709275288,0.702404534067693
"FAM192A",1,0.0955308167222185,0.319866444584712
"CARTPT",1,0.0720327140583177,0.26152448569089
"RETREG2",1,0.492193712742432,0.84110142652328
"CEP295",0.454247288412378,4.43286525842523e-08,1.98087495730191e-07
"PPIL1",1,0.0520257152083319,0.206638359964007
"DDTL",1,0.548673561199024,0.878015755442931
"C15orf41",0.624948586120971,0.604080548189135,0.663243015237612
"SPC25",1,0.814415017239319,1
"PIN1",1,0.480408072445365,0.832604543222145
"SH3YL1",1,0.872572425128272,0.997871714631816
"RNF5",1,0.903372899866059,0.995173522189883
"PDE1A",1,0.34504389884578,0.712199462208732
"ASNA1",1,0.417084025586363,0.781810482960836
"GCNT3",0.545356166545938,0.545356166545938,0.876014434823485
"TMEM202",1,1,1
"HIST1H2BB",1,1,1
"OR1N2",1,0.401614999207355,0.716644881814859
"RNASE6",1,0.220497728087232,0.553861162472747
"MTHFD2",1,0.149183262727733,0.326549363250929
"FAM104A",1,0.586118813847237,0.899242683083821
"WDR18",1,0.218375031915057,0.550641675921616
"RAB5IF",1,0.382965117097471,0.750539391576064
"WDR17",1,0.416029953315489,0.764400558533475
"ZMAT5",1,1,1
"GFER",1,0.0883702860085104,0.348926304625474
"BTC",1,0.711607189265687,0.953716748416904
"LUZP4",1,0.567520398525776,0.936277037931801
"SPRY3",1,0.0915547434868753,0.310445490157349
"KDM1A",1,1,1
"VTCN1",1,0.262668603956158,0.649948186589092
"MRPL24",1,0.0390477665264278,0.191297666000616
"DMAC2L",1,0.380691316065552,0.748350207903222
"NRG4",1,0.486354708420711,0.744338302287084
"CCSER2",1,0.752100253321544,0.955642006727824
"CSN2",1,0.931882533050429,0.997625457009387
"GSDME",1,0.366330010040098,0.712212602405947
"GUCA2B",1,0.454247288412378,0.812699974704968
"NIT1",1,0.239762320434413,0.522839655217695
"SRP9",1,1,1
"RAB17",1,0.288075850356234,0.646595310209183
"CYS1",1,0.0704612430497481,0.232099454076318
"POSTN",0.507677603335609,0.23098241731559,0.414366360586842
"CHI3L1",0.624948586120971,0.0674417347552015,0.136954695854377
"MASP2",0.374914345456448,0.475141180913371,0.525462211566927
"ZCCHC10",1,0.65109455497434,0.930479489983243
"PMM1",1,0.601268992051551,0.898412127341044
"KLK10",0.285913946405238,0.252642504167488,0.400177579912639
"TDO2",1,0.942985293955512,0.998291387820231
"NPL",1,0.786866408705677,0.989155275886078
"PYGO2",1,1,1
"ARRDC5",1,0.877993361050426,0.996574882889758
"DBI",1,1,1
"MMP9",0.726487526564926,0.726487526564926,0.958624966694423
"ZNF18",0.49996572290589,0.680610238791342,0.669637381622277
"SPATA9",0.687435734853583,0.462792330162033,0.782678516729126
"CNPY3",1,0.404450879144835,0.758143808662468
"DIRAS1",1,1,1
"MRPS7",1,0.796575227874155,0.967678171150964
"CBX6",1,0.422446574639802,0.786465531255229
"TSGA13",0.249948605513182,1,0.569100190941062
"RGN",1,0.624611477337945,0.918569540432457
"CCDC8",1,0.439608830935845,0.800179884282091
"LTO1",1,0.587121836944577,0.899777673131565
"SYT4",1,0.384292501940894,0.751811132891008
"FAM228A",1,0.565562815073525,0.833546155939538
"PTPN11",1,0.719558131411114,0.956377636974819
"ZMPSTE24",1,0.916779309801307,1
"NOXRED1",1,0.586047623954912,0.877964372150122
"CLEC2B",1,0.719812563481131,0.988999555738357
"LIN28A",1,0.242204767388374,0.662676267765058
"ZNF582",0.774321289231259,0.897103222070917,0.97236819806837
"AAR2",1,0.264482662654997,0.583213186620721
"NECTIN3",1,0.192778706609125,0.510133393437133
"GNG12",1,0.0983947639338937,0.326549363250929
"BCKDHB",0.0156025904022748,0.509209119543848,0.0150282184269773
"TMUB1",1,0.434064642780303,0.79631841648805
"RFT1",1,0.612045919081133,0.93281599861329
"PGBD4",1,0.733069138613868,0.960334845196188
"FAM9B",1,1,1
"TMSB15A",1,0.218653694808287,0.551065495318603
"HMBOX1",1,0.571215788713826,0.802577287147066
"ELOVL4",1,0.494422326847451,0.842676215090242
"EIF2B2",1,1,1
"RTL8C",1,0.687435734853583,0.945077663757844
"EPB41",1,0.214321751788525,0.51925821746527
"ZDHHC21",1,0.265291762016192,0.611852293878586
"TAS2R3",0.41480636288656,0.176091716703695,0.405007823739372
"ASIC5",0.49996572290589,0.529812358961647,0.675050602216132
"C19orf33",1,0.454247288412378,0.812699974704968
"RUFY4",0.580882465162443,0.968752785164291,0.85198444488283
"KCNIP4",1,0.855387068476223,0.988999555738357
"CASTOR3",1,0.336137478377652,0.702606335852823
"IZUMO4",0.624948586120971,0.949157611379362,0.91872810145408
"C1orf52",1,0.295659762855301,0.655934765201714
"CAMKMT",1,1,0.996000852521403
"RNF115",1,1,1
"PEX11B",1,1,1
"LIX1L",1,1,1
"POLR3GL",1,1,1
"ACTA1",1,1,1
"RBP3",1,1,1
"OR4S1",1,1,1
"OR51V1",1,1,1
"MLNR",1,1,1
"C2CD4A",1,1,1
"CSH2",1,1,1
"USH1G",1,1,1
"GALR2",1,1,1
"SOWAHB",1,1,1
"PCDHB6",1,1,1
"AKAP2",1,1,1
"SPATA31A7",1,1,1
"SELP",0.700841883555098,0.275674002116803,0.434100981174843
"CD226",1,0.939916679883656,0.998157720336375
"OR10H4",0.374914345456448,0.39228082322201,0.481547242513496
"PPA1",1,0.22912387659961,0.614059397527189
"XAGE3",1,1,1
"CACUL1",1,0.571215788713826,0.891089905488972
"UNC5B",1,0.499033474237433,0.85945986749479
"RAB21",1,0.503584627153769,0.849045445530767
"ARHGEF28",0.374914345456448,0.827500918927793,0.640361366478015
"WHRN",1,0.570928843546958,0.890929147489475
"NDUFA4",1,0.774321289231259,0.97236819806837
"RAB3C",1,0.541786536537471,0.873838402304909
"URAD",1,0.814415017239319,1
"KRT26",0.803511708884093,0.12587680131768,0.290270491645851
"GRID1",1,0.769738125144734,0.971182378987211
"MED16",1,1,1
"ZNF595",1,1,1
"PCDHA3",1,1,1
"PCDHA10",1,1,1
"PCDHB13",1,1,1
"PRR11",0.249948605513182,0.729393587496135,0.435498472018305
"IMPDH2",1,0.783461515746391,0.973648296966888
"SAT1",1,1,1
"IGSF1",1,0.0160921668936579,0.0825435254119211
"ASPRV1",1,0.488177681859852,0.867593977793156
"RPS19",1,0.838687197175577,0.986226927183834
"SCAMP4",1,0.677651885391334,0.940527637623728
"ASPHD1",1,0.580052322064043,0.849368861006946
"ALOX12",1,0.775200442221076,0.962272541922177
"C4BPB",1,0.543674135423965,0.871295795579243
"TMEM207",1,0.457902556963401,0.856250981473305
"NSRP1",0.49996572290589,0.89583803915403,0.763083252585513
"COA4",1,0.606706963848953,0.909884116015868
"MAJIN",1,0.304670920946132,0.716133007572037
"TMEM126B",1,0.360771226048509,0.728581547658693
"CLEC7A",1,0.52120940153711,0.885492006226807
"ITIH2",0.480408072445365,0.814320234439314,0.809364555641635
"ZNF197",1,0.0860338351245621,0.291442982102091
"NAP1L5",1,0.823682194776963,0.983452249697135
"GLIPR1",1,0.341355190568089,0.696323416422434
"ELANE",1,0.812853494798529,0.981280306431309
"NAA11",1,0.33999939403335,0.774888117668461
"PYROXD1",1,0.306481758511623,0.656228027061527
"TUSC1",1,0.486354708420711,0.8369274836332
"BAP1",1,0.246082796202926,0.591112342219268
"SLC16A6",1,0.79617795170255,0.977652831013144
"ZMYM6",0.124948635472415,0.518499275371966,0.280287252034753
"AGAP2",1,0.30194363008194,0.663525636448196
"C9orf116",1,0.797738085083655,0.994526295483248
"KDM8",0.49996572290589,1,0.829771669382235
"CCL22",1,0.336854142258568,0.703386904486979
"ADRA2B",1,0.827556093738579,0.984027803619794
"ZNF248",1,0.79906229486434,0.978305048425642
"PI4K2B",1,0.783461515746391,0.973648296966888
"PTGES3L",1,0.267532561670667,0.620277988132912
"KIFC2",1,0.486354708420711,0.904546912038196
"STXBP4",1,0.53707434079426,0.816748230971239
"HELT",1,0.844880919877187,1
"SPINT1",0.249948605513182,0.760897282738341,0.537270875187606
"GRM8",0.687435734853583,0.486891142097132,0.747869372660829
"DLGAP4",1,0.162326631825085,0.457459941661257
"PRELID2",1,0.903372899866059,1
"KCNRG",1,0.659978667436558,0.895970260646401
"CHAT",1,0.916077367473837,0.993474886886128
"GPR87",1,0.255838539318967,0.554665801728459
"PYCR1",1,0.577773824101436,0.920791290296092
"KAT8",1,0.874457530461172,0.991330805971926
"PCCA",0.49996572290589,0.38404961702399,0.526435788068654
"EFCAB10",1,0.198993136157356,0.500842927953211
"CTNNBL1",1,0.53707434079426,0.870929824839549
"ODF3L1",0.787313752601074,0.250028081981349,0.551819947822853
"MED11",1,0.753821907775359,1
"GNPTG",1,0.834896419123376,0.993625194523608
"SP7",1,0.639134874196957,0.92523706620967
"EDIL3",1,0.466778482801738,0.822417230448716
"C2orf73",0.49996572290589,0.31864403595159,0.497970944721119
"KLK14",1,0.632837343922189,0.921702826124333
"TDRD5",1,0.278587802563944,0.634629143108906
"DNALI1",0.179356597904318,0.38343992980547,0.329189932753007
"TTC38",0.540920051756053,0.122724066809618,0.205374846539517
"USP1",1,0.85003071502673,0.98814608129143
"ADIRF",1,0.774321289231259,1
"IL1B",1,0.22137487037902,0.555185543404722
"CFAP47",1,0.740333351041942,0.962918067284735
"POLA2",0.624948586120971,0.177146314427188,0.291620804185559
"METRN",1,0.199099904419945,0.520436906060008
"SCFD2",0.453012582262561,0.906581465391244,0.736427385380396
"GPR52",1,0.838685644713006,0.986226654077109
"HPCAL1",1,1,1
"LYNX1",1,0.790426842818286,1
"UBA3",1,0.499042583716933,0.845909042651168
"NR1D2",1,0.889231382302189,0.993625194523608
"NPRL3",1,0.646770831693686,0.928609790429172
"PCMTD2",1,0.493244718207217,0.887896242056345
"FAM107A",1,0.748932362157805,0.919526098115949
"LAPTM5",1,0.400877151479218,0.767319057479348
"ZNF415",0.249948605513182,0.419558891590841,0.397184109946311
"MIA",1,0.698292519412905,0.90760926786033
"MRM2",0.49996572290589,0.731478901712381,0.794057153492135
"ATRAID",1,0.875637687696254,0.991924887560113
"LIPC",0.249948605513182,0.910711233494637,0.596502337109556
"SERPINB6",1,0.0139277710315367,0.0734532609980358
"GLI4",1,0.731478901712381,0.959610970509784
"SOWAHD",1,0.344463717105107,0.711581612264415
"CCNH",1,0.574905401997969,0.89314415503639
"RGS5",1,1,0.995566641121217
"MNS1",1,0.208950600305027,0.531132165645063
"ZNF749",1,0.180699420492867,0.488116941551072
"NSMAF",1,0.624541074009834,0.916652125175745
"MCEMP1",1,1,1
"TRIM63",0.390974603377468,0.775557000941384,0.758143808662468
"THADA",0.774321289231259,0.774321289231259,0.97236819806837
"SERTAD3",1,1,1
"SFR1",1,0.521838801441749,0.86124095666301
"KRT9",1,0.728560557713231,0.959284415671005
"SPRR2D",1,0.135659826890278,0.313616084510766
"MRAP2",0.49996572290589,0.555022766882384,0.523342309247022
"ANO2",1,0.426252720651815,0.785038257839828
"PCDHA11",1,0.74538778185407,0.96420038745725
"GOLGA6L2",0.748932362157805,0.165057547899031,0.425400030035831
"ATP5MGL",1,0.689783176325156,0.873306655081373
"CDH23",0.624948586120971,1,0.91872810145408
"SDHA",0.507677603335609,0.287960595044669,0.514250931263228
"LIMA1",1,0.534489404343534,0.812543351912554
"CRELD1",1,0.179840283601221,0.483456689308085
"DRAXIN",0.507677603335609,0.403617035035273,0.466501930148808
"OR13A1",0.605556945367153,0.181077840380407,0.14400874206715
"EMC7",1,1,1
"NMD3",1,0.0859267804498485,0.245494049452514
"ANKEF1",1,0.138234667898617,0.439496100419311
"SLC35A4",1,0.345056247892287,0.670660889102332
"ZNF804A",1,0.119060875654422,0.372436748803466
"TMEM211",1,0.092037227400647,0.311597752385251
"GLO1",0.624948586120971,0.580882465162443,0.91872810145408
"POU2AF1",1,0.833570169077401,0.985311110605011
"GRPEL2",1,1,1
"CYP2C18",1,0.182532152664223,0.492988120851494
"CRLF2",1,0.420986096220754,0.715313306476171
"CRIP1",1,1,0.998894523977001
"SCN2B",1,1,1
"OR4D11",1,0.787310000050597,0.975581965399397
"CNTN5",0.49996572290589,0.317262057782557,0.420717087324826
"NDST4",0.49996572290589,0.558253421435992,0.672841823649076
"ELP5",0.249948605513182,0.400822872913927,0.249135333215547
"ADGRD1",1,0.173101139785901,0.476699633938649
"CRB1",1,0.562658508246107,0.884545937466126
"SHISA2",1,0.915870528783693,0.996357476691752
"GLCE",1,0.710805220275712,0.953443443060309
"GPX4",1,0.323020326342314,0.688046224930287
"HLA-DQA2",0.374914345456448,0.501562560761954,0.395319113230034
"DENND4A",1,0.810500355483886,0.987766763701084
"QTRT2",1,0.590101418546849,0.928672039732667
"XRCC2",1,0.448984909598608,0.716133007572037
"TOMM20L",0.49996572290589,0.788220245661527,0.806370370088209
"IFT80",0.124948635472415,1,0.312204719490529
"ATP5MF",1,1,1
"ANKRD29",1,0.658921629677438,0.953943668571528
"LRRC40",0.726487526564926,0.355638645892806,0.570754306177143
"NDUFC1",1,0.580882465162443,0.896421793520058
"ERP44",1,0.365297218592209,0.733167575905258
"VSNL1",1,1,1
"SH3GL1",0.49996572290589,0.46418086253013,0.616443760956666
"GRXCR2",0.726487526564926,0.821102390399366,0.942956680660294
"ADPRHL2",1,1,1
"GABPB2",0.624948586120971,0.652085580219699,0.853836521189695
"AK9",0.0653306518456789,0.193220282111832,0.0439627061026119
"ICA1",1,0.736902701617137,0.978602510336295
"SLC25A38",0.249948605513182,0.570377906951907,0.466448380107638
"CDK7",1,0.556842415456355,0.945953450698071
"ZNF563",0.134207023496666,0.0841150812250233,0.166984098515805
"VPS36",1,0.326506800083191,0.691967331766286
"ADGRF1",0.726487526564926,0.0558482142134226,0.18995507037829
"GPR65",1,0.384292501940894,0.751811132891008
"METAP1",0.507677603335609,0.311532467318572,0.616828290862067
"UGT1A1",0.49996572290589,1,0.782292897467912
"DIABLO",1,0.276612399420321,0.565873347838355
"HOXC4",1,0.319905959926328,0.684511804316963
"GPR55",1,0.594288986638976,0.903550775920898
"C1orf94",0.49996572290589,0.588870437676223,0.618392876434921
"HIST1H4H",1,1,1
"CYP2C8",0.790426842818286,0.148788835408235,0.408502805758515
"PRMT6",1,0.205568323933006,0.592174690915819
"RUFY1",1,0.942699755294226,0.993168054425858
"ZNF181",1,0.229811487375177,0.589738935196379
"COQ10A",1,0.434064642780303,0.79631841648805
"AC008770.2",1,0.249948605513182,0.596502337109556
"TMEM167A",1,0.249948605513182,0.596502337109556
"BET1",1,0.453012582262561,0.811723971790467
"CYB5R1",1,0.656100487727125,0.92911202795811
"ELP4",0.249948605513182,0.203338863498663,0.225568903658705
"SNX11",1,0.55943033548769,0.879328710248811
"POMGNT2",1,0.910442503351941,0.995864343540572
"SUCNR1",1,0.537663598878247,0.86737806331649
"ARL2",1,1,1
"CCL27",1,0.099709691105818,0.363973031423523
"EPPIN",1,0.550868204419997,0.923537103640167
"GNG11",1,0.548673561199024,0.878015755442931
"OR2L13",0.49996572290589,0.442790511267206,0.508188725131056
"BCAS4",0.726487526564926,0.492620681667271,0.788615898268107
"PSG4",1,0.731036253188528,0.958747233576717
"ZNF555",0.0921421096335667,0.132426119294392,0.0216306163387917
"EME1",0.49996572290589,0.845032324338098,0.817942661351149
"SMR3A",1,1,1
"RAD17",1,0.898719084874954,0.994688594257009
"GPATCH11",1,0.456019113354569,0.863218507269878
"AURKA",1,0.495819551418516,0.843658399071829
"RNF112",1,0.0232040325844317,0.110530766303607
"NINJ2",1,0.932836239562044,1
"BNC1",1,1,1
"RNASE11",1,0.410381473367959,0.815085912548899
"PPP1R27",0.624948586120971,0.831685118366498,0.661469082769689
"RPEL1",1,0.301235048850947,0.662676267765058
"COX7B2",1,0.814415017239319,0.981602361821917
"F2RL2",1,0.55822149908697,0.852721583517723
"ACP5",0.49996572290589,0.242731796882553,0.42643296586661
"RNASE3",0.49996572290589,0.838583220107503,0.734386328856832
"LDHB",1,1,1
"ERICH3",0.803511708884093,0.30730333735501,0.618937225249613
"TNP2",1,1,0.996848900331366
"GMFB",1,1,1
"CCL11",1,0.77217104065123,0.949001585557408
"HP",1,0.795909103317662,0.977405664373833
"TIGD6",0.343581477453416,1,0.680570316120111
"KRTAP4-1",1,0.537621214979338,0.871269493758646
"FAM173A",1,0.280530089969238,0.521931132669547
"C11orf1",1,1,1
"RLN1",1,0.886541047569605,0.998308900821121
"KLRF1",1,0.531750542133881,0.836767753716702
"CEP19",1,0.541786536537471,0.873838402304909
"ZNF558",1,0.0266097824579603,0.137633805979736
"RPA2",1,0.944611787501496,0.998436941087937
"PLA2G3",0.531408852407671,0.394649783110057,0.408164526470813
"UBASH3A",0.607050407799402,0.853836572309293,0.898327429493567
"PNMT",1,0.811603684294843,0.970022472005862
"SPOCD1",1,0.476031393173326,0.828956765002682
"LRCH3",1,0.646715234189819,0.925276523443252
"TIAL1",1,1,1
"SYAP1",1,1,1
"HES4",0.249948605513182,0.234015873297423,0.317778107416796
"ZNF280B",1,0.15804949543252,0.449626638113643
"SERPINI1",1,0.248848034869173,0.594973969381664
"GTSE1",0.374914345456448,0.310440046707354,0.328622592491535
"ESYT3",0.823682194776963,0.779365272169675,0.900597033090516
"MEIOB",1,0.0685317637622055,0.250525850074931
"CCR2",1,0.677564555745743,0.940015320123256
"PLA2G2E",0.453012582262561,0.404450879144835,0.686890064606273
"C8orf58",1,0.832641155490239,0.985091416648492
"ISOC2",1,0.847634059438733,0.996908451621013
"CSTF2T",1,1,1
"C2orf66",1,0.790426842818286,0.976321144574422
"SHOC2",1,0.531408852407671,0.86737806331649
"LACRT",1,1,0.979290759934002
"DSCR4",1,1,1
"TCL1B",1,0.634592926827975,0.946466579655513
"TREX1",1,0.361393254296814,0.729215176521178
"RIPK1",1,0.450112010433554,0.851304064742959
"IQUB",0.480408072445365,0.242088191620127,0.414963811972172
"C1orf21",1,0.814415017239319,0.981602361821917
"PRPF18",1,0.209759341991678,0.537360306808187
"DLX1",1,0.209862935814013,0.537522073482638
"COX14",1,0.774321289231259,0.97236819806837
"LGR5",0.624948586120971,0.314489703285805,0.483697196030031
"SLC8A1",1,0.571932358551706,0.891490726894201
"XBP1",1,1,1
"RPLP1",1,0.343581477453416,0.710640220025029
"IL27RA",0.624948586120971,0.718859573973728,0.844837004602528
"SDC1",1,0.539932838240293,0.896226580322112
"PTTG1",1,1,1
"C6orf89",1,0.506123030150494,0.849925079333153
"ZFP2",1,0.466545563105187,0.844809348869006
"MANF",1,0.280530089969238,0.637104674102437
"KNOP1",1,0.374837889127939,0.742651931748886
"BAG2",1,0.803511708884093,0.979290759934002
"PRND",1,0.519883334449881,0.859965459272073
"EFHC2",1,1,1
"UQCRB",1,0.273879462503174,0.628571767654879
"GML",0.183238768774252,0.281548359874914,0.398980492375536
"TBC1D8B",1,0.838583220107503,0.985953133394958
