"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"L3MBTL3",0,0,0,1,93,70,1.32854149542223,0.0422715290921726,93,70,1.32854149542223,0.0422715290921726
"TIMM10",2,4,0.500025678084717,0.890625,4,2,1.99989729293577,0.34375,6,6,1,0.61279296875
"NME9",0,0,0,1,116,121,0.958668101786066,0.651593001608217,116,121,0.958668101786066,0.651593001608217
"INKA2",1,0,Inf,0.5,38,28,1.35710974103892,0.133905832423294,39,28,1.39282008265228,0.110774364822406
"ZNF383",3,1,2.99997694771041,0.3125,26,24,1.08330020104446,0.443862413670393,29,25,1.15998725093974,0.341744614117669
"NNMT",0,0,0,1,43,33,1.303003085337,0.150936245243504,43,33,1.303003085337,0.150936245243504
"TAS2R38",0,0,0,1,150,145,1.0344892161261,0.407948081024059,150,145,1.0344892161261,0.407948081024059
"PRPF19",0,0,0,1,17,17,1,0.567916879779659,17,17,1,0.567916879779659
"DPYSL4",0,0,0,1,265,254,1.04331809927049,0.33036910581266,265,254,1.04331809927049,0.33036910581266
"UQCC2",1,0,Inf,0.5,71,77,0.922104851134362,0.717414045005828,72,77,0.935040967786833,0.688402750779431
"GP2",6,5,1.19998340233392,0.5,137,118,1.161004217282,0.129807463046637,143,123,1.16258875330858,0.121990553853607
"CLRN1",4,2,1.99989729293577,0.34375,30,32,0.937478069470673,0.648231664322362,34,34,1,0.548201327158242
"ST3GAL6",2,0,Inf,0.25,1300,1174,1.10731818336055,0.00597609676285336,1302,1174,1.10902162736545,0.00534373859035401
"CNPY1",0,0,0,1,48,35,1.37139389047847,0.0937299339830964,48,35,1.37139389047847,0.0937299339830964
"DRD2",0,0,0,1,460,398,1.15576695027528,0.018617336893897,460,398,1.15576695027528,0.018617336893897
"PALD1",3,2,1.49995099608784,0.5,1029,987,1.04256607463619,0.180585436078781,1032,989,1.0434917397744,0.175087065411687
"POLR3G",2,1,1.99989728727585,0.5,20,17,1.17645628222943,0.371414679364534,22,18,1.22220342996068,0.317914001314421
"PKD1L1",10,13,0.769246701144808,0.797563552856445,2245,2310,0.971854610791013,0.835940863633819,2255,2323,0.970720030922653,0.846086390629031
"ZNF671",4,0,Inf,0.0625,86,100,0.860009566266488,0.864323816313451,90,100,0.900006760254004,0.787534035468878
"CA10",0,0,0,1,40,39,1.0256441162096,0.5,40,39,1.0256441162096,0.5
"TRAK2",6,4,1.49995099848767,0.376953125,919,935,0.98288610906947,0.653504893141013,925,939,0.985089417604023,0.635861013740987
"PSME1",0,1,0,1,71,75,0.946650534520459,0.660418239810726,71,76,0.934185941601968,0.68957888432915
"BIK",0,0,0,1,142,129,1.10075804713776,0.233049206479469,142,129,1.10075804713776,0.233049206479469
"F9",0,0,0,1,14,20,0.700020112091005,0.885259493486956,14,20,0.700020112091005,0.885259493486956
"ZFP90",1,0,Inf,0.5,230,236,0.974572956588369,0.627112998068857,231,236,0.978811453948363,0.609340671690325
"C3orf18",1,0,Inf,0.5,30,21,1.42853039320677,0.131218767855522,31,21,1.4761441415798,0.105804284380758
"ZNF16",4,1,3.9993936007291,0.1875,359,337,1.06530809851253,0.213025366543156,363,338,1.07392758869285,0.182349371576719
"ADAM20",22,20,1.09998035569626,0.438807164376158,240,224,1.07138881644092,0.243122769635366,262,244,1.07373258526467,0.224918005200219
"LIPK",20,8,2.49999068481252,0.0178490690886974,135,160,0.843760671216326,0.935029005627728,155,168,0.922645577392282,0.781980959958112
"TRMT10C",1,0,Inf,0.5,75,61,1.22948872671685,0.132446495202911,76,61,1.24588049072522,0.115768582942198
"TMEM41B",1,0,Inf,0.5,161,155,1.03871804899896,0.389277225145513,162,155,1.04517295766105,0.368090623919065
"ADGRG7",8,4,1.9998973042321,0.19384765625,240,249,0.963847958056931,0.674421012875495,248,253,0.980235385501336,0.605657545099768
"FETUB",2,0,Inf,0.25,998,999,0.998999049906407,0.517847935113411,1000,999,1.00100095004197,0.5
"PIGC",4,1,3.9993936007291,0.1875,160,174,0.919564059419832,0.794090212956524,164,175,0.93711974799067,0.74268898791293
"DVL1",1,0,Inf,0.5,296,277,1.06862047154916,0.226051693108585,297,277,1.07216342128647,0.213888425893179
"IFIT2",7,2,3.4994062173303,0.08984375,258,254,1.01574895013878,0.44727018543072,265,256,1.03516325515564,0.363005368470817
"SPAG5",6,0,Inf,0.015625,429,467,0.9186497012852,0.903709712842788,435,467,0.931509053932518,0.864072501616335
"GTF2F2",1,1,1,0.75,27,21,1.28568890416473,0.235439506810856,28,22,1.27270326894886,0.239943830849164
"DNAJB8",1,0,Inf,0.5,78,68,1.14704731070107,0.228241117482563,79,68,1.16175184526368,0.204790249513201
"NABP2",0,0,0,1,12,8,1.49995100325236,0.25172233581543,12,8,1.49995100325236,0.25172233581543
"POU6F2",1,2,0.500025679499842,0.875,151,145,1.04138895469951,0.385700127363454,152,147,1.03401987159211,0.408554607114501
"ACE",4,4,1,0.63671875,939,882,1.06465519603442,0.0947021953477265,943,886,1.06436319655167,0.095187722982914
"SENP1",0,0,0,1,116,125,0.92803132352393,0.740220376250782,116,125,0.92803132352393,0.740220376250782
"GPR85",0,0,0,1,15,16,0.937478173817316,0.639949934091419,15,16,0.937478173817316,0.639949934091419
"BNIP3",0,0,0,1,12,7,1.71421325549325,0.179641723632813,12,7,1.71421325549325,0.179641723632813
"MARVELD2",3,3,1,0.65625,191,154,1.24023929681464,0.0262221226685605,194,157,1.23564882032857,0.0272545034076849
"LAMP5",1,1,1,0.75,66,48,1.37496494109055,0.0554696559423064,67,49,1.36731272599672,0.0570415827042512
"CHI3L2",4,4,1,0.63671875,221,240,0.920857651382977,0.824194774934378,225,244,0.922156557517126,0.822123934399729
"EXOC4",2,2,1,0.6875,160,174,0.919564059419832,0.794090212956524,162,176,0.920479148340261,0.792699695668937
"BCL2",0,0,0,1,75,67,1.11939391120711,0.278535493555164,75,67,1.11939391120711,0.278535493555164
"TMEM181",0,0,0,1,325,331,0.981871658693915,0.607677886006214,325,331,0.981871658693915,0.607677886006214
"ALKAL1",1,1,1,0.75,4,2,1.99989729293577,0.34375,5,3,1.66659934587882,0.36328125
"HSD17B2",8,9,0.888896488763773,0.685470581054688,207,224,0.924134425281859,0.807025523904626,215,233,0.922772822843312,0.815309295379432
"THOP1",1,1,1,0.75,142,121,1.17353981950701,0.10870303439619,143,122,1.17211738332919,0.109576092565667
"NUCB2",2,1,1.99989728727585,0.5,27,21,1.28568890416473,0.235439506810856,29,22,1.31815294934883,0.200530995513969
"NDUFA6",2,0,Inf,0.25,26,23,1.13042470382497,0.387724827340785,28,23,1.21737300480498,0.287924673865924
"ALOX5",0,0,0,1,145,141,1.02837290974624,0.429619331844815,145,141,1.02837290974624,0.429619331844815
"TAF12",0,0,0,1,55,47,1.17019909007794,0.244217232266317,55,47,1.17019909007794,0.244217232266317
"TOR2A",1,0,Inf,0.5,302,291,1.03780899861852,0.340681955285466,303,291,1.04124714609137,0.32589211639556
"EBF3",0,0,0,1,32,30,1.0666916193193,0.44953815682643,32,30,1.0666916193193,0.44953815682643
"CHORDC1",0,0,0,1,35,24,1.45828898939866,0.0962632288807318,35,24,1.45828898939866,0.0962632288807318
"CFAP43",7,6,1.16665327255905,0.5,676,622,1.08679353837084,0.0706188582795487,683,628,1.08755722029353,0.0679138075924407
"PMVK",3,3,1,0.65625,158,146,1.08215919706501,0.264089467316375,161,149,1.08050309116291,0.266098811503827
"APEX2",0,0,0,1,44,42,1.04763162175754,0.457105818541226,44,42,1.04763162175754,0.457105818541226
"KNG1",2,0,Inf,0.25,1017,1012,1.00494064172659,0.464621380048496,1019,1012,1.00691702397599,0.447044940595485
"PCLAF",0,0,0,1,5,4,1.24997834728159,0.5,5,4,1.24997834728159,0.5
"RSAD2",3,0,Inf,0.125,117,118,0.991525429464941,0.55188287140464,120,118,1.01695020876708,0.474167561926682
"IL20RB",5,3,1.66659934587882,0.36328125,66,68,0.970583840881881,0.602185642514806,71,71,1,0.533419603807596
"PCGF5",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"SNRPN",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"NIPSNAP3B",18,11,1.63629962292703,0.132465448230505,103,108,0.95369155163687,0.660167609892473,121,119,1.0168077531033,0.474275197085321
"SS18L2",0,0,0,1,3,2,1.49995099608784,0.5,3,2,1.49995099608784,0.5
"GNG3",0,0,0,1,2,1,1.99989728727585,0.5,2,1,1.99989728727585,0.5
"ITM2B",0,0,0,1,24,24,1,0.557283251356743,24,24,1,0.557283251356743
"MYL12B",0,0,0,1,4,3,1.33330279094402,0.5,4,3,1.33330279094402,0.5
"PER3",4,1,3.9993936007291,0.1875,559,566,0.987631990525915,0.594252269185391,563,567,0.992945344679447,0.559116770069873
"TAS2R5",1,0,Inf,0.5,286,281,1.01779492634024,0.433307312461063,287,281,1.02135448233675,0.416925219047379
"ATXN7L3B",0,0,0,1,5,4,1.24997834728159,0.5,5,4,1.24997834728159,0.5
"HAO2",7,4,1.7499237021537,0.2744140625,107,112,0.955345873737926,0.657376085590832,114,116,0.982757493601726,0.57837764310169
"ZMYND15",2,1,1.99989728727585,0.5,180,154,1.16881775265444,0.0856191277386496,182,155,1.17417962963106,0.07829087467887
"MUC13",2,1,1.99989728727585,0.5,242,278,0.870512292000897,0.947703384102229,244,279,0.874560381341658,0.94231877358452
"IFNA7",6,2,2.99997615298437,0.14453125,167,164,1.01829403654677,0.456243357451023,173,166,1.04217878952062,0.372286580832226
"NAA20",0,0,0,1,9,7,1.2856888842142,0.401809692382813,9,7,1.2856888842142,0.401809692382813
"CLRN3",0,0,0,1,599,621,0.964565308764732,0.744879524716165,599,621,0.964565308764732,0.744879524716165
"GCHFR",0,0,0,1,7,4,1.7499237021537,0.2744140625,7,4,1.7499237021537,0.2744140625
"ATG3",0,0,0,1,15,15,1,0.572232224047184,15,15,1,0.572232224047184
"SNX2",0,0,0,1,45,32,1.40621145898372,0.0855304867769563,45,32,1.40621145898372,0.0855304867769563
"C2CD2",1,1,1,0.75,457,491,0.93078432433947,0.87218407928298,458,492,0.930925180381553,0.871933528678079
"SFTPB",0,0,0,1,187,189,0.989417805270137,0.561463038696469,187,189,0.989417805270137,0.561463038696469
"SORBS2",1,0,Inf,0.5,324,349,0.928396587274732,0.841882933112402,325,349,0.931264278055845,0.832214978923092
"KIF7",2,4,0.500025678084717,0.890625,586,572,1.02447891637121,0.351231015822681,588,576,1.02083562794229,0.37357673643959
"DMGDH",28,21,1.33330281577903,0.195801455273746,392,368,1.06524376109787,0.202064507624588,420,389,1.07965957450735,0.145768492660769
"RPL7L1",0,0,0,1,49,46,1.06524139576407,0.418778035364537,49,46,1.06524139576407,0.418778035364537
"PRB3",4,2,1.99989729293577,0.34375,54,73,0.739743812100192,0.962234720384652,58,75,0.773348953662445,0.940879944765119
"NRF1",0,0,0,1,10,8,1.24997835302172,0.407264709472656,10,8,1.24997835302172,0.407264709472656
"OR52L1",1,3,0.333335894718525,0.9375,117,89,1.3145783498947,0.0298420893397567,118,92,1.28258374216407,0.0421269332745413
"HPN",0,0,0,1,36,39,0.923105033241033,0.677768043052886,36,39,0.923105033241033,0.677768043052886
"C9orf16",0,0,0,1,8,5,1.59993995446433,0.29052734375,8,5,1.59993995446433,0.29052734375
"MMS19",0,0,0,1,990,1024,0.966789223998361,0.782271081148394,990,1024,0.966789223998361,0.782271081148394
"LGALS3",0,0,0,1,135,136,0.992647124750277,0.548334412331962,135,136,0.992647124750277,0.548334412331962
"SOX8",1,0,Inf,0.5,69,86,0.802339220030645,0.926001184488292,70,86,0.813966316704448,0.913354690917134
"VAPA",1,0,Inf,0.5,291,303,0.96038678593627,0.703101825190592,292,303,0.963688706009114,0.688604854397516
"ORAI3",1,0,Inf,0.5,27,20,1.3499676577912,0.190846698831607,28,20,1.39996213773956,0.156163403736635
"CXCR6",0,0,0,1,17,21,0.809536995425123,0.791153904581734,17,21,0.809536995425123,0.791153904581734
"DAD1",1,0,Inf,0.5,7,6,1.16665327255905,0.5,8,6,1.33330279511711,0.395263671875
"MAB21L4",0,0,0,1,269,238,1.13024225968287,0.0913453078527364,269,238,1.13024225968287,0.0913453078527364
"MMP1",52,52,1,0.539025586186784,147,121,1.21485811712295,0.0632872417468752,199,173,1.15027733011344,0.097421186222175
"CCDC24",1,2,0.500025679499842,0.875,99,83,1.19275529657414,0.133071014621498,100,85,1.17645636837102,0.151663526319946
"LRRC14B",4,6,0.666688445828066,0.828125,338,300,1.12665719536354,0.0714518423024187,342,306,1.11763836038052,0.0845522160835605
"KRTAP5-2",1,3,0.333335894718525,0.9375,24,8,2.99997135369709,0.00350018334574998,25,11,2.27274251641103,0.0144083598279394
"MYO5B",3,4,0.750017180487538,0.7734375,1516,1506,1.00664016997952,0.434978474518659,1519,1510,1.00596028245206,0.442215471309345
"GCNA",0,0,0,1,69,57,1.21050874823513,0.163561483608389,69,57,1.21050874823513,0.163561483608389
"COPS7B",12,11,1.09088169146973,0.5,52,42,1.23807486585308,0.176664016235791,64,53,1.20752989255273,0.177639840826124
"GLA",0,0,0,1,40,54,0.740758472677959,0.939314443513785,40,54,0.740758472677959,0.939314443513785
"GIMAP7",0,0,0,1,47,31,1.51607827163945,0.0443912126110398,47,31,1.51607827163945,0.0443912126110398
"SLC17A3",2,5,0.400001107722739,0.9375,131,102,1.28428860400064,0.0331863972490644,133,107,1.24296986814025,0.0531940314992367
"MYPN",0,2,0,1,703,688,1.02180499656418,0.353698270319616,703,690,1.0188424361709,0.373915366867112
"PHYKPL",2,2,1,0.6875,167,166,1.00602398099943,0.5,169,168,1.00595226382493,0.5
"FUT9",0,0,0,1,19,40,0.475025632274252,0.998103147182314,19,40,0.475025632274252,0.998103147182314
"RNF220",0,0,0,1,73,70,1.04286728449564,0.433624953548803,73,70,1.04286728449564,0.433624953548803
"FASLG",0,0,0,1,26,19,1.36838668273232,0.185649017235506,26,19,1.36838668273232,0.185649017235506
"SLC17A7",0,0,0,1,62,64,0.968744948560408,0.605302027655928,62,64,0.968744948560408,0.605302027655928
"HVCN1",0,0,0,1,267,244,1.09424104902986,0.165223501031241,267,244,1.09424104902986,0.165223501031241
"NBL1",1,0,Inf,0.5,15,20,0.750017171143511,0.844747670460492,16,20,0.800013846988272,0.797483876929619
"RBM17",0,0,0,1,12,9,1.3333027992766,0.331811904907227,12,9,1.3333027992766,0.331811904907227
"CCNA2",0,0,0,1,41,51,0.803935121732481,0.874338948262573,41,51,0.803935121732481,0.874338948262573
"VPS26C",1,0,Inf,0.5,43,48,0.895840419441472,0.735198952261877,44,48,0.91668930302515,0.698793861151924
"NSUN3",4,1,3.9993936007291,0.1875,158,162,0.975305643213652,0.610046820860438,162,163,0.993865140841697,0.544156863149389
"IFT52",2,0,Inf,0.25,68,53,1.28299381781976,0.101462145275719,70,53,1.32072561133904,0.0744081231191926
"ASNS",0,1,0,1,95,89,1.06744171667384,0.356265386856355,95,90,1.05557315493304,0.384392781116525
"CIB2",3,0,Inf,0.125,47,40,1.17498586304216,0.260145796787537,50,40,1.24997839838544,0.171416559710394
"USE1",0,0,0,1,60,50,1.19998346299948,0.195463728349752,60,50,1.19998346299948,0.195463728349752
"FAM209B",2,1,1.99989728727585,0.5,27,23,1.17389898793299,0.335905516882683,29,24,1.20831593876707,0.291566077130589
"PTGER2",0,0,0,1,51,40,1.27497578164184,0.147234892284267,51,40,1.27497578164184,0.147234892284267
"HNRNPH3",0,0,0,1,25,13,1.92298233221417,0.0364756942581153,25,13,1.92298233221417,0.0364756942581153
"TMEM208",1,0,Inf,0.5,16,11,1.45450151679578,0.221034169197083,17,11,1.54540051434897,0.172464225441218
"FAF2",0,0,0,1,27,29,0.931068920499966,0.65556011963833,27,29,0.931068920499966,0.65556011963833
"DDX60",8,4,1.9998973042321,0.19384765625,906,846,1.07088690991872,0.0793243828725104,914,850,1.07526279130657,0.0667957304495564
"POF1B",3,2,1.49995099608784,0.5,118,96,1.2291472787941,0.0754837589082486,121,98,1.23467392978787,0.0684669750231561
"IFT22",0,0,0,1,19,10,1.89990782058105,0.0680229738354683,19,10,1.89990782058105,0.0680229738354683
"MMD",2,1,1.99989728727585,0.5,2,3,0.666688446894727,0.8125,4,4,1,0.63671875
"AFMID",5,0,Inf,0.03125,99,106,0.933937283796583,0.711777986209775,104,106,0.981130624587939,0.581971828077388
"MAPK1IP1L",0,0,0,1,29,15,1.93323767555312,0.0243833829522373,29,15,1.93323767555312,0.0243833829522373
"RGS21",4,1,3.9993936007291,0.1875,201,194,1.03608974176609,0.381389059475935,205,195,1.05129747205568,0.326382298853335
"ELOF1",5,5,1,0.623046875,3,2,1.49995099608784,0.5,8,7,1.1428459396773,0.5
"SPACA9",0,0,0,1,43,32,1.34371835888378,0.124022870946264,43,32,1.34371835888378,0.124022870946264
"TAX1BP1",0,1,0,1,221,192,1.1510299322487,0.0840955820187264,221,193,1.14506652426345,0.0922245125503532
"COX6A2",0,0,0,1,62,37,1.67560743218772,0.00771618225365445,62,37,1.67560743218772,0.00771618225365445
"CD300LG",2,0,Inf,0.25,617,605,1.01983676052987,0.376512983217399,619,605,1.02314349534387,0.355110821349617
"RBM23",11,8,1.37496488962068,0.323802947998047,626,667,0.938505714275903,0.878606032535891,637,675,0.943682633284059,0.85919691276733
"CD4",2,0,Inf,0.25,135,128,1.05470474515943,0.355738179477163,137,128,1.07034107387595,0.311600766352944
"PCDHGB2",7,5,1.39996211862962,0.38720703125,0,0,0,1,7,5,1.39996211862962,0.38720703125
"SAXO2",1,0,Inf,0.5,160,151,1.05962334399864,0.325079515317009,161,151,1.06625072446468,0.305227784921013
"BIN2",1,2,0.500025679499842,0.875,396,372,1.06454196719958,0.203294037695787,397,374,1.06152082361684,0.214099120497942
"CGGBP1",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"EMP2",3,3,1,0.65625,75,55,1.36360256752569,0.047626705716259,78,58,1.34479586116898,0.0514565924987161
"CEACAM5",4,1,3.9993936007291,0.1875,1063,1047,1.0152829816553,0.372008396594503,1067,1048,1.0181316779646,0.347756792020287
"TLR4",8,6,1.33330279511711,0.395263671875,263,272,0.966905582674755,0.667232043275663,271,278,0.974816853616745,0.633593402597598
"CKAP2",1,2,0.500025679499842,0.875,1035,1015,1.01970675269287,0.337379443568312,1036,1017,1.01868443433451,0.34559180492246
"ATG4A",0,0,0,1,24,20,1.19998342271377,0.325793913604458,24,20,1.19998342271377,0.325793913604458
"TYW5",1,0,Inf,0.5,18,13,1.38457921793633,0.236564829945564,19,13,1.46149374790444,0.188542793737724
"PCDH15",8,5,1.59993995446433,0.29052734375,1117,1107,1.00903365171402,0.424327192682709,1125,1112,1.01169122791146,0.399860814752012
"FDCSP",0,0,0,1,15,13,1.15383395799673,0.425277009606362,15,13,1.15383395799673,0.425277009606362
"MS4A13",1,0,Inf,0.5,290,290,1,0.516558037934776,291,290,1.00344814610131,0.5
"C22orf23",5,0,Inf,0.03125,81,96,0.843760719610987,0.885489218833171,86,96,0.895840385848375,0.792534300503944
"TMEM147",1,1,1,0.75,19,22,0.863645732970658,0.733645372381942,20,23,0.869574166909199,0.728807994071757
"TAS2R19",1,2,0.500025679499842,0.875,719,751,0.957377978970882,0.805296751198812,720,753,0.956162393932949,0.812157438416349
"SNX21",1,2,0.500025679499842,0.875,183,151,1.21190294723397,0.0448445388479908,184,153,1.20259771920925,0.0510371190632355
"LRPPRC",3,2,1.49995099608784,0.5,347,321,1.08096528677082,0.166704280319981,350,323,1.08356188123195,0.158117066887598
"HIST1H4F",4,1,3.9993936007291,0.1875,22,29,0.758637304186894,0.868781232144478,26,30,0.866675815533363,0.747798119988587
"POLI",6,3,1.99989729858785,0.25390625,856,779,1.09883559794404,0.030067918815566,862,782,1.10229472166397,0.0256675638460425
"C17orf58",2,0,Inf,0.25,7,9,0.777793144420931,0.772750854492188,9,9,1,0.592735290527344
"RPS27A",0,0,0,1,21,28,0.750017166517205,0.873565134916198,21,28,0.750017166517205,0.873565134916198
"PCGF2",0,0,0,1,27,25,1.07996441489818,0.444941982638269,27,25,1.07996441489818,0.444941982638269
"PXT1",3,4,0.750017180487538,0.7734375,9,5,1.79991837164043,0.21197509765625,12,9,1.3333027992766,0.331811904907227
"CEND1",0,0,0,1,24,12,1.99989734910528,0.0326226676115767,24,12,1.99989734910528,0.0326226676115767
"PALM2",2,0,Inf,0.25,64,61,1.04919387069032,0.429059686631796,66,61,1.08193348695203,0.361393541572893
"C21orf91",2,0,Inf,0.25,76,63,1.20633206109231,0.154376284596414,78,63,1.23807489493515,0.119143503143077
"SLC4A9",3,2,1.49995099608784,0.5,437,406,1.07632023636778,0.150740737232465,440,408,1.0783986023895,0.143537961284993
"EMC2",0,0,0,1,16,15,1.06669150059046,0.5,16,15,1.06669150059046,0.5
"ANTXRL",5,0,Inf,0.03125,452,395,1.14429287924435,0.02713376478762,457,395,1.15694997062656,0.018285784594575
"NCAPD3",5,1,4.99935160462203,0.109375,1504,1500,1.00266658670941,0.478175086248327,1509,1501,1.00532976188114,0.449238312858918
"CYP3A5",4,9,0.444440539559772,0.953857421875,279,262,1.06491084439124,0.245777520251895,283,271,1.04429204854278,0.320146173572731
"FNDC8",0,1,0,1,113,102,1.10783206607164,0.247666535868497,113,103,1.09706652755828,0.27019505437735
"ATL1",0,0,0,1,32,19,1.68414133190583,0.0459572749079272,32,19,1.68414133190583,0.0459572749079272
"YBEY",3,0,Inf,0.125,122,123,0.991869944896229,0.550819589534384,125,123,1.01626109654625,0.474692664082676
"ELK4",1,0,Inf,0.5,40,38,1.05264706014089,0.454973225937264,41,38,1.07891116340992,0.411072121226095
"RPP25L",0,0,0,1,9,8,1.12499038149059,0.5,9,8,1.12499038149059,0.5
"VIP",0,0,0,1,15,5,2.99997375997964,0.0206947326660156,15,5,2.99997375997964,0.0206947326660156
"ZNF675",5,2,2.49999307675205,0.2265625,116,128,0.906262255176745,0.797338057046638,121,130,0.930802687921816,0.736001678518104
"PDF",0,0,0,1,24,18,1.33330281167369,0.220399533671299,24,18,1.33330281167369,0.220399533671299
"NDUFB11",0,0,0,1,11,9,1.22220341735204,0.411901473999024,11,9,1.22220341735204,0.411901473999024
"VPS13A",5,7,0.714305042038473,0.80615234375,1415,1366,1.03588091894947,0.181357597563961,1420,1373,1.03424046124659,0.19204074044086
"GUCD1",1,0,Inf,0.5,15,11,1.36360251041166,0.278598546981812,16,11,1.45450151679578,0.221034169197083
"AKTIP",0,0,0,1,57,48,1.18748467723195,0.21755724744615,57,48,1.18748467723195,0.21755724744615
"EGFLAM",4,2,1.99989729293577,0.34375,1116,1106,1.00904182006768,0.424293558116635,1120,1108,1.01083077676307,0.407867412618185
"SCGB2A1",1,0,Inf,0.5,9,5,1.79991837164043,0.21197509765625,10,5,1.99989730986852,0.15087890625
"GSTA2",4,4,1,0.63671875,128,100,1.27997533419639,0.0367624125095763,132,104,1.26920724690227,0.0393014881086891
"PDXDC1",0,1,0,1,168,145,1.1586082102491,0.106806211418679,168,146,1.15067317831697,0.117964304684548
"PPARGC1A",0,0,0,1,196,178,1.1011075776919,0.189699600014938,196,178,1.1011075776919,0.189699600014938
"RASD1",1,1,1,0.75,36,33,1.0908819990948,0.404974526459463,37,34,1.08820607259629,0.406294324703083
"TMEM53",0,0,0,1,144,152,0.947352356461771,0.699515196016252,144,152,0.947352356461771,0.699515196016252
"PDHX",1,0,Inf,0.5,615,568,1.08271900235111,0.090531862040957,616,568,1.08448113403087,0.0859705909588035
"CIRBP",0,0,0,1,13,15,0.866675827201504,0.714205905795097,13,15,0.866675827201504,0.714205905795097
"MARS",3,3,1,0.65625,163,181,0.900559153912043,0.847182164708921,166,184,0.902181485302516,0.845089911740667
"FAM193A",0,0,0,1,1021,1019,1.00196262667705,0.491168351826232,1021,1019,1.00196262667705,0.491168351826232
"POU5F1",0,0,0,1,168,173,0.971093878259858,0.627351511442029,168,173,0.971093878259858,0.627351511442029
"LANCL1",2,1,1.99989728727585,0.5,83,85,0.97646801324027,0.59147675550961,85,86,0.988371831033376,0.560749764626165
"CHRM2",0,0,0,1,139,132,1.05304651043054,0.357788531663084,139,132,1.05304651043054,0.357788531663084
"UNC5A",0,0,0,1,290,292,0.99315075145339,0.54947554673923,290,292,0.99315075145339,0.54947554673923
"MED6",0,0,0,1,24,24,1,0.557283251356743,24,24,1,0.557283251356743
"RGP1",2,0,Inf,0.25,261,238,1.09661946633131,0.162348907547265,263,238,1.10503073003864,0.141800019998732
"PTRH2",0,0,0,1,96,96,1,0.528753715173388,96,96,1,0.528753715173388
"ZBED2",1,0,Inf,0.5,172,169,1.01775272547895,0.456886871137833,173,169,1.02367132103556,0.435580964432693
"BCHE",1,3,0.333335894718525,0.9375,630,619,1.01777214782206,0.388611979696387,631,622,1.01447032625559,0.410605046812544
"ELL3",2,1,1.99989728727585,0.5,334,314,1.06371905781145,0.227728682329845,336,315,1.06669381319344,0.21657201937424
"CD3E",3,2,1.49995099608784,0.5,26,40,0.650022494767778,0.967991247931387,29,42,0.690496795870899,0.952038184294588
"CLEC4C",3,4,0.750017180487538,0.7734375,57,54,1.05557295318606,0.424775093657227,60,58,1.03448901425824,0.463352111473891
"RFLNA",0,0,0,1,343,320,1.07183639182904,0.196447242624169,343,320,1.07183639182904,0.196447242624169
"BAMBI",0,0,0,1,163,150,1.08663767929945,0.248828228815529,163,150,1.08663767929945,0.248828228815529
"PPBP",0,0,0,1,21,12,1.74992371957171,0.0813778287265449,21,12,1.74992371957171,0.0813778287265449
"EXOSC9",7,4,1.7499237021537,0.2744140625,453,474,0.955683893658154,0.76501985389984,460,478,0.962334363614284,0.732482359679661
"LINS1",3,1,2.99997694771041,0.3125,221,238,0.928602298669676,0.799580208092842,224,239,0.93721504681938,0.771417390610175
"ITGB3BP",1,0,Inf,0.5,14,9,1.55550040613374,0.202436447143555,15,9,1.66659935547712,0.153728127479553
"BEND5",0,3,0,1,39,48,0.812512958108383,0.858196445797257,39,51,0.764722087664487,0.914878802476963
"SDCCAG8",1,0,Inf,0.5,114,112,1.01785837011998,0.473492093285872,115,112,1.02678926119008,0.447216712069235
"TCEANC2",0,1,0,1,58,54,1.07403460546075,0.388482375684836,58,55,1.05456221384757,0.425434961256725
"CCDC89",3,10,0.299992050146176,0.98876953125,200,191,1.04713332774178,0.342920716934141,203,201,1.0099503702749,0.48016415815337
"ZNF44",1,3,0.333335894718525,0.9375,566,542,1.0442929880547,0.244801369741977,567,545,1.04037729670928,0.264439024442084
"AP5B1",0,2,0,1,238,200,1.18998462721394,0.0384766193980004,238,202,1.17820357854094,0.0475464203189506
"OR1L1",8,2,3.99939245288739,0.0546875,386,374,1.032091499009,0.344955787446087,394,376,1.047886442861,0.270071774679065
"PIK3IP1",0,1,0,1,90,87,1.03448908192878,0.440279958702047,90,88,1.0227296061233,0.470139979351023
"SMARCAD1",0,0,0,1,199,231,0.861481226299068,0.944293509992837,199,231,0.861481226299068,0.944293509992837
"DCAF16",2,0,Inf,0.25,53,54,0.981480143436325,0.576598962405402,55,54,1.01851983621714,0.5
"ROBO2",0,0,0,1,279,265,1.05284693347896,0.288657372958048,279,265,1.05284693347896,0.288657372958048
"UXT",0,0,0,1,3,3,1,0.65625,3,3,1,0.65625
"PCDHA1",3,0,Inf,0.125,503,512,0.982420424689166,0.623185988407785,506,512,0.988280838673716,0.586821643491976
"SLC5A8",6,3,1.99989729858785,0.25390625,308,262,1.17555859592985,0.0296780063152307,314,265,1.1848908544531,0.0229849849531084
"AMHR2",3,0,Inf,0.125,46,42,1.09521471821071,0.37466450160114,49,42,1.16665331744135,0.264801047738123
