"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","All_variants_T","All_variants_UT","All_variants_OR","All_variants_P_value"
"TBC1D9",1,0,Inf,0.5,396,335,1.18207509506056,0.0132034388595659,397,335,1.18505988516595,0.0120454867774615
"PLEKHB1",3,2,1.49995099608784,0.5,43,44,0.977270413184438,0.584813495157123,46,46,1,0.541479740173764
"LRP8",0,0,0,1,104,102,1.01960943165297,0.472238086207457,104,102,1.01960943165297,0.472238086207457
"SNX1",2,0,Inf,0.25,332,381,0.871399637270274,0.969470218934866,334,381,0.876648613646142,0.963718028231691
"ELF3",1,0,Inf,0.5,301,288,1.0451510382068,0.310512436216626,302,288,1.04862530269516,0.296273966831923
"ZNF304",2,0,Inf,0.25,752,791,0.950678747627719,0.845733482975141,754,791,0.95320887834505,0.833167503450827
"ATG13",1,0,Inf,0.5,212,193,1.09842736148164,0.185556696161225,213,193,1.10361352010164,0.172857824670656
"USP18",1,0,Inf,0.5,82,63,1.3015602801396,0.0673427015904884,83,63,1.31743158247053,0.0577698551259634
"GABRG2",2,0,Inf,0.25,35,26,1.34612193370064,0.15283870993156,37,26,1.42303650484808,0.103683949928428
"AC005324.3",0,0,0,1,111,96,1.15623768162458,0.165265733366253,111,96,1.15623768162458,0.165265733366253
"PAPSS1",12,8,1.49995100325236,0.25172233581543,417,399,1.04512531925681,0.275895106822196,429,407,1.05407232473665,0.233837903840268
"HMBS",0,0,0,1,72,60,1.19998347628907,0.169190119469912,72,60,1.19998347628907,0.169190119469912
"WDR48",0,0,0,1,81,60,1.34996771020648,0.0458846146840524,81,60,1.34996771020648,0.0458846146840524
"ATAD1",2,0,Inf,0.25,39,28,1.39282008265228,0.110774364822406,41,28,1.46424071246759,0.0740160903463795
"HIRA",0,0,0,1,90,65,1.38457928290417,0.026768787920218,90,65,1.38457928290417,0.026768787920218
"UNC13A",0,1,0,1,234,221,1.05884410733947,0.28688841015928,234,222,1.0540713825717,0.303258084375043
"GNAO1",0,0,0,1,33,15,2.19987645365508,0.00664164078112253,33,15,2.19987645365508,0.00664164078112253
"BTG3",0,0,0,1,37,15,2.4666579618169,0.00159262672388839,37,15,2.4666579618169,0.00159262672388839
"PLEKHH3",1,1,1,0.75,182,190,0.957884541427311,0.679587664837352,183,191,0.958105098302879,0.679140709011341
"DDHD1",2,0,Inf,0.25,211,219,0.963462752827543,0.667837620467263,213,219,0.97259880344813,0.631839717350093
"STK11",0,0,0,1,105,94,1.11701243310554,0.239245600491274,105,94,1.11701243310554,0.239245600491274
"GTF3C4",0,0,0,1,227,223,1.01793854162593,0.443778711951917,227,223,1.01793854162593,0.443778711951917
"COPA",1,0,Inf,0.5,92,65,1.4153450983299,0.018822619958211,93,65,1.43072800195518,0.0156933180266848
"TPI1",2,0,Inf,0.25,103,86,1.19765815685795,0.122210445866387,105,86,1.22091166350511,0.0963168109870944
"KCNQ2",1,0,Inf,0.5,106,82,1.29265688579638,0.0465956069612127,107,82,1.30485069863122,0.0402905687060201
"FOXJ3",0,0,0,1,105,76,1.38154319499454,0.0185601377251987,105,76,1.38154319499454,0.0185601377251987
"ZNF777",0,0,0,1,153,140,1.09283318169664,0.241668638312218,153,140,1.09283318169664,0.241668638312218
"NSD1",0,0,0,1,2454,2345,1.04650154692366,0.0594926449130774,2454,2345,1.04650154692366,0.0594926449130774
"HIST1H4A",3,2,1.49995099608784,0.5,18,8,2.25001882474211,0.0377593487501145,21,10,2.09988688190346,0.0353777729906142
"SEL1L3",2,0,Inf,0.25,264,250,1.05601878222264,0.283206320653969,266,250,1.06402458001987,0.254537807359363
"ADCY4",11,7,1.57137166906517,0.240341186523438,394,378,1.04233893280435,0.294660444460913,405,385,1.05196479307669,0.249535938365042
"DDX53",2,0,Inf,0.25,193,162,1.19134247401444,0.0556015471618995,195,162,1.20368694808501,0.0450985269782758
"CHD9",1,0,Inf,0.5,779,736,1.05844715058897,0.140279777773416,780,736,1.0598069387833,0.134711108218737
"OR11H12",3,1,2.99997694771041,0.3125,42,29,1.44823264348205,0.0769563846632284,45,30,1.49995102863081,0.0526711344373027
"EP400",2,1,1.99989728727585,0.5,1656,1447,1.1444266998042,9.37517563317631e-05,1658,1448,1.14501750805915,8.79109369877994e-05
"HSD17B1",2,1,1.99989728727585,0.5,164,149,1.1006542294977,0.214399914702341,166,150,1.10665536832632,0.199404322787464
"HDAC5",0,0,0,1,179,158,1.13290123822062,0.137962578941759,179,158,1.13290123822062,0.137962578941759
"PACS1",0,0,0,1,53,58,0.913813118471722,0.715389886098212,53,58,0.913813118471722,0.715389886098212
"XKR4",1,0,Inf,0.5,27,25,1.07996441489818,0.444941982638269,28,25,1.11999083268718,0.39192315110475
"CENPE",4,1,3.9993936007291,0.1875,912,876,1.04110756282914,0.203917541675638,916,877,1.04448355069881,0.18475085924853
"HAPLN2",0,0,0,1,42,36,1.16665331001046,0.285793359001537,42,36,1.16665331001046,0.285793359001537
"MATN4",18,19,0.947352989126537,0.628585320635466,342,351,0.974355445391497,0.647963973325497,360,370,0.972968951154351,0.658028836083472
"PPP6R1",0,0,0,1,548,577,0.949723648840518,0.814449749930443,548,577,0.949723648840518,0.814449749930443
"ASTN1",2,0,Inf,0.25,256,228,1.1227978085641,0.109840037293118,258,228,1.13156898083329,0.0941489411743763
"GMPS",2,0,Inf,0.25,137,143,0.95803198552178,0.662109294401821,139,143,0.972023953598493,0.617020582452181
"SREK1",0,0,0,1,195,174,1.12068057555318,0.14889661973611,195,174,1.12068057555318,0.14889661973611
"ABCC9",17,9,1.88879787444054,0.0843187719583512,247,255,0.96862199819385,0.656023130063009,264,264,1,0.517353515691111
"NEMF",4,1,3.9993936007291,0.1875,90,83,1.08430569119429,0.324196537668682,94,84,1.11903859247071,0.250027303000806
"TRADD",1,0,Inf,0.5,41,24,1.70826154618997,0.0231767371664557,42,24,1.7499237450532,0.0177913622261159
"JADE1",0,0,0,1,492,458,1.07420018393974,0.142157793707952,492,458,1.07420018393974,0.142157793707952
"SLC16A10",1,1,1,0.75,281,291,0.965628972624907,0.677198858563509,282,292,0.965746707555912,0.676911050048663
"OR10G4",4,2,1.99989729293577,0.34375,175,162,1.08021301255204,0.256688516184405,179,164,1.09143859989773,0.2248697280629
"MCF2",2,0,Inf,0.25,146,109,1.3394184694693,0.0119904716442409,148,109,1.35776507823998,0.00879944998479383
"TRMT12",2,0,Inf,0.25,235,249,0.943756218910156,0.752303061207944,237,249,0.951793448045931,0.72227919726799
"CDH20",1,0,Inf,0.5,132,101,1.3069031465522,0.0245693218008716,133,101,1.31680306591384,0.021239997195888
"IGF2R",3,1,2.99997694771041,0.3125,888,920,0.965209140637654,0.781149260675171,891,921,0.967419546504775,0.766765976114209
"ARHGAP30",0,1,0,1,853,867,0.983851031260357,0.641199506637829,853,868,0.982717299695981,0.650128067156762
"FGD3",2,3,0.666688446894727,0.8125,158,130,1.21536666039857,0.055726556526228,160,133,1.20299079477351,0.0643182390914718
"GBP3",22,17,1.29409136303641,0.26119869024842,375,321,1.16821113008384,0.022231937460871,397,338,1.17454247114479,0.0161680318815119
"PURB",0,0,0,1,13,5,2.5999835632705,0.048126220703125,13,5,2.5999835632705,0.048126220703125
"KLHL2",0,0,0,1,25,8,3.12500898170895,0.00227569206617773,25,8,3.12500898170895,0.00227569206617773
"KAT2B",2,0,Inf,0.25,210,200,1.05001465404107,0.328374717268991,212,200,1.0600212850024,0.293959787621372
"TNRC6B",1,0,Inf,0.5,271,226,1.19909881789533,0.024155077355475,272,226,1.20352316300534,0.0218198411506034
"TBCA",4,1,3.9993936007291,0.1875,20,7,2.85711399672618,0.00957864522933959,24,8,2.99997135369709,0.00350018334574998
"CYLD",2,1,1.99989728727585,0.5,36,31,1.16127746112822,0.312703414470825,38,32,1.18748465631388,0.275206255911236
"CSTF1",0,0,0,1,13,4,3.25005673704458,0.0245208740234375,13,4,3.25005673704458,0.0245208740234375
"CACHD1",2,0,Inf,0.25,350,318,1.10061471757694,0.115168460979295,352,318,1.10691021778289,0.101154587875961
"SOCS3",1,0,Inf,0.5,21,7,2.9999721572696,0.00627047568559646,22,7,3.14287323146748,0.00406502932310104
"SEC61G",2,0,Inf,0.25,3,1,2.99997694771041,0.3125,5,1,4.99935160462203,0.109375
"ARHGAP21",2,0,Inf,0.25,546,538,1.01487079500106,0.41582173564365,548,538,1.01858904845711,0.392394212520547
"CREB3L2",2,0,Inf,0.25,42,38,1.1052485098541,0.368777154492162,44,38,1.15788219828046,0.290557227088323
"DGKA",1,0,Inf,0.5,228,196,1.16325245675951,0.0660505629244377,229,196,1.16835402336919,0.060252546442531
"KRTAP10-6",2,3,0.666688446894727,0.8125,199,152,1.30918279805887,0.00698086203235509,201,155,1.29674780861004,0.00847878175103869
"MBP",2,0,Inf,0.25,369,363,1.01653005291651,0.426698853906205,371,363,1.02204099992993,0.398069449565501
"BOC",5,1,4.99935160462203,0.109375,839,819,1.02442367207849,0.32039323250488,844,820,1.02927381028036,0.28644015606192
"STT3B",2,0,Inf,0.25,30,19,1.57888965321128,0.0762038859807391,32,19,1.68414133190583,0.0459572749079272
"FGR",0,0,0,1,41,41,1,0.543921696223698,41,41,1,0.543921696223698
"GPR89A",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CNNM1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ATAD2B",1,0,Inf,0.5,690,672,1.02679003826866,0.322536918571537,691,672,1.02827870280413,0.312940216077533
"GPC2",2,1,1.99989728727585,0.5,44,32,1.37496492084723,0.103368420904196,46,33,1.39390222002416,0.088305276530082
"PCSK2",0,0,0,1,41,31,1.3225513115321,0.144392140207053,41,31,1.3225513115321,0.144392140207053
"ELL",0,0,0,1,152,153,0.993464150329793,0.545574774987056,152,153,0.993464150329793,0.545574774987056
"RANBP2",2,0,Inf,0.25,1260,1225,1.02857721993336,0.247607783755355,1262,1225,1.03021062486632,0.235187900012083
"OGDH",0,0,0,1,233,223,1.0448547940023,0.336731498914899,233,223,1.0448547940023,0.336731498914899
"ANKRD44",2,0,Inf,0.25,746,755,0.988078955547479,0.601834932543614,748,755,0.990728288499684,0.581738073266623
"VANGL1",2,0,Inf,0.25,144,121,1.19006716599352,0.0882197465738279,146,121,1.20659447537675,0.0708748751499957
"VPS26B",1,0,Inf,0.5,15,7,2.1427395137346,0.0669002532958985,16,7,2.28572893676522,0.04656982421875
"CREBBP",0,0,0,1,609,633,0.962076069203178,0.760948437497739,609,633,0.962076069203178,0.760948437497739
"MLLT10",1,0,Inf,0.5,157,144,1.09025168909573,0.244604427591513,158,144,1.09720212519668,0.227237906552661
"STAM",2,0,Inf,0.25,47,45,1.04445531525617,0.458520259826236,49,45,1.0888603336858,0.378594537071203
"SOX13",1,0,Inf,0.5,383,382,1.00261768792465,0.5,384,382,1.00523548933123,0.485590333152016
"CUL2",0,0,0,1,116,78,1.48713199166262,0.00386725513025064,116,78,1.48713199166262,0.00386725513025064
"LTBP3",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"AKAP17A",1,0,Inf,0.5,324,322,1.00621108903249,0.484309899106829,325,322,1.00931686584552,0.468668224450982
"ABCD3",2,0,Inf,0.25,79,77,1.02597726943761,0.468110200651157,81,77,1.05196331253087,0.405728303602146
"APBB1",0,0,0,1,300,297,1.01010117035332,0.467385711517549,300,297,1.01010117035332,0.467385711517549
"CABLES2",0,0,0,1,376,348,1.08042802458615,0.157822452456358,376,348,1.08042802458615,0.157822452456358
"TARDBP",0,0,0,1,18,10,1.79991838498038,0.0924666710197926,18,10,1.79991838498038,0.0924666710197926
"ILKAP",1,0,Inf,0.5,252,216,1.166653524637,0.0527944774797473,253,216,1.17128272198681,0.0481715534437101
"DPY19L2",1,1,1,0.75,96,79,1.21517187055019,0.113187499396361,97,80,1.21248226687002,0.114510781166829
"PDZRN4",1,1,1,0.75,246,219,1.12327841246365,0.113943700120121,247,220,1.1227180629233,0.114443252089163
"CDH7",0,0,0,1,96,84,1.14284602671103,0.206175278707044,96,84,1.14284602671103,0.206175278707044
"TSPYL6",2,0,Inf,0.25,490,477,1.02725789860546,0.349798092483208,492,477,1.03145240507855,0.326458379532466
"THRSP",0,1,0,1,297,236,1.25845235018131,0.00464441505687885,297,237,1.25314288535201,0.00530347788635694
"TNNC2",0,0,0,1,10,5,1.99989730986852,0.15087890625,10,5,1.99989730986852,0.15087890625
"CAPRIN2",4,0,Inf,0.0625,315,312,1.00961550382446,0.468173612092432,319,312,1.0224383890257,0.405620094542934
"CACNG2",0,0,0,1,15,20,0.750017171143511,0.844747670460492,15,20,0.750017171143511,0.844747670460492
"TCF7L2",2,0,Inf,0.25,151,142,1.06340363530507,0.320156778581937,153,142,1.07742859471932,0.280245292288322
"LGR4",2,0,Inf,0.25,1145,1165,0.982830887869856,0.668914839937905,1147,1165,0.984548036640879,0.653628694553317
"PACSIN1",0,0,0,1,133,137,0.970798485924104,0.619513984994716,133,137,0.970798485924104,0.619513984994716
"ITGB7",2,2,1,0.6875,482,507,0.950674848199358,0.795804873618798,484,509,0.950868715759606,0.795332047332887
"RGS6",2,0,Inf,0.25,38,49,0.775525695852545,0.901010429663741,40,49,0.816339220268828,0.85545195965197
"CUL3",0,0,0,1,14,13,1.07688517161949,0.5,14,13,1.07688517161949,0.5
"LTBP1",3,1,2.99997694771041,0.3125,1771,1626,1.08916619996659,0.00673717869399363,1774,1627,1.09034205667217,0.00614277374909455
"TNRC6A",1,0,Inf,0.5,1049,1060,0.989622258975254,0.603066527700155,1050,1060,0.990565771008581,0.594626036529973
"SYMPK",1,0,Inf,0.5,262,223,1.17487398862727,0.04216669158796,263,223,1.179357869383,0.0383866672485104
"MED15",1,0,Inf,0.5,110,71,1.5492413851895,0.00230037148954129,111,71,1.56332433846955,0.0018612246520354
"HIST1H3I",0,0,0,1,9,1,8.99896628306285,0.0107421875,9,1,8.99896628306285,0.0107421875
"TFDP2",1,0,Inf,0.5,135,88,1.53403821716034,0.000999737278430921,136,88,1.54540059691597,0.000814012965744629
"ISL2",1,0,Inf,0.5,49,35,1.39996215639835,0.0778282318569985,50,35,1.42853040995747,0.0641982014632003
"WASHC2A",26,14,1.85705520528139,0.0403452338759964,0,0,0,1,26,14,1.85705520528139,0.0403452338759964
"LY6G6D",2,0,Inf,0.25,17,20,0.850010336214924,0.744312109207385,19,20,0.949986116135325,0.625370687619579
"RUNX1T1",2,0,Inf,0.25,22,32,0.6875207618924,0.933162882317947,24,32,0.750017164215426,0.885597229382821
"LRP12",2,1,1.99989728727585,0.5,155,146,1.06166595043565,0.322395285270881,157,147,1.06805413432965,0.302898944993928
"TMEM132C",2,0,Inf,0.25,740,737,1.0040704507364,0.479249460878471,742,737,1.00678424636036,0.458582932036786
"HIPK3",2,0,Inf,0.25,300,305,0.983605477174858,0.596347030329533,302,305,0.990163791544048,0.564478278954376
"NNT",2,0,Inf,0.25,1532,1460,1.04933427345689,0.0971379459984996,1534,1460,1.05070522951082,0.0910764824524693
"PITPNM3",1,0,Inf,0.5,271,223,1.2152288134981,0.0171778569773381,272,223,1.21971266972238,0.0154339773117283
"ZFPM2",1,0,Inf,0.5,506,406,1.24628465371246,0.000516924589574084,507,406,1.24874745283937,0.000462270383605113
"COX10",2,0,Inf,0.25,371,337,1.10087655017743,0.107433278500267,373,337,1.10681714805149,0.0944839842135426
"TNKS2",0,0,0,1,87,89,0.977525795037175,0.589411361265297,87,89,0.977525795037175,0.589411361265297
"ZFAND5",2,0,Inf,0.25,2,3,0.666688446894727,0.8125,4,3,1.33330279094402,0.5
"SORL1",4,1,3.9993936007291,0.1875,1018,1004,1.01394515796844,0.386255414567526,1022,1005,1.01691699882222,0.361157211394676
"ATP8B1",0,2,0,1,605,548,1.10400722288782,0.0495323208160231,605,550,1.09998876911709,0.056019189945239
"EPHB1",1,0,Inf,0.5,130,143,0.909105646601295,0.801570505726212,131,143,0.916105025179393,0.783851169156423
"CIAO2A",0,0,0,1,21,9,2.33334168832185,0.0213869726285338,21,9,2.33334168832185,0.0213869726285338
"IQSEC3",1,0,Inf,0.5,176,190,0.926345208809651,0.783477916526418,177,190,0.931612580308722,0.767523703925122
"DGKB",1,0,Inf,0.5,356,383,0.929534428672121,0.84849582405816,357,383,0.932147540073326,0.83953239487335
"MED14",0,0,0,1,32,24,1.3333028198709,0.174840976491843,32,24,1.3333028198709,0.174840976491843
"NCOA3",2,0,Inf,0.25,885,856,1.03388619380237,0.25109811809542,887,856,1.03622383340802,0.236206306782748
"KBTBD11",0,0,0,1,39,27,1.44440164998766,0.087642897221518,39,27,1.44440164998766,0.087642897221518
"HIST2H3PS2",1,0,Inf,0.5,23,18,1.27775323452069,0.266354627618057,24,18,1.33330281167369,0.220399533671299
"IPO5",0,0,0,1,161,117,1.37603328110711,0.00489196679450983,161,117,1.37603328110711,0.00489196679450983
"MPPE1",3,4,0.750017180487538,0.7734375,379,363,1.04408894949915,0.2909456887266,382,367,1.04088200809683,0.304498136960316
"TRIM27",0,0,0,1,21,13,1.61532289544635,0.114740506513044,21,13,1.61532289544635,0.114740506513044
"TSPYL2",2,0,Inf,0.25,58,55,1.05456221384757,0.425434961256725,60,55,1.09088230546708,0.354661365161413
"ABCA1",1,5,0.200025939178887,0.984375,1041,939,1.10861873884441,0.0115976290505185,1042,944,1.10380648306735,0.0147418096386866
"ESX1",2,0,Inf,0.25,43,45,0.95554462821959,0.62533549839886,45,45,1,0.541935561494355
"PDS5B",2,0,Inf,0.25,71,76,0.934185941601968,0.68957888432915,73,76,0.96051776122543,0.628365489116472
"NAV3",2,0,Inf,0.25,520,478,1.0878421880346,0.0971597502838709,522,478,1.09203015147033,0.0869346583994621
"WDR75",4,1,3.9993936007291,0.1875,122,147,0.829943631613842,0.94362937645733,126,148,0.851361493227802,0.917716316784808
"FAXC",0,0,0,1,44,43,1.02325823693106,0.5,44,43,1.02325823693106,0.5
"TNFSF14",2,0,Inf,0.25,64,70,0.914306029434317,0.727232816760063,66,70,0.942838609035717,0.665867073843409
"OGFR",0,0,0,1,359,369,0.972895683037697,0.658233984554731,359,369,0.972895683037697,0.658233984554731
"HDLBP",1,0,Inf,0.5,229,208,1.10094586311743,0.169355880564383,230,208,1.10575811792441,0.157829236462055
"PRPF31",0,0,0,1,31,34,0.911783197871715,0.689927617459347,31,34,0.911783197871715,0.689927617459347
"PAX6",1,0,Inf,0.5,8,4,1.9998973042321,0.19384765625,9,4,2.25001976865234,0.1334228515625
"FABP5",0,1,0,1,43,19,2.26317237204408,0.00157803012551054,43,20,2.14988173521526,0.00257619852104604
"TIPRL",1,0,Inf,0.5,22,18,1.22220342996068,0.317914001314421,23,18,1.27775323452069,0.266354627618057
"ZBTB45",0,0,0,1,661,609,1.08536122571856,0.0761874697334154,661,609,1.08536122571856,0.0761874697334154
"PGD",2,0,Inf,0.25,479,467,1.02569960406445,0.360316352294812,481,467,1.02998383431095,0.336443237107026
"FAM89A",3,4,0.750017180487538,0.7734375,69,55,1.25452340205743,0.121461415990256,72,59,1.22032043696936,0.147203078261757
"TPM3",1,3,0.333335894718525,0.9375,22,12,1.83324819031558,0.0607247424777597,23,15,1.53328064792439,0.127937539771665
"PTPRM",1,0,Inf,0.5,186,176,1.05683710554121,0.318126376314355,187,176,1.06252294125239,0.299869424888486
"DEAF1",2,2,1,0.6875,299,278,1.07550328443612,0.202542595147675,301,280,1.07496333156113,0.203353518524747
"HP1BP3",2,0,Inf,0.25,144,136,1.05884358854146,0.33789070559818,146,136,1.07349033821596,0.296038543253342
"FLT1",3,1,2.99997694771041,0.3125,298,292,1.02054991903851,0.418466216198264,301,293,1.02730773771476,0.386988623465309
"VGF",1,0,Inf,0.5,58,59,0.983049812391282,0.573295777052219,59,59,1,0.536647888526109
"RNF121",2,0,Inf,0.25,16,15,1.06669150059046,0.5,18,15,1.19998341593815,0.364166240440682
"SLC1A5",0,0,0,1,273,295,0.925451512464464,0.83273974201998,273,295,0.925451512464464,0.83273974201998
"RB1CC1",2,0,Inf,0.25,295,288,1.02430856356847,0.401888794911688,297,288,1.03125543485843,0.370429049299552
"CALR",0,0,0,1,92,73,1.26025134774083,0.0804609231410762,92,73,1.26025134774083,0.0804609231410762
"MTA1",0,0,0,1,44,31,1.41931484037195,0.0827139708621283,44,31,1.41931484037195,0.0827139708621283
"MAT2A",0,0,0,1,14,4,3.49940389680359,0.01544189453125,14,4,3.49940389680359,0.01544189453125
"ACSM2B",9,16,0.562525077277574,0.94612392783165,415,426,0.974174720903392,0.660474712047762,424,442,0.959265797844428,0.740734003392997
"MADD",688,735,0.936088017166313,0.898400535121066,402,400,1.00499988412336,0.485917248914673,1090,1135,0.960341009982624,0.835268536212429
"SOCS7",1,0,Inf,0.5,559,530,1.0547363344371,0.198089088509625,560,530,1.05662450187822,0.189871684195916
"VEGFB",8,0,Inf,0.00390625,93,87,1.06899268252299,0.354749871101142,101,87,1.16090678069361,0.171545139462479
"CFLAR",0,0,0,1,72,71,1.01408506429875,0.5,72,71,1.01408506429875,0.5
"PRKD2",0,0,0,1,274,279,0.982077479777675,0.600680893942459,274,279,0.982077479777675,0.600680893942459
"RAPGEF5",1,1,1,0.75,422,396,1.06568349012245,0.191036434945067,423,397,1.06551798140339,0.191327009457626
"PITX2",1,0,Inf,0.5,56,55,1.01818306871478,0.500000000000001,57,55,1.03637067599168,0.462387546828613
"ACTR3",0,0,0,1,20,5,3.99938898415069,0.00203865766525268,20,5,3.99938898415069,0.00203865766525268
"ZNF410",1,0,Inf,0.5,45,20,2.24989009909437,0.00131318840534203,46,20,2.30000942619843,0.000929115153782904
"ATP2B3",1,0,Inf,0.5,73,61,1.19670511013392,0.171007354433155,74,61,1.21309693419435,0.150841251372815
"CEPT1",1,0,Inf,0.5,185,188,0.984041620584241,0.582021500475254,186,188,0.989361512645627,0.561625779768841
"IPO13",0,0,0,1,81,76,1.06581413001305,0.37483253755579,81,76,1.06581413001305,0.37483253755579
"TLK1",0,0,0,1,53,33,1.60599993228403,0.0199268142802676,53,33,1.60599993228403,0.0199268142802676
"ETV6",1,0,Inf,0.5,151,172,0.877915227633006,0.889574656494384,152,172,0.88372877400019,0.878349179734071
