"","LoF_pvalue","LoF+Missense_pvalue","fisher_combine_pvalue"
"ZNF850",1,0.24814867151825,0.629321910106008
"HOXB7",1,0.00595782079367103,0.0364800376099306
"STXBP5",1,1,1
"SYNPO2",0.49996572290589,1,0.846549830033886
"EHD1",0.49996572290589,1,0.846549830033886
"BRF1",0.49996572290589,0.268367889255386,0.46667649691661
"CYP4F3",0.844880919877187,0.447634476641566,0.775572298437677
"CCR7",1,1,1
"PEAK3",1,0.36913192253179,0.737009234021423
"FBXL3",1,0.596209153573666,0.904546912038196
"ZNF768",1,0.717934478813275,0.971780935166892
"RAF1",1,0.649600081133333,0.929836494192273
"NR1H2",1,0.0610310454471746,0.268286703256433
"NFKBIL1",1,0.042658850699562,0.20077286598483
"TAF4",1,0.504056397908672,0.849368861006946
"OSGEP",1,0.0699039424393056,0.309970736921157
"KPNA3",1,0.473287388728145,0.827331197326434
"SPAG4",0.218653694808287,0.546647960426097,0.476704213327228
"ATAD5",1,1,1
"NTM",1,0.335410445421134,0.701812912229193
"FZD3",1,0.622909361547083,0.917766160097676
"NSG2",1,0.209680443167912,0.643896620200696
"SNRNP40",0.624948586120971,1,0.91872810145408
"GLG1",0.624948586120971,0.143024973013111,0.362162099365695
"B3GNT2",1,0.576146601679626,0.913655201780019
"CLIP3",1,0.312989121369828,0.676553167397694
"SGPP1",1,1,1
"INPP4B",1,0.101969857134618,0.352702022693526
"ENTPD2",0.009295158362684,0.971728986885643,0.038911941438928
"LGI2",1,0.661050203585668,0.943695321521145
"GADD45GIP1",0.507677603335609,0.767358113345284,0.70710102928135
"NEUROG2",1,0.468936252371302,0.824056256431644
"PPP2R5A",1,0.123005521495744,0.408109480459686
"CELF1",1,0.264455749846182,0.616203407720398
"IVNS1ABP",1,0.00368055826110599,0.0243089494218744
"ERLIN1",1,0.200027060387337,0.521931132669547
"RBM15",1,0.497055982363107,0.861593911380004
"KCNK1",1,0.614523420001551,0.929992692941041
"ZDHHC19",1,0.369201624537657,0.714014242045161
"SPATA31A5",1,0.249948605513182,0.596502337109556
"KIF5A",1,1,1
"SPECC1L",0.49996572290589,0.610789674523874,0.693495247263393
"KCNMB2",1,0.295659762855301,0.744338302287084
"TPSG1",0.109254824845677,0.395105264884504,0.202215723855496
"ABR",1,0.370465479023114,0.738335852038592
"CXorf40B",1,0.874133456343284,0.981021411248311
"SALL4",1,0.797610713115336,0.981848328336472
"CTNND2",1,0.282815534155128,0.64000035900427
"FGF23",1,0.0475087446145589,0.192260358736486
"RPAP1",0.726487526564926,0.399389801967245,0.633691201341531
"ARAP2",1,1,0.999782402233651
"EXTL3",1,0.380254823571647,0.779396159836463
"INTS8",1,0.421159129605594,0.757437262570836
"MAP2K7",1,0.693424516858851,0.947296169961461
"KCNH8",1,0.921741055180192,0.996836575244407
"PLD6",0.124910182969341,0.102679091874735,0.0145344751771191
"NRBP1",1,0.821669537789283,0.983059392639793
"SIN3A",1,0.599741880731648,0.906363464794072
"TP53BP1",0.49996572290589,0.569243764318121,0.629801912410851
"CCDC71L",1,0.803511708884093,0.979290759934002
"ZBTB3",1,0.0788159755685805,0.279058961611754
"LHX8",1,0.148625972928232,0.431954991043263
"HIF1AN",0.624948586120971,0.280530089969238,0.272056118971466
"USP19",0.49996572290589,0.647941745915739,0.721715674901484
"PRKG1",1,0.236568742671504,0.577586475983583
"DIP2A",1,0.879977234174241,0.995801397699246
"FAM122A",1,0.682932986271705,0.943375313488102
"APBB1IP",1,1,1
"SGTB",0.49996572290589,0.943543571554895,0.780370642407336
"TOPBP1",1,0.686170333567637,0.955166684276437
"CABP1",1,0.0624572285219894,0.235668192783886
"DTYMK",1,0.524893047738184,0.910613613196834
"CCT5",1,0.229037922032841,0.566609515271528
"PRKCE",1,0.749925139645018,0.965740014620597
"FRMD4B",0.49996572290589,0.611497267213179,0.642710626570024
"GORASP2",1,0.153471380726158,0.493556778047195
"GRIA1",0.249948605513182,0.369872882357886,0.23502891579571
"NUAK1",1,0.0899013412153751,0.306477485696396
"FOXB1",1,1,1
"SMAD5",1,0.089152078146067,0.376589770374705
"ARMC4",0.687435734853583,0.865643865140654,0.926005994925267
"NDRG3",1,0.344463717105107,0.802577287147066
"GMIP",1,0.669208064899568,0.937876560218455
"PI4K2A",1,0.746610610393887,0.964778817508253
"MAPK11",1,0.531589697804649,0.867492367273547
"PARD3",1,0.723541439260278,0.965781721891161
"KAT5",1,0.361099136754314,0.72891570733392
"APC",0.49996572290589,0.794967526818606,0.745250900210121
"DPY30",1,0.288927677347483,0.647654177534831
"TANC2",1,0.812244318635585,0.974180801688979
"C16orf78",0.0702377217923841,0.772402174481161,0.178068164989392
"CRH",1,0.188929117998129,0.503757458587121
"FRG1",1,0.580052322064043,0.895970260646401
"PRPF39",0.49996572290589,0.607511793113339,0.601202510613064
"SEC24C",1,0.0141907065399953,0.0745745468729927
"ZNF202",1,0.600912003126194,0.906960556051575
"ZNF496",1,0.379750614939058,0.74744054712741
"TNFRSF1B",1,0.0651569375967746,0.256031804990166
"ARSG",1,0.472330123358635,0.837402446639203
"FBXL14",1,0.261199569457641,0.611852293878586
"AGO2",1,0.133509364460916,0.402341638906323
"HBG1",1,0.548673561199024,0.878015755442931
"EPX",0.555865651529466,0.632213547428132,0.802798704768781
"RNF122",1,0.409252544974023,0.774888117668461
"LSM4",1,0.453012582262561,0.945077663757844
"IL1R2",1,0.131650411793181,0.421506625564821
"FAM50A",1,1,1
"CNOT1",1,0.0809617100128299,0.284481552558262
"RORA",1,0.108071351357654,0.284619471933374
"STARD13",0.49996572290589,0.390169638391528,0.54123349283128
"ZC3H12D",1,0.480122329885754,0.84407468402111
"TK2",1,0.225458554495816,0.505173616105164
"OPN5",1,0.434064642780303,0.79631841648805
"MPP6",0.49996572290589,0.125971855715411,0.182442743276621
"DHX30",1,0.776131146968995,0.9879753957785
"KLHDC8B",1,0.575180032205979,0.938831007245915
"DDX6",1,0.0951323866077162,0.318929976575521
"RBM42",1,0.2498450164687,0.5326798925092
"ZFP36L1",1,0.151254829996194,0.436943326710268
"CRY1",0.687435734853583,0.0370014737856109,0.156943495411874
"MED1",1,0.439268340724483,0.826362650418847
"ECHS1",1,1,1
"THBS3",1,0.819439497257203,0.982286899294499
"FCHO1",0.49996572290589,0.964925511040428,0.846549830033886
"FAM126B",0.49996572290589,0.887532562034171,0.698566304820819
"GNG8",1,0.647388622161677,0.981602361821917
"NPTN",1,0.33088996113891,0.766735157927642
"SAP130",1,0.036018102007932,0.139670458234279
"SPRED2",1,0.101585734112951,0.371644914821433
"TFAM",1,1,0.991330805971926
"MSI1",1,0.79617795170255,0.959610970509784
"MYH1",0.11082265746157,0.242418456906063,0.159420613468763
"DNAJC3",1,0.288034209327277,0.698014315859796
"PHETA1",1,0.0128727923891175,0.0689034145979391
"SLTM",1,0.176091716703695,0.520060217797712
"ZDHHC18",1,0.528028685085922,0.824098709418898
"KAT7",1,1,0.99696578535633
"MICB",1,0.862417303460834,0.990068875743656
"ADGRA3",1,0.24397460876626,0.604517540542898
"SLIT3",1,0.269964430039709,0.638893439112482
"NR1H3",1,0.717373945191617,0.975071002533549
"IGF1R",1,0.630445640646431,0.921288083748327
"FYB1",1,0.724779502002479,0.967969136740273
"SRPRA",1,0.431085792447679,0.818629331216233
"TRPC4",1,0.447017158589698,0.806936733622962
"IRF9",1,0.186222949051922,0.55756660737839
"TFEB",1,0.753902185202152,0.96687400925855
"CPM",0.249948605513182,0.829273318266123,0.596502337109556
"CCND2",1,0.323394686582673,0.688469050140512
"SLC25A44",1,0.0669030652559502,0.192260358736486
"COL27A1",0.49996572290589,0.626866167326325,0.697719779687018
"KDM2B",0.49996572290589,0.739271797983562,0.77180707129657
"NAB1",1,0.605137048206712,0.941306860947862
"BCORL1",1,0.0542582742574548,0.21236687336128
"KLHL41",1,0.25826075484407,0.629632319048646
"TM6SF2",0.624948586120971,0.000659560108221281,0.00455064286615405
"BTN3A3",0.79671161929533,0.717712028411311,0.778807842341376
"TUT4",1,0.905253643171753,0.995362686636047
"PHC1",1,0.905791953259503,0.995416110057532
"SF3B1",1,0.441643045192726,0.802577287147066
"MGAT1",1,0.927609954009395,0.997314223268985
"SELENOM",0.109254824845677,0.252076534746613,0.286645769876304
"RSBN1",1,0.103343126736956,0.374816606410845
"SYNCRIP",1,0.140142602727135,0.482095260325612
"LAMC1",1,0.0128687085281187,0.0722105544293209
"SPATS2L",0.624948586120971,0.613282576726393,0.795235905142985
"CSTF3",1,0.404499677018318,0.862092370033521
"LANCL3",1,1,1
"TBC1D10A",1,0.130470741450782,0.39618827294995
"NCKAP5",1,0.963751829219061,0.998495099522036
"BMT2",1,0.742512331592756,0.963569984579079
"SIAH1",1,0.742512331592756,0.963569984579079
"WWP1",1,0.698158645950943,0.949013271932298
"RDH10",1,0.182860776786562,0.493546758625994
"LRRTM4",1,0.54933311710433,0.914503065123077
"GALR1",1,0.189780105357282,0.555302709019622
"NLRP3",1,0.203874724516906,0.527674996461313
"GUCY2D",1,0.266357830391359,0.644369181632873
"DYNC1I1",1,1,1
"PIK3R6",0.628855533775774,0.938365875946201,0.867337239223468
"HNRNPLL",1,0.604518987830608,0.9087868138914
"SLCO3A1",1,0.72804949333932,0.968770647267159
"SLC16A7",1,0.958025532354425,0.999096901828892
"WNT8A",1,0.201088139012274,0.572867126395862
"PIK3CA",1,0.116766378548768,0.367531530043294
"IL1RAPL2",1,0.160055543323148,0.453314812224467
"KCNA7",1,1,0.996908451621013
"CRLF1",0.49996572290589,0.245790193269514,0.308651304559149
"TNK2",1,0.294203558640097,0.667160963771363
"MAGOHB",1,0.179552779063125,0.487896267262498
"PTPN14",1,0.300235951721249,0.661475827988924
"PPP4R1",1,0.769925507176895,0.962209580371943
"PSKH1",1,0.350302322783778,0.71041648575259
"MEF2A",1,0.52770713123075,0.836975147812615
"MMP14",1,0.0641110727384413,0.255913661996507
"SNIP1",1,1,1
"DPYSL2",1,0.410381473367959,0.775895172433025
"NTMT1",1,0.0879783589575444,0.30182422542596
"SMG1",1,0.103069969100809,0.336930471967989
"NELFB",1,0.670865702352882,0.965356740077934
"FOXO6",1,0.336137478377652,0.702606335852823
"TRAF3",1,0.40543709275288,0.771461464275103
"FOXO1",1,1,0.994526295483248
"MAOA",1,0.814415017239319,1
"CAMTA1",1,0.17580938947994,0.48142850053698
"CUX2",1,0.371041841314193,0.738907728805341
"PLEKHA8",1,0.192852846787088,0.453297343263428
"CELF5",1,0.22912387659961,0.566736184803635
"DRC1",0.0928849202470169,0.685150012337351,0.270775115728341
"STK38L",1,0.831685118366498,1
"OR4K15",1,0.225684799947089,0.584181240354422
"OR5AP2",1,0.691296855943382,0.946513938341812
"FBXO21",1,0.794436346672919,0.994336426273365
"HPCAL4",1,0.242204767388374,0.585644288741478
"MROH2A",0.120199189437119,1,0.286678319786412
"CTNNAL1",1,0.0863434728167502,0.317487333684623
"ARHGEF1",1,0.0348499817800331,0.151831008481873
"SLC25A25",1,0.698158645950943,0.949013271932298
"HOXC13",1,1,1
"ADAM21",0.687435734853583,0.186681349909896,0.415417607933348
"AP3B2",1,0.114813222517081,0.363320543897404
"SLC12A3",0.247350851802682,0.0654936091133272,0.105786648064901
"GPR107",1,0.845151853591411,0.981635108869264
"SLC2A8",0.0622353134861319,0.0723244996896663,0.103359216705281
"RPS6KB1",1,0.428956346472596,0.792025050333475
"PXDC1",1,1,1
"RUVBL2",1,0.783461515746391,0.974652243669631
"RBMS1",1,0.571215788713826,0.949972233466967
"HCN1",1,0.0810165827637258,0.284619471933374
"NSA2",0.49996572290589,1,0.777234143895305
"SLIT1",0.49996572290589,0.0348534872686958,0.108351464842409
"ID2",1,0.209862935814013,0.663002438357649
"SCAI",1,1,1
"DDN",1,0.646095801222206,0.928315284572947
"VCAM1",1,0.930842742176137,0.999392927108485
"UBE4A",1,0.108946052739255,0.350468823786093
"FLT3",1,0.643660794103099,0.936621871687472
"CHD4",0.49996572290589,0.781584991087769,0.804972003342899
"STAG1",1,0.163547294396329,0.459674704776173
"PDE4A",0.49996572290589,0.155410978532052,0.232306311295989
"KRT78",0.49996572290589,0.761172859982749,0.719322007872174
"HIPK4",1,0.271062503253257,0.598080665941938
"RAB11FIP5",1,0.460268766992082,0.817411869974783
"PPP1R3D",1,0.356827923169882,0.72453967653339
"SLC25A41",0.151254829996194,0.0466900798131689,0.0631974039804624
"CRACR2A",0.14583085856042,0.245633703451674,0.194385278229677
"PNPLA7",0.247350851802682,0.00554503655271841,0.0144569743454334
"LRRC8A",1,0.832556695086199,0.98512600408802
"NSF",1,0.357190098725573,0.724912715291226
"TMCC3",1,0.761536582761628,0.968881801118523
"TTF2",0.726487526564926,0.534243760563101,0.734658031122953
"SLC2A1",1,0.0290470721991842,0.131839943050605
"LCP2",1,0.037950096314498,0.174519519832358
"VIRMA",0.624948586120971,0.146082567403069,0.322782920756298
"KLHDC3",1,0.885245149321759,1
"WIZ",1,0.772038386745675,0.984194576340823
"CCDC69",1,0.932716041390361,0.998976499996613
"SNRNP70",1,0.0656029289307693,0.244314159514922
"PLSCR3",1,0.487679504273131,0.837880616406925
"NR4A1",1,0.588538752081052,0.900530504556459
"ANKRD17",1,1,1
"ATXN1",1,0.766811166647432,0.959443786666685
"KCND3",1,0.419956809484949,0.784312768418843
"MED23",1,0.0284864598952336,0.147063327175075
"ARNT",1,0.306414921111649,0.691171795660349
"ZBTB44",1,0.694724523287122,0.947770901229534
"MTRF1L",0.49996572290589,0.408427145200901,0.629644929129721
"NADK2",1,0.683917242377359,0.954473788032312
"C9orf40",1,0.0214424117938158,0.103832401627911
"KSR1",1,0.857115575940051,0.993167416315774
"RRAS2",1,0.0489131431890277,0.196518782541971
"BTBD11",1,1,1
"CATSPERG",0.264455749846182,0.0384941037851535,0.0752461019140283
"STXBP1",1,0.682932986271705,0.943375313488102
"LANCL2",1,1,1
"LIG3",1,0.0102030637704165,0.0528502975791984
"ZFAND3",1,1,1
"USF1",1,1,0.983452249697135
"DOP1A",1,0.821495665577355,0.983025222786106
"ARHGAP44",1,0.504056397908672,0.849368861006946
"SLC25A11",1,0.742512331592756,0.963569984579079
"THOC2",1,0.838687197175577,0.986226927183834
"LYPLA2",1,0.753821907775359,1
"DIRC2",1,0.613889372240379,0.863218507269878
"LSM11",1,1,1
"TBC1D32",0.790426842818286,0.109070203849011,0.312886669841347
"IL4",1,1,0.992162158522981
"NUMB",1,0.695660696213707,0.948111262260566
"TAF1",1,0.700751191852078,0.949939989149229
"SRF",1,0.459414523381239,0.816748230971239
"CAMKK2",1,0.655231612165681,0.940988829678526
"WNT10A",0.540920051756053,0.348491638484659,0.543873009628129
"KDM3B",1,0.16775067492027,0.467232009320758
"VDR",0.49996572290589,0.721631672624728,0.791833006848899
"ESRP2",1,0.12299487138166,0.378615419670154
"ADPRHL1",1,0.436822667105328,0.784737626683609
"CENPF",0.454247288412378,0.45618940811052,0.557507283366466
"RAPGEF1",1,0.26355367639635,0.61500203639436
"GDF5",1,0.617456265799655,0.915160975205066
"SPTLC1",0.249948605513182,0.0883478384558045,0.126726314955207
"SPO11",0.0156025904022748,0.946104253450582,0.0660687177595312
"ROCK2",1,0.621765576239054,0.891490726894201
"TBL1XR1",1,0.22638608576044,0.562685648191034
"RNF145",1,0.00618860552292573,0.0376579461679781
"RAP1A",1,1,0.97236819806837
"ADGRB2",1,0.267983071765264,0.620871612892807
"SIDT2",1,0.486157178394548,0.836444656458443
"NRXN3",1,0.149506941618125,0.433631795578328
"CTBP2",1,0.730876881027021,0.968387795165445
"CFAP161",1,0.133850185235644,0.449843542174311
"NXPH2",1,0.521838801441749,0.86124095666301
"NIPSNAP1",1,0.417084025586363,0.853968985956621
"TNFSF9",1,0.0953265357773992,0.296042918171466
"SART3",1,0.455054322210954,0.77915051457142
"TCP1",1,0.921671074089565,1
"OAS3",0.0253867456727914,0.743481367011595,0.0687162599927681
"PARS2",1,0.0657348072972074,0.26073651952309
"XPO4",1,0.100296262892733,0.330940241394063
"NXPE2",0.019135552022653,0.856891358301705,0.0807557059258928
"RXYLT1",1,0.435878406995023,0.764344006434812
"MAP3K12",1,0.142818354579713,0.464709368061309
"STT3A",0.49996572290589,0.236121472090587,0.478916380827825
"DUS1L",0.288927677347483,0.293435900934874,0.252240475631721
"TRA2B",1,1,1
"TIGD5",1,1,1
"NLRX1",0.628855533775774,0.6761071582125,0.824200152062568
"PPP1CA",1,0.387496703439846,0.754862153915102
"HNF4A",1,0.834781995768401,0.985530827940696
"MAG",1,0.528228746838282,0.842287120956866
"MDH1",1,0.880215564848157,0.968694721582946
"MAB21L2",1,0.85989663828248,0.989692089647147
"SCUBE1",1,0.611103135499284,0.912065035261995
"ARHGDIA",1,0.774321289231259,1
"TMEM203",1,0.332021653173746,0.698093817464846
"FAM160B1",1,0.248958653905045,0.545734538648874
"TRAPPC4",0.49996572290589,0.380926453479113,0.630556379065558
"SIRT7",1,0.269629883335519,0.676860232782051
"ZBED4",1,0.122897649694187,0.398951108785865
"MSANTD2",1,0.479133713918077,0.889008551257715
"ARMC12",1,0.32930959399438,0.722365357843724
"ALDH1A2",1,0.793212629433429,0.958373067646189
"IMPACT",1,0.0610310454471746,0.231696588838733
"CSNK1A1",1,0.687435734853583,0.945077663757844
"DMXL2",1,0.890442121610502,0.996029717912456
"PTPRB",1,0.581717452740539,0.896874764646136
"CD79A",0.49996572290589,1,0.820974969331483
"MED12",1,0.18738671426871,0.50118090942027
"DOCK8",0.0412537533269228,0.761574988528894,0.162828860692277
"LINGO2",1,0.400822872913927,0.807744626100042
"CCDC85B",1,0.184513329509694,0.496347050760393
"EMILIN3",1,0.00873445929978846,0.0535808329310657
"GRK3",1,1,1
"CADPS",1,0.907009773314853,0.995505995470209
"NKX2-2",1,0.458582756455478,0.816100527271534
"TCEA1",1,1,1
"PPWD1",1,0.0562559090744061,0.21815165033756
"FCHSD2",1,0.93037153770513,0.989820893779278
"MLLT1",1,0.0102669606977195,0.0572775691981414
"PRPF38B",1,0.84684460502026,0.987622414623159
"MAPKAP1",1,0.259197495986333,0.609156876699987
"UBAP2L",1,0.879841793642695,0.992473128654632
"RALY",1,0.849458845580169,0.994730362787211
"DBNDD1",1,1,1
"NUDC",1,0.211715136012495,0.596358689434745
"NGEF",0.49996572290589,0.377028056432732,0.448699920056937
"PSMA5",1,0.0264983335372809,0.122705129139212
"BAD",0.49996572290589,0.261607248534251,0.514415180825561
"TBC1D10B",1,0.519541850604239,0.859741965148492
"RAB11FIP3",1,0.593628224315679,0.903206554628954
"YDJC",0.49996572290589,0.0145872541593961,0.0621236376143253
"SET",1,0.85989663828248,0.989692089647147
"AP2A2",0.249948605513182,0.901003236201314,0.503175256391238
"ZNF507",1,0.18599155325745,0.474467475602779
"RPS6KL1",1,0.897920961811074,0.987564315795818
"FNBP4",1,0.124427404086396,0.39953442646453
"ELMOD2",1,0.0927665290596714,0.349074392967526
"HRNR",0.375430091762347,0.375430091762347,0.743232569917058
"FAM98C",0.710794039247136,0.876680961032998,0.903063608508005
"PRKAB2",1,0.118296977024119,0.370808624720249
"TRIM26",1,0.605612446043682,0.881217851363831
"FOXRED2",1,0.642568418451415,0.936200088029851
"UGDH",1,0.646913719112905,0.89646423269154
"PDE8B",1,0.0680192205082659,0.250852501787397
"XPO6",1,0.00375574341399974,0.0247295762076329
"GRIK3",0.49996572290589,0.685590147948299,0.769622171794397
"FBH1",0.49996572290589,0.186603124226109,0.262140803303164
"PNPLA6",1,0.934290182768312,0.999450735371295
"MYH14",0.49996572290589,0.659548220522493,0.714892745530538
"NME5",1,0.751292565172941,0.984978286008739
"LINGO1",1,0.273291302764263,0.627809429283204
"TBRG4",1,0.696867355528783,0.929496160815517
"CDH2",1,0.697670970979468,0.948837875603088
"GALT",0.249948605513182,0.0788674030634163,0.144672862993635
"OR52B2",0.00735697966434815,0.263501419781549,0.0200683814281757
"LPGAT1",1,0.880215564848157,0.968694721582946
"NKRF",1,0.280530089969238,0.637104674102437
