"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"DCAF12L2",0,0,0,1,18,21,0.85715268677449,0.748932362157805,18,21,0.85715268677449,0.748932362157805
"COL15A1",28,25,1.11999083268718,0.783461515746391,948,937,1.01174013195675,0.825658065704941,976,962,1.01455405077099,0.771746163187687
"SETD4",6,10,0.600024234727361,0.454247288412378,891,942,0.945839200783081,0.264839936187966,897,952,0.94220333240405,0.23603714672846
"MFAP1",1,0,Inf,1,35,41,0.853668597208429,0.565562815073525,36,41,0.878057118063001,0.64792574334827
"GPX7",2,2,1,1,24,25,0.959991345313794,1,26,27,0.962955648219884,1
"CA2",0,0,0,1,61,66,0.92427123484009,0.721631672624728,61,66,0.92427123484009,0.721631672624728
"HINFP",2,1,1.99989728727585,1,203,212,0.957536724380429,0.690513004315027,205,213,0.962433288916104,0.728460029399808
"KRT81",30,26,1.15383397353091,0.68831173461624,241,262,0.919870566929934,0.364658923776897,271,288,0.940951186143437,0.490650540882016
"MISP",5,5,1,1,777,846,0.918456139329394,0.104797292445405,782,851,0.918935782592452,0.105767244828137
"BCL2A1",0,1,0,1,93,116,0.801737797175129,0.125264295845964,93,117,0.794885927036162,0.109809511196724
"IGHMBP2",7,6,1.16665327255905,1,385,368,1.04620871240424,0.550101475962701,392,374,1.04814259398308,0.528841975029659
"LARS",4,7,0.571453486097286,0.548673561199024,355,356,0.997191128635187,1,359,363,0.988980435638827,0.908949044044494
"DSG4",6,6,1,1,812,814,0.997543093969439,0.979142489898107,818,820,0.997561071562845,0.979211318763843
"AUP1",0,1,0,1,73,78,0.935874064263419,0.74364225135137,73,79,0.924079169194492,0.683661405804744
"DDX56",1,3,0.333335894718525,0.624948586120971,247,239,1.03347904563947,0.746918656836391,248,242,1.02479648873898,0.818405142034025
"RHOH",0,0,0,1,12,15,0.800013850642176,0.700841883555098,12,15,0.800013850642176,0.700841883555098
"MAD2L1BP",0,0,0,1,58,48,1.20831597140198,0.380409844710729,58,48,1.20831597140198,0.380409844710729
"ZNF805",2,1,1.99989728727585,1,184,205,0.897567834162624,0.304380872341344,186,206,0.902920619684761,0.331001969380114
"SH3TC2",17,13,1.30766456004783,0.584275316709306,870,866,1.004618849033,0.939291466424471,887,879,1.00910144353536,0.860040612163902
"MEP1A",2,1,1.99989728727585,1,1645,1710,0.961976629833022,0.319400726302832,1647,1711,0.962583679638745,0.319659681009214
"TRPV3",8,13,0.615408390132743,0.382965117097471,543,544,0.998161852531412,1,551,557,0.989227700872481,0.876199111626463
"TRIM42",1,2,0.500025679499842,1,433,424,1.0212286831382,0.778614824022686,434,426,1.01878099581614,0.806002725172113
"SLC9C2",0,1,0,1,619,695,0.890654508458714,0.0468473419981353,619,696,0.889374929540891,0.0438264903005098
"EPHX2",5,12,0.416666322379714,0.14323102496824,614,639,0.960866477148971,0.498533608106243,619,651,0.950828909603391,0.39625468200925
"MAPK8",0,0,0,1,12,16,0.750017173468068,0.571215788713826,12,16,0.750017173468068,0.571215788713826
"CHST6",0,0,0,1,733,718,1.02089379562748,0.720474981013183,733,718,1.02089379562748,0.720474981013183
"USP6NL",3,3,1,1,418,424,0.985848317193133,0.859359743815611,421,427,0.985947753383939,0.859826005903774
"ZNF350",1,0,Inf,1,655,683,0.958993352836249,0.47518246626501,656,683,0.960458295892558,0.493162281535331
"UBE2Q1",0,0,0,1,22,26,0.846164449979616,0.664946470341037,22,26,0.846164449979616,0.664946470341037
"DBH",12,10,1.19998340914489,0.831685118366498,1621,1553,1.04380155286946,0.281358486489101,1633,1563,1.04480175598191,0.26561376018609
"MSTN",0,0,0,1,121,120,1.00833331460168,1,121,120,1.00833331460168,1
"HIP1R",1,2,0.500025679499842,1,256,274,0.934280681923733,0.452417037112284,257,276,0.931192084651981,0.427545807182007
"WDR86",2,4,0.500025678084717,0.687435734853583,125,135,0.925955495961131,0.573464495814433,127,139,0.91368805457923,0.496247889911744
"IRF5",0,1,0,1,32,34,0.941157032184466,0.901937396663916,32,35,0.914306423195683,0.806759166612558
"QPCTL",0,0,0,1,259,286,0.905603995629946,0.257061345462743,259,286,0.905603995629946,0.257061345462743
"GAB3",0,0,0,1,329,290,1.13447260047956,0.128964153900831,329,290,1.13447260047956,0.128964153900831
"ZKSCAN1",0,0,0,1,174,185,0.94051978940611,0.593273089746803,174,185,0.94051978940611,0.593273089746803
"QKI",0,0,0,1,17,11,1.54540051434897,0.344463717105107,17,11,1.54540051434897,0.344463717105107
"AGGF1",0,1,0,1,302,303,0.996699796858817,1,302,304,0.993421129342196,0.96693537063056
"OR2L2",0,3,0,0.249948605513182,239,277,0.862825121367382,0.106775527344403,239,280,0.853581316561126,0.081446337010822
"CMPK2",0,2,0,0.49996572290589,278,252,1.10316175465379,0.269321441360204,278,254,1.09446728918587,0.310343121656535
"ZNF43",3,5,0.600024236462594,0.726487526564926,342,380,0.900006577969723,0.170047261849191,345,385,0.896110738147382,0.149717723094836
"ITPR2",2,2,1,1,978,986,0.991886289912345,0.866422229181725,980,988,0.991902715323029,0.866540847509412
"SLC22A24",1561,1512,1.03241550770516,0.427239986845636,362,348,1.04023956649482,0.617482394424544,1923,1860,1.03388046409476,0.361684499865081
"CACNA1D",0,0,0,1,284,256,1.10936694883493,0.254519388470257,284,256,1.10936694883493,0.254519388470257
"PNMA3",2,0,Inf,0.49996572290589,59,51,1.15685031727326,0.503085290759358,61,51,1.19606227962672,0.393393306550899
"NUP153",0,0,0,1,765,794,0.963467185641949,0.488544498789813,765,794,0.963467185641949,0.488544498789813
"ZNF593",0,1,0,1,47,33,1.4242018848021,0.14455030712432,47,34,1.38231705169661,0.180880860832806
"OR3A2",3,0,Inf,0.249948605513182,513,541,0.948226755181736,0.407137100328088,516,541,0.953775608747632,0.463904336294725
"IRAK2",11,14,0.785729114345338,0.689783176325156,1151,1092,1.05405078942486,0.247474825677856,1162,1106,1.05065181083531,0.278636873200321
"MIS18BP1",1,3,0.333335894718525,0.624948586120971,1715,1778,0.964556718392565,0.346248293708012,1716,1781,0.96349278563443,0.327548107151441
"ZNF549",2,6,0.333335983022799,0.288927677347483,417,417,1,1,419,423,0.990543599797955,0.91533057523706
"OLFM4",188,171,1.09939750487226,0.392814638856655,779,817,0.953473567312097,0.370119480374779,967,988,0.978742170559863,0.664659529232749
"DPP7",9,6,1.49995100087584,0.607050407799402,457,476,0.960074147437739,0.565935835618733,466,482,0.966798336995523,0.615340063527915
"BCAS1",1,1,1,1,286,289,0.989619185673426,0.932243938950471,287,290,0.989654984251369,0.932356704365524
"XPOT",0,0,0,1,135,115,1.17389910274187,0.225579819190562,135,115,1.17389910274187,0.225579819190562
"MCM9",3,3,1,1,653,636,1.02673381551394,0.662963276564421,656,639,1.0266082825282,0.663637676050841
"KIF5C",0,0,0,1,65,74,0.878386668027983,0.495529390881336,65,74,0.878386668027983,0.495529390881336
"CHRND",7,4,1.7499237021537,0.548673561199024,287,314,0.914030115635267,0.298069542745641,294,318,0.924555122057714,0.342995791519203
"OTOP3",18,20,0.900007798860363,0.871247296383861,575,587,0.979554859340133,0.737501845281727,593,607,0.976932758010408,0.718575823170802
"MICA",54,44,1.22725346064689,0.361754579106079,2249,2232,1.00761672204188,0.824304880571574,2303,2276,1.01186383066365,0.734769056015205
"FAM20C",0,0,0,1,496,464,1.06899571444571,0.317755152879568,496,464,1.06899571444571,0.317755152879568
"AACS",1,6,0.166686626428787,0.124910182969341,124,132,0.939372702602988,0.659072274807889,125,138,0.905808796737087,0.455416317352439
"RNASEL",64,69,0.927567653084788,0.727668409942965,264,269,0.981411128390261,0.860005616405021,328,338,0.970409296535231,0.721444521656533
"FHDC1",1,2,0.500025679499842,1,791,833,0.949562325580827,0.333092839026122,792,835,0.948484717842196,0.320602493740653
"CCDC144NL",2,0,Inf,0.49996572290589,307,316,0.971514527046559,0.743505196864452,309,316,0.977845663548553,0.806422270517183
"CLIP4",0,0,0,1,262,290,0.903455679878146,0.259561333502273,262,290,0.903455679878146,0.259561333502273
"HOXC8",0,0,0,1,65,67,0.97014470617361,0.93037153770513,65,67,0.97014470617361,0.93037153770513
"FAM131A",0,0,0,1,365,355,1.0281733954197,0.731219593206064,365,355,1.0281733954197,0.731219593206064
"FAM19A2",0,0,0,1,16,23,0.695672516466743,0.336137478377652,16,23,0.695672516466743,0.336137478377652
"MTHFD1L",1,3,0.333335894718525,0.624948586120971,339,350,0.968565780910379,0.696716505308872,340,353,0.963164777327186,0.640939515618689
"OSMR",4,3,1.33330279094402,1,936,986,0.949271758348104,0.285733536461325,940,989,0.950437528378616,0.297579974797636
"PPRC1",0,0,0,1,1262,1219,1.03528394882261,0.434328715993364,1262,1219,1.03528394882261,0.434328715993364
"USP38",2,1,1.99989728727585,1,132,138,0.956510997289275,0.758840056024096,134,139,0.964021651590344,0.807017949802739
"CD8A",0,0,0,1,38,40,0.949986028428324,0.909705996279082,38,40,0.949986028428324,0.909705996279082
"FHOD3",2,2,1,1,1296,1231,1.05282370024729,0.235999846353179,1298,1233,1.05273799073104,0.236317335957372
"TCTEX1D2",4,2,1.99989729293577,0.687435734853583,43,39,1.10254704079981,0.739949043161387,47,41,1.14632998459653,0.593176820895787
"TRPC3",3,0,Inf,0.249948605513182,86,89,0.966286077267789,0.879171116075294,89,89,1,1
"DTNA",0,0,0,1,69,71,0.97182701215517,0.932364493454723,69,71,0.97182701215517,0.932364493454723
"TUBA1C",0,0,0,1,34,32,1.06252194458873,0.901937396663916,34,32,1.06252194458873,0.901937396663916
"FARP1",0,0,0,1,794,754,1.05306961032748,0.336004014294451,794,754,1.05306961032748,0.336004014294451
"UGT2A1",632,638,0.990595433964087,0.883713626883655,1191,1232,0.966712726493459,0.442663368733761,1823,1870,0.974861328025426,0.495509462356988
"PCK2",85,95,0.89474397164199,0.499833829559196,395,412,0.958727442343953,0.563084890591253,480,507,0.946727454369296,0.411074433950838
"LENG1",1,4,0.250037905700928,0.374914345456448,112,128,0.875008487149482,0.329051973793058,113,132,0.856070426684563,0.246256207519528
"ERN1",0,0,0,1,328,338,0.970409296535231,0.721444521656533,328,338,0.970409296535231,0.721444521656533
"DYNLRB1",0,0,0,1,4,6,0.666688445828066,0.753821907775359,4,6,0.666688445828066,0.753821907775359
"PTGES3L-AARSD1",5,4,1.24997834728159,1,131,160,0.818762437962278,0.0974083351226696,136,164,0.829279985904434,0.115356126221951
"ST8SIA2",0,0,0,1,31,42,0.738113139535925,0.240478022009331,31,42,0.738113139535925,0.240478022009331
"TCF3",0,0,0,1,526,511,1.02935928022294,0.652936457849034,526,511,1.02935928022294,0.652936457849034
"GUCY2F",4,4,1,1,387,440,0.879553406323853,0.0739626838610734,391,444,0.88063850426607,0.0752932162809092
"RAB10",0,0,0,1,2,1,1.99989728727585,1,2,1,1.99989728727585,1
"PLAA",0,0,0,1,122,131,0.931331567336651,0.612045919081133,122,131,0.931331567336651,0.612045919081133
"FAM19A5",0,0,0,1,15,15,1,1,15,15,1,1
"IFT74",1,10,0.100021640267577,0.0116894846247068,637,685,0.929955660792299,0.206465873110193,638,695,0.918002975459092,0.136837834495885
"UACA",1,1,1,1,376,383,0.981721715606147,0.82326889701332,377,384,0.981769321340824,0.823486129777384
"WLS",1,2,0.500025679499842,1,40,70,0.57145346138195,0.00528637507744516,41,72,0.569469372130552,0.00441074922933114
"BMPR1B",0,0,0,1,159,123,1.29265693971484,0.0353290091786892,159,123,1.29265693971484,0.0353290091786892
"INTS6",0,0,0,1,69,70,0.98571368724666,1,69,70,0.98571368724666,1
"CHRM4",0,0,0,1,36,31,1.16127746112822,0.624611477337945,36,31,1.16127746112822,0.624611477337945
"SASH1",1,1,1,1,532,511,1.04110651492082,0.542579495879832,533,512,1.04102620835937,0.542940522611846
"CPB1",9,9,1,1,601,586,1.02560105718373,0.694791201250352,610,595,1.02521374921884,0.696801556912451
"PIP4K2A",0,0,0,1,25,29,0.862078440249982,0.682932986271705,25,29,0.862078440249982,0.682932986271705
"CYP4A11",4,2,1.99989729293577,0.687435734853583,257,235,1.09359507185024,0.336019717840394,261,237,1.10125090747846,0.294897367024774
"TMPO",0,2,0,0.49996572290589,485,520,0.932724485012633,0.296677060434777,485,522,0.929147912871713,0.267974163263324
"GABRR1",2,3,0.666688446894727,1,79,88,0.897734199049315,0.53368867333759,81,91,0.890117345148348,0.490145457242687
"PTH2R",216,258,0.837220365485343,0.0618394004436681,452,454,0.995594832603861,0.972688765716371,668,712,0.938176707033476,0.260041528802304
"CLEC3B",0,0,0,1,7,9,0.777793144420931,0.803511708884093,7,9,0.777793144420931,0.803511708884093
"ING4",0,0,0,1,14,8,1.74992371090597,0.285913946405238,14,8,1.74992371090597,0.285913946405238
"PRLHR",1,0,Inf,1,587,570,1.02982991742925,0.646872576146053,588,570,1.03158503681779,0.625232864764382
"FAM221B",0,3,0,0.249948605513182,153,175,0.874294217230314,0.241125921630007,153,178,0.859560101209423,0.182314493056836
"COX6B1",0,0,0,1,13,9,1.44440162842673,0.523150401718471,13,9,1.44440162842673,0.523150401718471
"SLC25A42",0,1,0,1,42,38,1.1052485098541,0.736860023681417,42,39,1.0768854391474,0.823832292459183
"EPB41L2",0,0,0,1,675,685,0.985400527336566,0.798656053404277,675,685,0.985400527336566,0.798656053404277
"CTBP1",0,0,0,1,23,13,1.76915243691778,0.132025041594617,23,13,1.76915243691778,0.132025041594617
"SEC62",0,0,0,1,145,150,0.966660632524274,0.81407810844759,145,150,0.966660632524274,0.81407810844759
"OVCH1",10,15,0.666688442659152,0.423956360176555,1111,1125,0.987554844180835,0.785255386684017,1121,1140,0.983331740867278,0.717651871928573
"RBMXL1",1,0,Inf,1,241,236,1.0211885247972,0.852378693775335,242,236,1.02542701625295,0.816252504389073
"SUSD1",25,36,0.694464845391175,0.199099904419945,313,312,1.00320500223667,1,338,348,0.971259765463576,0.725196011127958
"TROAP",1,1,1,1,484,507,0.954622065711161,0.490649593878425,485,508,0.954711416540851,0.491059316748762
"TMEM64",0,0,0,1,19,15,1.26664329087622,0.607169854537894,19,15,1.26664329087622,0.607169854537894
"PRKAB1",0,0,0,1,64,68,0.94115683392987,0.793212629433429,64,68,0.94115683392987,0.793212629433429
"NOP58",0,0,0,1,97,98,0.989795795125067,1,97,98,0.989795795125067,1
"NANOS2",0,0,0,1,38,44,0.863645715846632,0.580052322064043,38,44,0.863645715846632,0.580052322064043
"CILP",9,9,1,1,354,388,0.912386136071831,0.228599129013343,363,397,0.914374496130202,0.233931745605352
"CLEC17A",16,15,1.06669150059046,1,429,409,1.04891463208878,0.52257534520165,445,424,1.04954364098608,0.507065818399013
"CCDC154",53,59,0.898311990948127,0.635508372939382,571,605,0.943780995701903,0.347426071980788,624,664,0.939735004739891,0.29535514660282
"COL6A3",5,3,1.66659934587882,0.726487526564926,2426,2343,1.03543594982598,0.301033363216167,2431,2346,1.03624370987122,0.28606261129285
"HAVCR1",16,30,0.533358799973547,0.0537056104354659,244,286,0.853156766903227,0.0769015485355231,260,316,0.822796854909185,0.0242755679530803
"FMO3",4,17,0.235328324486917,0.0071580283088863,443,428,1.03505407843372,0.62548628294643,447,445,1.00449426225669,0.972487832816868
"USP12",1,0,Inf,1,16,23,0.695672516466743,0.336137478377652,17,23,0.739148282765822,0.428956346472596
"AP1S1",0,0,0,1,5,5,1,1,5,5,1,1
"PABPC5",0,0,0,1,2,11,0.181840699277075,0.0224038719619793,2,11,0.181840699277075,0.0224038719619793
"ZNF695",5,4,1.24997834728159,1,477,496,0.961684443925321,0.573540839431005,482,500,0.963992027123304,0.597874818716292
"AKR7A3",1,2,0.500025679499842,1,186,214,0.869167713718396,0.171423416013976,187,216,0.865749815291424,0.157625679015146
"MFSD14A",0,0,0,1,47,45,1.04445531525617,0.916779309801307,47,45,1.04445531525617,0.916779309801307
"NEFH",2,0,Inf,0.49996572290589,249,268,0.929135545281467,0.42072376469895,251,268,0.936543033655802,0.474970510282222
"C2orf69",0,2,0,0.49996572290589,192,174,1.10343435756927,0.368437420797553,192,176,1.09088396854138,0.428653017352438
"SHOX2",0,0,0,1,21,26,0.807705617315,0.55943033548769,21,26,0.807705617315,0.55943033548769
"HHIP",0,0,0,1,167,171,0.976605554337948,0.868929187160244,167,171,0.976605554337948,0.868929187160244
"MYH7B",5,14,0.357146232483418,0.063398956143133,1585,1502,1.05528397732213,0.177920013456864,1590,1516,1.04883166995939,0.22810024059501
"DESI2",0,0,0,1,69,55,1.25452340205743,0.240954480513034,69,55,1.25452340205743,0.240954480513034
"ACVR1B",0,0,0,1,10,13,0.769246701144808,0.677396576817389,10,13,0.769246701144808,0.677396576817389
"ZNF780A",1,6,0.166686626428787,0.124910182969341,694,686,1.01166225887835,0.843748043427474,695,692,1.00433515496948,0.955187389138053
"MAPK4",0,0,0,1,86,91,0.945037720154429,0.762387490238549,86,91,0.945037720154429,0.762387490238549
"KRT82",52,39,1.33330284012915,0.206776170913792,1063,1039,1.0231025463004,0.640785706111432,1115,1078,1.03433116614425,0.463697788034713
"MTM1",0,0,0,1,9,9,1,1,9,9,1,1
"SCAP",0,0,0,1,190,202,0.940573247188359,0.573536118447375,190,202,0.940573247188359,0.573536118447375
"RAB13",0,0,0,1,529,537,0.985101500394493,0.824276349421559,529,537,0.985101500394493,0.824276349421559
"OSBPL5",0,2,0,0.49996572290589,679,728,0.932723087539599,0.219334795399788,679,730,0.930165506777586,0.199409726776716
"ZER1",0,0,0,1,80,75,1.0666919734936,0.746820971947111,80,75,1.0666919734936,0.746820971947111
"C16orf71",8,10,0.80001385430602,0.814415017239319,1030,1037,0.993249737165515,0.887884401907952,1038,1047,0.991403836504604,0.869818359611648
"ZNF175",8,7,1.1428459396773,1,250,285,0.877201203291525,0.146277102933879,258,292,0.883569415152945,0.164501181599496
"DUSP16",0,0,0,1,447,446,1.00224205029478,1,447,446,1.00224205029478,1
"ARL6IP1",0,1,0,1,17,19,0.89474402535793,0.867776535740085,17,20,0.850010336214924,0.742512331592756
"ABTB2",0,1,0,1,332,301,1.102977828804,0.239046292024508,332,302,1.09932204890289,0.255989166166339
"KLB",2,1,1.99989728727585,1,652,595,1.09578348664393,0.124983142950642,654,596,1.09730214735123,0.118309993386424
"ZNF646",1,2,0.500025679499842,1,1089,1052,1.03517984498381,0.458999804768952,1090,1054,1.03416381063071,0.473406365864216
"CDHR1",1,6,0.166686626428787,0.124910182969341,1338,1309,1.02215764157876,0.612137705507436,1339,1315,1.018253051125,0.673009252334856
"RPS23",0,0,0,1,2,5,0.400001107722739,0.453012582262561,2,5,0.400001107722739,0.453012582262561
"DIAPH3",4,7,0.571453486097286,0.548673561199024,843,929,0.907433108515996,0.0558577508089111,847,936,0.904920460317471,0.0474869908998587
"CASP4",1,4,0.250037905700928,0.374914345456448,179,185,0.967561826518429,0.790809154803932,180,189,0.952367742787921,0.673319919264818
"OAS1",7,10,0.700020116329819,0.628855533775774,123,134,0.917933259965742,0.529289899306789,130,144,0.902786490242784,0.428059246386307
"CAV2",0,0,0,1,10,13,0.769246701144808,0.677396576817389,10,13,0.769246701144808,0.677396576817389
"N4BP2L1",0,0,0,1,30,28,1.07145715391368,0.89547602331333,30,28,1.07145715391368,0.89547602331333
"PCOLCE",0,0,0,1,286,270,1.05928044578701,0.517053173888584,286,270,1.05928044578701,0.517053173888584
"VWC2L",0,0,0,1,53,51,1.03922399343121,0.921671074089565,53,51,1.03922399343121,0.921671074089565
"PLEKHG7",15,14,1.07145702806548,1,987,1082,0.912207163890873,0.0512070112417329,1002,1096,0.914243220740563,0.0555521905219856
"SMAP1",0,0,0,1,173,156,1.10896539100556,0.372519462740887,173,156,1.10896539100556,0.372519462740887
"SERPINB8",11,13,0.846164460257412,0.838687197175577,89,92,0.967385678803821,0.881149789504058,100,105,0.952368073368605,0.778539765091601
"RPGRIP1L",4,3,1.33330279094402,1,1485,1477,1.00541636882755,0.903755032084452,1489,1480,1.00608110353569,0.887925356827786
"CLDN19",2,0,Inf,0.49996572290589,220,236,0.932237172299813,0.475791655113852,222,236,0.940657017153867,0.53741683418262
"ADAMTS16",0,0,0,1,803,820,0.979265815266746,0.694742427540417,803,820,0.979265815266746,0.694742427540417
"FAM149A",2,3,0.666688446894727,1,994,1009,0.985132670281833,0.75677986033528,996,1012,0.984188393733222,0.739020636081264
"TMEM206",2,3,0.666688446894727,1,50,74,0.67569700851024,0.0376677637168507,52,77,0.675346024049657,0.0334382707277495
"ZDHHC22",0,0,0,1,10,19,0.526341325177644,0.135659826890278,10,19,0.526341325177644,0.135659826890278
"RIMKLA",0,1,0,1,203,202,1.00495036160017,1,203,203,1,1
"ABCA10",57,41,1.39020714800824,0.128035546221231,765,750,1.02000220619189,0.725679350170424,822,791,1.03920123963598,0.478655896729974
"TRIM65",4,7,0.571453486097286,0.548673561199024,385,353,1.09062857280704,0.25775514348947,389,360,1.08052401423236,0.311797068809757
"ZNF607",9,10,0.900007945894111,1,528,505,1.04555772890216,0.499033474237433,537,515,1.04272999294175,0.52322563863594
"LMOD3",0,0,0,1,1132,1263,0.896285042167793,0.013524955439405,1132,1263,0.896285042167793,0.013524955439405
"HIST1H3E",0,1,0,1,3,8,0.375002781315075,0.22638608576044,3,9,0.333336071490445,0.14583085856042
"CENPM",1,1,1,1,19,27,0.703723612095768,0.301235048850947,20,28,0.714305032287973,0.311532467318572
"RAPGEF2",0,0,0,1,115,121,0.950399143563773,0.742920577087361,115,121,0.950399143563773,0.742920577087361
"TGM6",9,9,1,1,603,590,1.02203654747172,0.717964561190924,612,599,1.02170539881229,0.719827979982947
"TBX4",0,1,0,1,155,163,0.950906288131031,0.691592644052111,155,164,0.945104397773698,0.650786868242028
"SERPINA10",167,218,0.766071065320742,0.0113239874175802,507,510,0.994117727053653,0.948286343896563,674,728,0.925848783328826,0.17072169261609
"AK7",1,5,0.200025939178887,0.218653694808287,230,238,0.966380221718505,0.742416513223355,231,243,0.950602815048462,0.607776214829287
"ARAP3",1,0,Inf,1,1627,1520,1.07036406358485,0.0837281027542897,1628,1520,1.07102258480082,0.0837113319982776
"CDRT15L2",0,0,0,1,185,182,1.01648452655716,0.915835241564251,185,182,1.01648452655716,0.915835241564251
"IRF1",0,0,0,1,10,18,0.555580746518627,0.184513329509694,10,18,0.555580746518627,0.184513329509694
"TYW1B",2657,2830,0.938895096976889,0.0477272688059796,0,0,0,1,2657,2830,0.938895096976889,0.0477272688059796
"TTI2",0,4,0,0.124948635472415,214,224,0.955345482467562,0.662590008974354,214,228,0.938574104130189,0.530360127148005
"UFL1",1,4,0.250037905700928,0.374914345456448,135,140,0.964278698758222,0.807694142215566,136,144,0.944426552535003,0.672871952117183
"CYBC1",0,0,0,1,266,280,0.949985000229196,0.571069927262679,266,280,0.949985000229196,0.571069927262679
"EPG5",3,0,Inf,0.249948605513182,1195,1241,0.96292298223963,0.393348278509144,1198,1241,0.965341731934654,0.430963245568786
"TNNC1",0,0,0,1,3,3,1,1,3,3,1,1
"KNL1",1,0,Inf,1,763,756,1.00925944280047,0.871515037679524,764,756,1.01058234120082,0.850386905309005
"CHEK1",7,5,1.39996211862962,0.774321289231259,15,13,1.15383395799673,0.850410650994555,22,18,1.22220342996068,0.635362184730986
"HLX",0,0,0,1,587,595,0.986553927553656,0.832380422490662,587,595,0.986553927553656,0.832380422490662
"CARD14",5,11,0.45457100257277,0.209862935814013,1117,1094,1.02102654182463,0.664567478962051,1122,1105,1.01538588833152,0.750104097468083
"SPPL2C",3,2,1.49995099608784,1,640,614,1.0423569181407,0.498513549730467,643,616,1.04384369230334,0.480834181271764
"TLR7",1,0,Inf,1,78,84,0.928603538747712,0.692962235086767,79,84,0.940455987065041,0.752834467658572
"ZCCHC4",7,11,0.636386680303911,0.480408072445365,603,620,0.972576141705449,0.655231612165681,610,631,0.966712525940678,0.574317934184102
"PMFBP1",13,13,1,1,465,486,0.956778404244333,0.524885494839339,478,499,0.957904705945115,0.530112517439866
"BTN2A1",9,12,0.750017175800247,0.663393375756918,1853,1925,0.962585693118843,0.298124229670915,1862,1937,0.961267732363061,0.28251737592699
"CWF19L1",3,4,0.750017180487538,1,455,494,0.921074787826843,0.227824029759578,458,498,0.919699555536348,0.2167648144956
"RPS6KA5",0,0,0,1,171,197,0.868029232309564,0.187164269983663,171,197,0.868029232309564,0.187164269983663
"FLVCR2",2,1,1.99989728727585,1,203,239,0.849382599750064,0.100582866770929,205,240,0.854176541334598,0.112180450727585
"ARHGAP33",0,0,0,1,251,237,1.05909258125345,0.549802286556469,251,237,1.05909258125345,0.549802286556469
"RIMS3",0,0,0,1,108,104,1.03846964933302,0.835654393213573,108,104,1.03846964933302,0.835654393213573
"RPS10",0,0,0,1,14,11,1.2727032532493,0.689783176325156,14,11,1.2727032532493,0.689783176325156
"SNX15",0,2,0,0.49996572290589,409,400,1.02250259923394,0.772661595410206,409,402,1.01741426720146,0.828652684284673
"VGLL1",0,0,0,1,21,33,0.636386673352424,0.132964408818979,21,33,0.636386673352424,0.132964408818979
"KDM2A",0,0,0,1,33,37,0.891899261093911,0.719558131411114,33,37,0.891899261093911,0.719558131411114
"KRT76",137,84,1.63088904968101,0.000408829047538478,623,668,0.932665859454209,0.233910392182535,760,752,1.01063863437312,0.850033028602801
"EVA1A",0,0,0,1,564,494,1.14168981230515,0.0384998843265386,564,494,1.14168981230515,0.0384998843265386
"OR6S1",0,0,0,1,962,919,1.04680543190577,0.351991128605607,962,919,1.04680543190577,0.351991128605607
"SAP30BP",1,2,0.500025679499842,1,38,34,1.11763810297144,0.723293278488614,39,36,1.08330034393701,0.817091834531972
"EFCAB13",1045,1114,0.938094194762367,0.166560605264877,369,373,0.989275888937376,0.910120626758239,1414,1487,0.950888982527993,0.222545960573957
"RAD51AP2",6,7,0.857152697824698,1,3055,3093,0.987712998966238,0.692577758196361,3061,3100,0.987418087579184,0.681624050130669
"ARHGAP6",0,0,0,1,57,46,1.23910996199836,0.32278718943584,57,46,1.23910996199836,0.32278718943584
"MAATS1",5,5,1,1,437,439,0.995444309651347,0.972252211637522,442,444,0.995495614059371,0.972400236935816
"FTHL17",0,0,0,1,52,52,1,1,52,52,1,1
"SPEF2",3,5,0.600024236462594,0.726487526564926,2747,2815,0.975838354274272,0.440013275545968,2750,2820,0.975171639215356,0.430949904461321
"POMT1",6,3,1.99989729858785,0.507677603335609,973,994,0.978870505695222,0.66550878876268,979,997,0.981943975084191,0.719171934810575
"HASPIN",3,0,Inf,0.249948605513182,321,312,1.02885071418165,0.74538778185407,324,312,1.03847022680935,0.655991806087894
"PARVB",2,3,0.666688446894727,1,174,196,0.887762647403513,0.269116334755969,176,199,0.884429886270454,0.250084086762815
"STXBP2",6,2,2.99997615298437,0.288927677347483,540,522,1.03449005321785,0.611103135499284,546,524,1.04199589125059,0.526507040137898
"ANKLE1",7,6,1.16665327255905,1,940,946,0.993657518318646,0.902637272334586,947,952,0.994747961743762,0.922272549482064
"LSG1",2,6,0.333335983022799,0.288927677347483,504,529,0.952726746794762,0.459094669594382,506,535,0.945775497129828,0.386607589041506
"FLRT2",0,0,0,1,169,171,0.988303795380485,0.956259402278412,169,171,0.988303795380485,0.956259402278412
"POLD1",3,2,1.49995099608784,1,499,485,1.02887082133611,0.6686718978601,502,487,1.03080643562037,0.645680744811851
"HDAC7",0,0,0,1,456,490,0.930642893218925,0.298301557821994,456,490,0.930642893218925,0.298301557821994
"CSF3R",1,0,Inf,1,1274,1247,1.02165506723101,0.619908281762311,1275,1247,1.02245726624571,0.619890473304418
"HYAL1",1,1,1,1,151,176,0.857964199173627,0.179715209150466,152,177,0.858766658386975,0.181017369102247
