"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF+Missense_T","LoF+Missense_UT","LoF+Missense_OR","LoF+Missense_P_value"
"BORCS5",4,2,1.99989729293577,0.687435734853583,90,79,1.13922970819589,0.439234937556402,94,81,1.16048109987896,0.361555791447301
"CCDC40",8,3,2.66664688857283,0.22638608576044,946,892,1.06056396116459,0.244687207576715,954,895,1.06588304129936,0.199295271838876
"PRPF8",1,0,Inf,1,43,50,0.860009604743345,0.532759343565307,44,50,0.88000819355458,0.605137048206712
"SPIN4",0,0,0,1,1,4,0.250037905700928,0.374914345456448,1,4,0.250037905700928,0.374914345456448
"OR13J1",1,0,Inf,1,64,56,1.14284599536931,0.521289599819226,65,56,1.16070150804012,0.465371645582415
"GPR78",1,0,Inf,1,614,536,1.14551149841217,0.0274296252782564,615,536,1.14737700479876,0.025418843859843
"ZNF34",1,1,1,1,68,76,0.89474398494878,0.55789421645184,69,77,0.896110943013226,0.560576265474058
"VTI1A",2,0,Inf,0.49996572290589,29,22,1.31815294934883,0.400238937839567,31,22,1.40905204028051,0.270812426036589
"HIF3A",3,1,2.99997694771041,0.624948586120971,470,452,1.03983277771132,0.586920999889849,473,453,1.04416227644045,0.541884486377815
"SAMD13",0,0,0,1,14,6,2.33334254919997,0.115071260231668,14,6,2.33334254919997,0.115071260231668
"HRCT1",5,1,4.99935160462203,0.218653694808287,108,96,1.12499047220005,0.438136054758894,113,97,1.16493533187394,0.297213503811669
"CLEC4M",62,63,0.984126137307342,1,59,41,1.43898221537562,0.0875657415613477,121,104,1.16344856342914,0.282482023807579
"DLD",0,1,0,1,111,82,1.35362587252784,0.0422864886191098,111,83,1.33731852313211,0.050824904629302
"CCER1",0,0,0,1,485,479,1.01252659953857,0.867958650405276,485,479,1.01252659953857,0.867958650405276
"STX4",1,1,1,1,51,35,1.45709865842042,0.104223695479788,52,36,1.44440166047996,0.10825125495121
"CIAO3",0,0,0,1,232,215,1.0790355310825,0.442485125724603,232,215,1.0790355310825,0.442485125724603
"LGALS14",3,0,Inf,0.249948605513182,50,68,0.735312177088825,0.115774099412687,53,68,0.779426982508255,0.201088139012274
"RBP4",0,0,0,1,31,24,1.29164065458249,0.417877478882626,31,24,1.29164065458249,0.417877478882626
"CYP11B1",1,3,0.333335894718525,0.624948586120971,103,76,1.3552303099428,0.0503295809083976,104,79,1.31642709120341,0.0740191276852231
"ZNF211",56,43,1.30229845330275,0.226071208621446,112,90,1.24442348577009,0.136713928465014,168,133,1.26313504855933,0.0477357598972776
"CYB5RL",9,4,2.25001976865234,0.266630705624587,677,726,0.932537519359285,0.218735213331774,686,730,0.939701609832797,0.265676265443282
"SALL1",0,0,0,1,488,470,1.03830690109577,0.593608229802086,488,470,1.03830690109577,0.593608229802086
"CATSPER4",0,1,0,1,280,257,1.0894689070258,0.334013776645448,280,258,1.08524250532745,0.356862379823393
"DCAKD",0,0,0,1,269,268,1.00373121023191,1,269,268,1.00373121023191,1
"GPR173",0,0,0,1,10,8,1.24997835302172,0.814415017239319,10,8,1.24997835302172,0.814415017239319
"ATF2",0,0,0,1,33,31,1.06453950915159,0.900435536972804,33,31,1.06453950915159,0.900435536972804
"TET1",0,0,0,1,1178,1152,1.02257277804651,0.623580648866468,1178,1152,1.02257277804651,0.623580648866468
"AADAC",1,0,Inf,1,90,68,1.32350002464405,0.0927665290596714,91,68,1.33820430362419,0.0791341349134985
"LDLRAD3",0,0,0,1,137,92,1.48908273597864,0.00333373923634878,137,92,1.48908273597864,0.00333373923634878
"EXOSC4",0,0,0,1,67,58,1.15516014972359,0.472540389805988,67,58,1.15516014972359,0.472540389805988
"CDR2",0,2,0,0.49996572290589,40,38,1.05264706014089,0.909705996279082,40,40,1,1
"PPM1B",1,0,Inf,1,86,88,0.977270366109484,0.939240185304151,87,88,0.988636129604642,1
"TAF5",1,0,Inf,1,132,104,1.26920724690227,0.0763519311746835,133,104,1.27882161573097,0.0666316732963856
"C19orf18",2,1,1.99989728727585,1,123,99,1.24240350389317,0.119777414098695,125,100,1.24997848082344,0.106809906158932
"MKI67",7,8,0.875008577518651,1,5583,5575,1.00143495176003,0.959875427521992,5590,5583,1.00125378038352,0.969911942941486
"MED27",0,3,0,0.249948605513182,19,22,0.863645732970658,0.754893411657374,19,25,0.760016527750419,0.450696858926171
"GLIS1",0,0,0,1,465,432,1.07635471828595,0.286465097962263,465,432,1.07635471828595,0.286465097962263
"RMI1",2,2,1,1,190,155,1.2257874817594,0.0641305847689158,192,157,1.22291125931602,0.0656466049022392
"ZNF416",3,0,Inf,0.249948605513182,235,246,0.955272776362104,0.643149967368369,238,246,0.967473778697748,0.746430558821494
"FAM222A",0,1,0,1,113,98,1.15304920042883,0.331739051348296,113,99,1.14140317113881,0.368569627713874
"KLHDC1",4,5,0.800013857979829,1,47,32,1.46870450590679,0.113698600589777,51,37,1.37834293224888,0.164186767199402
"FOXL2NB",1,0,Inf,1,70,61,1.14752941911682,0.482772034940321,71,61,1.16392135543975,0.431474133673376
"HIST1H2BJ",2,0,Inf,0.49996572290589,16,17,0.941157131764194,1,18,17,1.05884284816941,1
"AMER1",0,0,0,1,126,103,1.22328218576599,0.142824648792149,126,103,1.22328218576599,0.142824648792149
"TRIM13",0,0,0,1,275,251,1.09559760619114,0.307690999836488,275,251,1.09559760619114,0.307690999836488
"PCDHB5",2,2,1,1,1003,950,1.0558117081284,0.267688387592103,1005,952,1.0556944193024,0.268120920009768
"MOCS3",0,0,0,1,185,209,0.885175180813953,0.240494543028227,185,209,0.885175180813953,0.240494543028227
"TMEM184A",3,1,2.99997694771041,0.624948586120971,338,320,1.05626933906296,0.498311475815359,341,321,1.06232906560004,0.450521989617803
"FAM72C",0,0,0,1,2,1,1.99989728727585,1,2,1,1.99989728727585,1
"PMEL",7,8,0.875008577518651,1,420,406,1.03448980190483,0.642101934092076,427,414,1.03140669589446,0.670550245444113
"SLC6A16",4,7,0.571453486097286,0.548673561199024,302,279,1.08240638409208,0.352342277764026,306,286,1.0699596582902,0.425959630688028
"ZMYM2",0,0,0,1,138,140,0.985713654016831,0.951735621734883,138,140,0.985713654016831,0.951735621734883
"GANC",13,8,1.62493722223108,0.382965117097471,760,727,1.04540588028105,0.429852643234713,773,735,1.0517188294246,0.357785611468508
"CD3G",0,0,0,1,56,61,0.918056460636338,0.710599871815205,56,61,0.918056460636338,0.710599871815205
"ZNF121",0,0,0,1,49,71,0.690161456888455,0.0538270103042056,49,71,0.690161456888455,0.0538270103042056
"MFAP5",1,0,Inf,1,57,44,1.29542815608948,0.230707074394638,58,44,1.31815297948614,0.196248950308383
"SLC33A1",0,0,0,1,121,84,1.44043390131028,0.0112193364755019,121,84,1.44043390131028,0.0112193364755019
"NKAIN3",1,0,Inf,1,49,31,1.58058727378862,0.0560073995907272,50,31,1.61284180075335,0.0442553519461404
"SGIP1",0,0,0,1,753,759,0.992094794639974,0.892559245065103,753,759,0.992094794639974,0.892559245065103
"BTBD7",0,0,0,1,576,577,0.99826698151002,1,576,577,0.99826698151002,1
"VPS53",0,1,0,1,161,147,1.09521629531526,0.45425788432775,161,148,1.0878097802113,0.490399354589461
"PKD2L2",0,1,0,1,85,72,1.18054093045421,0.335675103292613,85,73,1.16437046358323,0.379028345536532
"REXO2",0,0,0,1,69,64,1.07808847869406,0.727668409942965,69,64,1.07808847869406,0.727668409942965
"ZC3HC1",0,0,0,1,292,260,1.12306772142713,0.193284899600735,292,260,1.12306772142713,0.193284899600735
"ZNF3",0,2,0,0.49996572290589,42,42,1,1,42,44,0.954533997668349,0.913959110564582
"NAPRT",9,5,1.79991837164043,0.423724285238605,181,186,0.973114562572923,0.832605414292086,190,191,0.994764526510836,1
"LXN",2,1,1.99989728727585,1,223,241,0.925339352926378,0.422935015663245,225,242,0.929783859621132,0.452130670296067
"WDFY1",0,1,0,1,51,44,1.15907826723183,0.53707434079426,51,45,1.13332302258698,0.608893964722807
"PKLR",1,1,1,1,253,232,1.09049253765112,0.356184070885154,254,233,1.09010373021166,0.35714281624939
"PITRM1",7,4,1.7499237021537,0.548673561199024,1966,2063,0.95296206432758,0.181908570237783,1973,2067,0.954505649952865,0.194327598829281
"FIG4",2,6,0.333335983022799,0.288927677347483,93,85,1.09409396401531,0.597725088218692,95,91,1.04396682822248,0.824878398702762
"EIF3K",0,0,0,1,41,30,1.36663250456681,0.233969002787362,41,30,1.36663250456681,0.233969002787362
"HIKESHI",0,0,0,1,13,15,0.866675827201504,0.850410650994555,13,15,0.866675827201504,0.850410650994555
"KIAA1210",0,1,0,1,649,632,1.02690304700372,0.662056957492692,649,633,1.02528019472628,0.683421204187929
"THAP10",0,0,0,1,44,47,0.936147245638782,0.833570169077401,44,47,0.936147245638782,0.833570169077401
"PRSS3",0,0,0,1,78,49,1.59177763886944,0.0123031621350022,78,49,1.59177763886944,0.0123031621350022
"HECTD1",0,0,0,1,203,221,0.918574529507648,0.402480183121859,203,221,0.918574529507648,0.402480183121859
"AQP2",0,0,0,1,29,18,1.61104986537757,0.143226459751769,29,18,1.61104986537757,0.143226459751769
"RPL17-C18orf32",0,0,0,1,48,44,1.09088215243695,0.753902185202152,48,44,1.09088215243695,0.753902185202152
"MYF5",1,0,Inf,1,27,18,1.49995101496095,0.231976154028492,28,18,1.55550041695192,0.183238768774252
"DYNLT3",0,0,0,1,5,0,Inf,0.0624572285219894,5,0,Inf,0.0624572285219894
"LIMD1",0,0,0,1,333,287,1.16026627327256,0.0712931441469921,333,287,1.16026627327256,0.0712931441469921
"ATG4D",0,2,0,0.49996572290589,116,92,1.2608469039637,0.108133432429028,116,94,1.23402266650953,0.144337771578845
"CSAD",6,7,0.857152697824698,1,307,268,1.14551123193698,0.115690280403024,313,275,1.13817132055173,0.129971990443334
"SH3GL3",1,1,1,1,81,85,0.952928690200687,0.814941757388389,82,86,0.953476184796675,0.816013521641767
"CD27",0,0,0,1,30,17,1.76462804190445,0.0784669531126917,30,17,1.76462804190445,0.0784669531126917
"CHEK2",4,4,1,1,155,143,1.08388481235182,0.519883334449881,159,147,1.08159964870517,0.525280059983183
"CCNL1",0,0,0,1,36,27,1.33330282394932,0.312463039750894,36,27,1.33330282394932,0.312463039750894
"AFAP1L1",4,3,1.33330279094402,1,643,659,0.975717352132836,0.685544824116355,647,662,0.977338470644275,0.707609488828121
"PAQR8",0,1,0,1,51,48,1.06252205666842,0.840287916105866,51,49,1.04082538591505,0.920138410474357
"FBXW5",4,1,3.9993936007291,0.374914345456448,0,0,0,1,4,1,3.9993936007291,0.374914345456448
"IER5L",0,0,0,1,11,8,1.37496488962068,0.647388622161677,11,8,1.37496488962068,0.647388622161677
"OR51G1",25,23,1.0869261519675,0.885245149321759,324,284,1.1408343468228,0.115784986850351,349,307,1.13679747283708,0.110501649820598
"WBP11",0,0,0,1,202,210,0.961896492237353,0.72662152279756,202,210,0.961896492237353,0.72662152279756
"RPS16",4,5,0.800013857979829,1,8,5,1.59993995446433,0.580882465162443,12,10,1.19998340914489,0.831685118366498
"GPR139",0,0,0,1,90,94,0.957436689881516,0.823957226181678,90,94,0.957436689881516,0.823957226181678
"TTK",5,1,4.99935160462203,0.218653694808287,285,263,1.08362010326379,0.361134413395131,290,264,1.09846775631067,0.279588298727241
"TLK2",0,0,0,1,14,15,0.933308545099101,1,14,15,0.933308545099101,1
"GLS2",4,4,1,1,32,22,1.45450152988471,0.219480598818984,36,26,1.3845792346504,0.251853107639099
"G6PC",1,1,1,1,40,37,1.08104642164614,0.819424500169726,41,38,1.07891116340992,0.821669537789283
"GOLGA8F",0,0,0,1,3,1,2.99997694771041,0.624948586120971,3,1,2.99997694771041,0.624948586120971
"PRXL2A",0,0,0,1,66,51,1.29409141046952,0.193592916023805,66,51,1.29409141046952,0.193592916023805
"IFNA10",40,48,0.833344826796943,0.454387024045524,1232,1374,0.896658372895924,0.0106996528545922,1272,1422,0.894521150048915,0.00822523684960202
"WDR35",6,2,2.99997615298437,0.288927677347483,528,540,0.977775105697845,0.727416121100949,534,542,0.985238954598097,0.825026678039658
"ARHGAP28",3,1,2.99997694771041,0.624948586120971,208,198,1.05052000455972,0.650746361189894,211,199,1.06032300230692,0.581848249487391
"MRPL18",2,0,Inf,0.49996572290589,37,28,1.32139935876244,0.320011142288535,39,28,1.39282008265228,0.220497728087232
"TIFA",0,1,0,1,65,57,1.1403399555698,0.524695162774402,65,58,1.12068046161759,0.587121836944577
"BCL7A",0,0,0,1,544,564,0.964531152490296,0.574896471262185,544,564,0.964531152490296,0.574896471262185
"C1QTNF2",2,0,Inf,0.49996572290589,51,46,1.1086843158375,0.683867396403437,53,46,1.15216190952931,0.545356166545938
"MAP3K20",2,0,Inf,0.49996572290589,219,227,0.964750699355918,0.736557362669605,221,227,0.973564655952861,0.810500355483886
"IREB2",0,0,0,1,184,171,1.07598643306535,0.519299129412889,184,171,1.07598643306535,0.519299129412889
"CHM",0,0,0,1,196,221,0.886885417192656,0.233514030590785,196,221,0.886885417192656,0.233514030590785
"ANKRD13D",0,0,0,1,63,49,1.28568894337494,0.217392224793605,63,49,1.28568894337494,0.217392224793605
"ANP32B",0,0,0,1,29,16,1.81241707466211,0.0720221380741031,29,16,1.81241707466211,0.0720221380741031
"UBN1",0,0,0,1,692,668,1.03593645705308,0.551585711893471,692,668,1.03593645705308,0.551585711893471
"PRPH2",0,0,0,1,73,51,1.43133123728915,0.0578474115186741,73,51,1.43133123728915,0.0578474115186741
"TTC37",5,6,0.833344859649759,1,426,382,1.11517482125603,0.138373731028438,431,388,1.11081668405409,0.150861081688176
"GPBP1L1",1,1,1,1,157,137,1.14597406294457,0.263144496982584,158,138,1.14491629393754,0.264733484389771
"STK26",0,0,0,1,44,44,1,1,44,44,1,1
"TREH",14,22,0.636386676792647,0.242404942400122,272,274,0.992700777087184,0.965236405125164,286,296,0.966209690642058,0.703692500250097
"RMDN1",3,0,Inf,0.249948605513182,20,20,1,1,23,20,1.1499881643844,0.760447646368871
"PEX11A",1,0,Inf,1,31,24,1.29164065458249,0.417877478882626,32,24,1.3333028198709,0.348759280977828
"MSL1",0,0,0,1,46,39,1.17947261430929,0.514204424420137,46,39,1.17947261430929,0.514204424420137
"PLAUR",1,0,Inf,1,264,249,1.06026273135871,0.529564440405378,265,249,1.06428179810589,0.500995536831771
"EIF2D",2,2,1,1,63,48,1.31247178177834,0.18202257474469,65,50,1.29997313141076,0.189780105357282
"C1orf158",7,2,3.4994062173303,0.179552779063125,249,249,1,1,256,251,1.01992210421538,0.856621892471303
"DNAJC22",1,1,1,1,286,236,1.21184693627236,0.032500114348517,287,237,1.21095308362008,0.0328234539330292
"HNF1A",0,0,0,1,430,421,1.02137997847414,0.777898109428236,430,421,1.02137997847414,0.777898109428236
"FGFR1OP2",0,1,0,1,15,10,1.49995100561726,0.423956360176555,15,11,1.36360251041166,0.556842415456355
"ANAPC5",4,4,1,1,148,145,1.02069153191421,0.906086209989397,152,149,1.02013597688267,0.907311463925884
"DEDD2",0,0,0,1,48,47,1.02127852083767,1,48,47,1.02127852083767,1
"FAM206A",2,5,0.400001107722739,0.453012582262561,287,285,1.00701748131118,0.966005802084137,289,290,0.996551853167347,1
"SCGB1D4",2,0,Inf,0.49996572290589,14,7,1.99989732111794,0.188929117998129,16,7,2.28572893676522,0.0928849202470169
"TP53",0,0,0,1,49,44,1.1136277602272,0.677564555745743,49,44,1.1136277602272,0.677564555745743
"PXDNL",243,251,0.96812184609142,0.748841992490572,1397,1364,1.02419767245633,0.575229237365557,1640,1615,1.01548139415179,0.69825177609076
"TWISTNB",0,1,0,1,43,35,1.22855201776203,0.426976247167936,43,36,1.19442843223008,0.498737918792673
"METTL21A",0,2,0,0.49996572290589,84,56,1.49995105684311,0.021560130281808,84,58,1.44823267631786,0.0346957486130256
"B3GALT1",0,0,0,1,58,48,1.20831597140198,0.380409844710729,58,48,1.20831597140198,0.380409844710729
"C5orf15",0,0,0,1,82,81,1.01234601247057,1,82,81,1.01234601247057,1
"RARB",0,0,0,1,28,19,1.47363815242094,0.242204767388374,28,19,1.47363815242094,0.242204767388374
"PHGDH",2,1,1.99989728727585,1,127,130,0.976920576349616,0.899881158269265,129,131,0.98473204166611,0.950126219382196
"TBX19",5,0,Inf,0.0624572285219894,45,55,0.818194373261316,0.366572441557429,50,55,0.909106732866515,0.695430049181083
"CFHR2",106,104,1.01923227645655,0.944611787501496,728,672,1.08330749165157,0.153698774162321,834,776,1.07470983244764,0.172124986720652
"TOP1",0,0,0,1,116,102,1.13724430546852,0.375149975842754,116,102,1.13724430546852,0.375149975842754
"MRPL20",0,0,0,1,34,24,1.41662695864865,0.236121472090587,34,24,1.41662695864865,0.236121472090587
"PSMB7",0,0,0,1,18,17,1.05884284816941,1,18,17,1.05884284816941,1
"PROKR1",2,0,Inf,0.49996572290589,659,631,1.04438691028559,0.467745291556877,661,631,1.04755847340687,0.433244728480951
"SLCO1B7",16,18,0.888896482151543,0.864008023615571,467,466,1.00214582372346,1,483,484,0.997933980353797,1
"TANK",0,0,0,1,199,210,0.947602870275835,0.616212626751213,199,210,0.947602870275835,0.616212626751213
"TCF20",0,0,0,1,556,522,1.06516148360256,0.32787911096241,556,522,1.06516148360256,0.32787911096241
"FAM13B",0,0,0,1,737,757,0.973575615038559,0.624972756466186,737,757,0.973575615038559,0.624972756466186
"AKR1D1",6,5,1.19998340233392,1,32,22,1.45450152988471,0.219480598818984,38,27,1.40736873173071,0.213527612345103
"ESPN",1,0,Inf,1,249,264,0.943162454383849,0.529564440405378,250,264,0.946952854280927,0.559737231189385
"PROM1",3,5,0.600024236462594,0.726487526564926,366,316,1.1582155948812,0.0655113363157457,369,321,1.14952125011865,0.0795067976570827
"SAMD7",4,0,Inf,0.124948635472415,83,78,1.06412598921488,0.751371928201592,87,78,1.11537589595318,0.531247645243138
"FAM20A",2,6,0.333335983022799,0.288927677347483,147,105,1.39996223764983,0.00912930855103168,149,111,1.34231095610051,0.0205500990991457
"OR1D2",4,1,3.9993936007291,0.374914345456448,167,140,1.19284141943943,0.133834157013977,171,141,1.21274827788531,0.0971265117583069
"ASPG",17,14,1.21426771316329,0.719812563481131,379,358,1.05868049477196,0.473184564597657,396,372,1.06454196719958,0.415390114608725
"BUD31",0,1,0,1,9,7,1.2856888842142,0.803511708884093,9,8,1.12499038149059,1
"EVC2",7,1,6.99918940844448,0.0702377217923841,716,697,1.02726422005686,0.635819629232191,723,698,1.0358249434382,0.540961428503796
"ANGPTL1",1,1,1,1,115,87,1.32180990176193,0.0555978207536797,116,88,1.31815303778109,0.0568005088148523
"ZNF669",2,0,Inf,0.49996572290589,452,439,1.02961781330311,0.678911903688346,454,439,1.03417553787221,0.629537023781128
"ANGPT4",3,3,1,1,337,303,1.11220297519136,0.196259325784898,340,306,1.11110295924204,0.198266023688031
"ADAMTS4",1,1,1,1,269,279,0.964150309430095,0.695410828555266,270,280,0.964278373226686,0.695918375366072
"C14orf178",0,0,0,1,14,9,1.55550040613374,0.404499677018318,14,9,1.55550040613374,0.404499677018318
"FAM187A",0,0,0,1,47,38,1.23682185575271,0.384292501940894,47,38,1.23682185575271,0.384292501940894
"KHDRBS2",1,2,0.500025679499842,1,358,305,1.17375678694223,0.0470296404234912,359,307,1.16936781538862,0.0521246405877181
"OR51D1",0,0,0,1,124,130,0.953833997935253,0.751736144418915,124,130,0.953833997935253,0.751736144418915
"ME1",76,71,1.07045070522596,0.740338937817203,320,283,1.13073221002592,0.145831257559663,396,354,1.11863532847423,0.144177297055323
"TMX1",1,0,Inf,1,29,19,1.52626388594227,0.192685358631058,30,19,1.57888965321128,0.151726282051083
"ALDH8A1",0,0,0,1,421,348,1.2097529849833,0.0106604752690368,421,348,1.2097529849833,0.0106604752690368
"NTPCR",3,0,Inf,0.249948605513182,239,269,0.88848328156902,0.206276436258119,242,269,0.899634926734341,0.242312062852485
"EIF2AK2",0,0,0,1,25,31,0.806465005053256,0.503584627153769,25,31,0.806465005053256,0.503584627153769
"LMX1A",0,0,0,1,30,31,0.967736568281336,1,30,31,0.967736568281336,1
"OVOL1",0,0,0,1,140,141,0.992907878672476,1,140,141,0.992907878672476,1
"USF3",0,0,0,1,1353,1318,1.02656041757677,0.541645149844181,1353,1318,1.02656041757677,0.541645149844181
"DUS2",2,4,0.500025678084717,0.687435734853583,188,171,1.09939750487226,0.392814638856655,190,175,1.08568483519962,0.458272105003948
"GALNT3",2,0,Inf,0.49996572290589,223,234,0.95297842291717,0.634836445751123,225,234,0.961529954510869,0.704575271991486
"UPK1B",2,1,1.99989728727585,1,55,56,0.982141650874504,1,57,57,1,1
"FLCN",1,1,1,1,135,120,1.12499049643465,0.376606205220755,136,121,1.12395752891188,0.37843852591605
"MS4A6E",0,0,0,1,33,25,1.31997093820086,0.357190098725573,33,25,1.31997093820086,0.357190098725573
"NANS",4,0,Inf,0.124948635472415,100,87,1.14941358171984,0.377245183008048,104,87,1.19538626022461,0.243896851154209
"PALB2",2,0,Inf,0.49996572290589,1241,1325,0.936634477776849,0.128536585579481,1243,1325,0.93814529228551,0.139763264449443
"NAGK",1,3,0.333335894718525,0.624948586120971,108,81,1.33330289509329,0.0567818967382679,109,84,1.29759248048786,0.0818677015204927
"CEP97",0,1,0,1,265,273,0.970691276660853,0.758657618902688,265,274,0.967147199237808,0.725726412327272
"TMEM237",1,2,0.500025679499842,1,720,746,0.965139514000458,0.528611642588326,721,748,0.963895178080915,0.511248789702633
"SPESP1",4,0,Inf,0.124948635472415,25,37,0.675697021205722,0.161000829811714,29,37,0.783798727304756,0.387982587038524
"PTTG1IP",1,0,Inf,1,95,84,1.130942321497,0.452159604778611,96,84,1.14284602671103,0.409505206151035
"SWT1",0,1,0,1,155,145,1.06899316267026,0.599725912545603,155,146,1.06166595043565,0.64141350171608
"SGO1",3,1,2.99997694771041,0.624948586120971,355,325,1.09228582225478,0.272015618698406,358,326,1.0981430635008,0.240573203295006
"ZUP1",5,1,4.99935160462203,0.218653694808287,102,111,0.918942840718397,0.580968598230043,107,112,0.955345873737926,0.785452979074008
"PRDM9",5,4,1.24997834728159,1,372,379,0.981528780178218,0.822391302294527,377,383,0.984333218012497,0.85243988582244
"LRRC23",2,0,Inf,0.49996572290589,51,40,1.27497578164184,0.292978101258782,53,40,1.32497041572056,0.211715136012495
"RAB23",6,6,1,1,143,129,1.10851722103428,0.426396594633748,149,135,1.10368934901701,0.436158718200053
