"","Gene","BF","SFARI_score","total_count","g1_count","g1_BF","g2_count","g2_BF","g3_count","g3_BF","g4_count","g4_BF","g5_count","g5_BF","g6_count","g6_BF"
"16949","CFAP20",0.3842,"NA","8 vs 11","-",NA,"-",NA,"3 vs 1",1.09,"5 vs 8",0.38,"0 vs 2",0.92,"-",NA
"16950","PLXNA4",0.3842,"3","1039 vs 1056","-",NA,"-",NA,"-",NA,"1 vs 0",1.21,"171 vs 167",0.37,"867 vs 889",0.86
"16951","LRRC55",0.3842,"NA","34 vs 46","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"34 vs 45",0.95
"16952","PFDN1",0.384,"NA","19 vs 17","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"2 vs 2",0.95,"17 vs 14",1
"16953","DCLK1",0.3839,"NA","19 vs 22","-",NA,"-",NA,"-",NA,"10 vs 11",0.43,"8 vs 11",0.88,"1 vs 0",1.01
"16954","TSPAN12",0.3838,"NA","45 vs 44","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"45 vs 43",0.95
"16955","BEND4",0.3837,"NA","307 vs 312","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"307 vs 311",0.95
"16956","DEGS1",0.3835,"NA","150 vs 152","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"1 vs 2",0.92,"149 vs 149",1.03
"16957","ETAA1",0.3833,"NA","226 vs 244","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"226 vs 243",0.95
"16958","CCDC12",0.383,"NA","260 vs 263","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"260 vs 262",0.95
"16959","TAB1",0.3828,"NA","172 vs 158","-",NA,"-",NA,"1 vs 1",1,"-",NA,"113 vs 105",0.39,"58 vs 52",0.99
"16960","GPR88",0.3827,"NA","5 vs 12","-",NA,"-",NA,"-",NA,"3 vs 5",0.49,"2 vs 7",0.78,"-",NA
"16961","CDC25A",0.3826,"NA","136 vs 158","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 1",0.95,"2 vs 1",1.05,"133 vs 155",0.94
"16962","ACSL3",0.3816,"NA","67 vs 58","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"0 vs 1",0.95,"67 vs 56",0.99
"16963","KIAA1549",0.3816,"NA","772 vs 784","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"772 vs 783",0.91
"16964","FBXO42",0.3806,"NA","58 vs 62","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 1",0.95,"8 vs 7",1.06,"49 vs 53",0.93
"16965","DDX42",0.3804,"NA","168 vs 192","-",NA,"-",NA,"-",NA,"5 vs 11",0.4,"10 vs 12",0.99,"153 vs 169",0.95
"16966","CALD1",0.3804,"NA","546 vs 571","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"546 vs 570",0.91
"16967","RRM2",0.3803,"NA","39 vs 50","-",NA,"-",NA,"-",NA,"1 vs 2",0.73,"27 vs 37",0.52,"11 vs 11",0.99
"16968","MMP24",0.3803,"NA","139 vs 149","-",NA,"-",NA,"2 vs 0",1.04,"-",NA,"56 vs 72",0.36,"81 vs 77",1.01
"16969","KDM3A",0.3801,"NA","161 vs 148","-",NA,"1 vs 1",0.65,"-",NA,"5 vs 6",0.6,"31 vs 28",0.98,"124 vs 113",1
"16970","RCC1L",0.3798,"NA","131 vs 117","-",NA,"-",NA,"1 vs 1",1,"52 vs 39",0.39,"15 vs 15",1,"63 vs 62",0.97
"16971","CLPX",0.3794,"NA","142 vs 153","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"71 vs 72",0.96,"71 vs 80",0.98
"16972","GRIA4",0.3793,"NA","47 vs 51","-",NA,"-",NA,"-",NA,"9 vs 11",0.34,"9 vs 7",1.14,"29 vs 33",0.98
"16973","EPS8",0.3789,"5","697 vs 698","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"697 vs 697",0.94
"16974","PRLR",0.3786,"NA","940 vs 981","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"940 vs 980",0.93
"16975","PAX3",0.3784,"NA","506 vs 506","-",NA,"0 vs 1",0.41,"-",NA,"2 vs 2",0.91,"28 vs 20",1.05,"476 vs 483",0.98
"16976","SBK2",0.3784,"NA","108 vs 96","-",NA,"-",NA,"-",NA,"9 vs 10",0.44,"19 vs 16",0.91,"80 vs 70",0.95
"16977","NDUFC2",0.378,"NA","11 vs 13","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"9 vs 9",0.94,"2 vs 3",0.99
"16978","PIK3R2",0.3778,NA,"465 vs 445","-",NA,"2 vs 1",1.03,"-",NA,"2 vs 5",0.43,"7 vs 9",0.89,"454 vs 430",0.96
"16979","PRPSAP2",0.3776,"NA","27 vs 33","-",NA,"-",NA,"2 vs 0",1.04,"0 vs 4",0.38,"5 vs 5",0.95,"20 vs 24",1
"16980","TLE3",0.3775,"NA","56 vs 60","-",NA,"-",NA,"-",NA,"30 vs 36",0.52,"6 vs 11",0.7,"20 vs 13",1.04
"16981","PRSS36",0.3774,"NA","479 vs 478","-",NA,"-",NA,"8 vs 7",0.99,"5 vs 7",0.43,"30 vs 39",0.87,"436 vs 425",1.03
"16982","NDUFA9",0.3772,"NA","335 vs 297","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"335 vs 296",0.93
"16983","USP49",0.3764,"NA","138 vs 132","-",NA,"0 vs 1",0.41,"-",NA,"4 vs 4",0.81,"52 vs 44",1.14,"82 vs 83",1
"16984","CLEC18C",0.3763,"NA","2 vs 2","-",NA,"2 vs 2",0.38,"-",NA,"-",NA,"-",NA,"-",NA
"16985","NASP",0.3759,"NA","213 vs 196","-",NA,"-",NA,"0 vs 1",0.98,"58 vs 54",0.44,"0 vs 4",0.9,"155 vs 137",0.97
"16986","EPOR",0.3759,"NA","289 vs 287","-",NA,"-",NA,"2 vs 1",1.03,"1 vs 4",0.51,"84 vs 83",0.77,"202 vs 199",0.92
"16987","NDUFS7",0.3758,"NA","17 vs 16","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"11 vs 9",0.93,"6 vs 6",1
"16988","GPR25",0.3758,"NA","270 vs 284","-",NA,"-",NA,"-",NA,"88 vs 105",0.44,"20 vs 18",0.84,"162 vs 161",1.03
"16989","EIF4B",0.3755,"NA","634 vs 691","-",NA,"-",NA,"-",NA,"0 vs 3",0.48,"608 vs 667",0.77,"26 vs 21",1.01
"16990","EMC4",0.3753,"NA","122 vs 160","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"3 vs 4",0.93,"119 vs 155",1
"16991","TAS2R13",0.3746,"NA","54 vs 39","-",NA,"2 vs 2",0.36,"-",NA,"-",NA,"-",NA,"52 vs 37",1.05
"16992","PTGFR",0.3743,"NA","240 vs 245","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"240 vs 244",0.92
"16993","PPP4R3B",0.3741,"NA","314 vs 291","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"5 vs 5",0.92,"309 vs 285",1.01
"16994","LRP5",0.3739,"NA","1351 vs 1289","1 vs 1",0.66,"-",NA,"-",NA,"-",NA,"73 vs 83",0.63,"1277 vs 1205",0.9
"16995","OSBPL8",0.3737,"NA","58 vs 63","-",NA,"-",NA,"-",NA,"0 vs 4",0.38,"17 vs 15",1.02,"41 vs 44",0.97
"16996","MPRIP",0.3737,"NA","146 vs 129","-",NA,"-",NA,"-",NA,"7 vs 9",0.36,"10 vs 9",1.01,"129 vs 111",1.02
"16997","URGCP",0.3735,"NA","726 vs 701","-",NA,"-",NA,"-",NA,"-",NA,"36 vs 53",0.4,"690 vs 648",0.94
"16998","MYRF",0.3732,"NA","432 vs 480","-",NA,"-",NA,"-",NA,"4 vs 6",0.48,"44 vs 43",0.79,"384 vs 431",0.99
"16999","KLHL11",0.3731,"NA","60 vs 67","-",NA,"-",NA,"0 vs 1",0.98,"1 vs 3",0.59,"8 vs 20",0.67,"51 vs 43",0.96
"17000","CCDC112",0.3728,"NA","107 vs 111","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"107 vs 110",0.92
"17001","PPFIA3",0.3727,"NA","58 vs 60","0 vs 1",0.42,"-",NA,"-",NA,"12 vs 9",1.32,"40 vs 41",0.68,"6 vs 9",0.99
"17002","HMG20B",0.3724,"NA","29 vs 39","-",NA,"-",NA,"0 vs 1",0.98,"0 vs 3",0.48,"11 vs 14",0.79,"18 vs 21",0.99
"17003","SLC9A3",0.3719,"NA","218 vs 212","-",NA,"0 vs 2",0.23,"-",NA,"8 vs 3",2.5,"49 vs 59",0.61,"161 vs 148",1.07
"17004","TSGA10",0.3717,"NA","113 vs 120","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"113 vs 119",0.92
"17005","STIMATE",0.3716,"NA","184 vs 216","-",NA,"-",NA,"-",NA,"0 vs 5",0.33,"11 vs 7",1.15,"173 vs 204",0.98
"17006","CYFIP2",0.3716,"NA","118 vs 122","0 vs 1",0.42,"-",NA,"-",NA,"10 vs 8",0.83,"99 vs 101",1.1,"9 vs 12",0.97
"17007","NFS1",0.3712,"NA","91 vs 103","-",NA,"1 vs 1",0.58,"-",NA,"-",NA,"6 vs 15",0.68,"84 vs 87",0.94
"17008","MAN2B1",0.371,"NA","734 vs 730","-",NA,"-",NA,"5 vs 3",1.04,"0 vs 2",0.68,"133 vs 137",0.55,"596 vs 588",0.94
"17009","TMEM259",0.3706,"NA","467 vs 471","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"2 vs 2",0.99,"465 vs 468",0.92
"17010","THRA",0.3705,"4","21 vs 27","-",NA,"-",NA,"2 vs 1",1,"5 vs 7",0.42,"6 vs 7",0.9,"8 vs 12",0.98
"17011","NPIPB8",0.3702,"NA","3 vs 14","-",NA,"-",NA,"0 vs 2",0.96,"1 vs 6",0.45,"2 vs 5",0.86,"0 vs 1",0.99
"17012","MBD1",0.3701,"4","61 vs 79","-",NA,"1 vs 1",0.58,"-",NA,"1 vs 1",0.95,"18 vs 22",0.7,"41 vs 55",0.95
"17013","CLOCK",0.3698,"NA","603 vs 599","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"7 vs 10",0.87,"596 vs 588",1.01
"17014","CCNT2",0.3698,"NA","32 vs 39","-",NA,"-",NA,"0 vs 1",0.98,"3 vs 6",0.41,"3 vs 4",0.94,"26 vs 28",0.97
"17015","DPP8",0.3695,"NA","100 vs 120","1 vs 1",0.66,"-",NA,"-",NA,"2 vs 2",0.85,"35 vs 40",0.7,"62 vs 77",0.94
"17016","FMNL2",0.3688,"NA","222 vs 234","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"15 vs 16",0.83,"207 vs 217",1.06
"17017","INCENP",0.3686,"NA","362 vs 342","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"1 vs 1",0.97,"361 vs 340",0.9
"17018","AOC3",0.3683,"NA","331 vs 289","-",NA,"-",NA,"4 vs 7",0.96,"5 vs 7",0.38,"112 vs 90",0.99,"210 vs 185",1.01
"17019","WDR36",0.3682,"NA","898 vs 852","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"898 vs 851",0.91
"17020","CHST2",0.3661,"NA","228 vs 241","-",NA,"-",NA,"0 vs 1",0.98,"4 vs 5",0.65,"220 vs 231",0.57,"4 vs 4",1
"17021","DHCR24",0.3658,"NA","57 vs 45","-",NA,"1 vs 2",0.24,"-",NA,"3 vs 0",1.79,"42 vs 33",0.86,"11 vs 10",1
"17022","FRS3",0.3653,"NA","356 vs 358","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"0 vs 1",0.95,"356 vs 356",0.95
"17023","TRIM43",0.365,"NA","24 vs 23","-",NA,"-",NA,"1 vs 0",1.02,"7 vs 8",0.43,"10 vs 12",0.83,"6 vs 3",1.01
"17024","KCNH2",0.365,"NA","193 vs 207","1 vs 0",1.58,"-",NA,"-",NA,"15 vs 15",0.45,"37 vs 49",0.54,"140 vs 143",0.94
"17025","PAK1",0.3649,"NA","17 vs 28","-",NA,"1 vs 1",0.58,"-",NA,"3 vs 3",0.87,"7 vs 13",0.74,"6 vs 11",0.98
"17026","ALDOC",0.3645,"NA","113 vs 128","-",NA,"1 vs 1",0.58,"-",NA,"-",NA,"12 vs 18",0.65,"100 vs 109",0.96
"17027","CALCRL",0.3645,"NA","101 vs 96","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"2 vs 4",0.92,"99 vs 91",0.98
"17028","SMC1B",0.3644,"NA","236 vs 230","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 4",1.03,"230 vs 225",0.87
"17029","ZNF585A",0.3642,"NA","563 vs 591","-",NA,"3 vs 2",0.67,"-",NA,"0 vs 1",0.79,"85 vs 87",0.7,"475 vs 501",0.99
"17030","TEK",0.3638,"NA","926 vs 817","0 vs 1",0.42,"-",NA,"-",NA,"12 vs 8",0.91,"1 vs 2",0.95,"913 vs 806",1.01
"17031","USP9X",0.3638,"NA","22 vs 33","-",NA,"-",NA,"-",NA,"6 vs 6",0.6,"8 vs 16",0.61,"8 vs 11",0.99
"17032","HIST1H3H",0.3636,"NA","4 vs 8","-",NA,"-",NA,"-",NA,"1 vs 7",0.33,"2 vs 0",1.11,"1 vs 1",1
"17033","MYOCD",0.3632,"NA","509 vs 573","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"509 vs 572",0.9
"17034","MESD",0.3632,"NA","49 vs 41","-",NA,"2 vs 2",0.36,"-",NA,"-",NA,"-",NA,"47 vs 39",1.02
"17035","TNFRSF13C",0.3631,"NA","206 vs 231","-",NA,"-",NA,"-",NA,"189 vs 204",0.36,"2 vs 1",1.05,"15 vs 26",0.97
"17036","RAE1",0.363,"NA","44 vs 42","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 1",0.95,"30 vs 28",0.94,"13 vs 12",1
"17037","OR6B3",0.3627,"NA","256 vs 246","-",NA,"-",NA,"0 vs 1",0.98,"3 vs 10",0.29,"82 vs 63",1.28,"171 vs 172",0.98
"17038","COPG1",0.3627,"NA","115 vs 124","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"75 vs 77",0.91,"40 vs 46",0.95
"17039","CSNK1G2",0.3626,"NA","272 vs 245","-",NA,"-",NA,"-",NA,"3 vs 5",0.53,"42 vs 44",0.7,"227 vs 196",0.99
"17040","HDC",0.3623,"5","660 vs 666","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 6",0.97,"654 vs 659",0.92
"17041","VKORC1L1",0.3621,"NA","3 vs 6","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"1 vs 3",0.9,"2 vs 2",1
"17042","XPR1",0.3616,"NA","52 vs 49","0 vs 1",0.42,"-",NA,"-",NA,"3 vs 1",1.41,"12 vs 23",0.59,"37 vs 24",1.04
"17043","ACAN",0.3614,"NA","1753 vs 1743","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"0 vs 1",0.95,"1753 vs 1741",0.91
"17044","HK1",0.3612,"NA","49 vs 65","-",NA,"-",NA,"-",NA,"2 vs 6",0.32,"25 vs 20",1.2,"22 vs 39",0.94
"17045","ZNF362",0.3609,"NA","62 vs 58","-",NA,"-",NA,"-",NA,"4 vs 7",0.4,"20 vs 28",0.88,"38 vs 23",1.02
"17046","DOT1L",0.3609,"NA","704 vs 658","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 3",0.59,"43 vs 29",1.54,"660 vs 625",0.95
"17047","ARFIP2",0.3605,"NA","23 vs 29","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"14 vs 13",0.92,"9 vs 15",0.97
"17048","PCSK5",0.36,"NA","693 vs 635","-",NA,"-",NA,"1 vs 1",1,"19 vs 20",0.33,"49 vs 44",0.98,"624 vs 570",1.12
"17049","CHSY1",0.3599,"NA","347 vs 366","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"23 vs 22",0.83,"324 vs 343",1.08
"17050","SF3A3",0.3598,"NA","7 vs 14","0 vs 1",0.42,"-",NA,"-",NA,"2 vs 1",1.08,"5 vs 8",0.81,"0 vs 4",0.98
"17051","TAF4B",0.3598,"NA","303 vs 291","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"35 vs 31",0.99,"268 vs 259",0.9
"17052","CACTIN",0.3592,"NA","123 vs 125","-",NA,"-",NA,"-",NA,"5 vs 7",0.48,"7 vs 13",0.71,"111 vs 105",1.06
"17053","MROH6",0.3592,"NA","252 vs 282","-",NA,"-",NA,"1 vs 4",0.93,"2 vs 4",0.55,"3 vs 6",0.84,"246 vs 268",0.84
"17054","ACBD5",0.3587,"NA","83 vs 91","-",NA,"-",NA,"0 vs 1",0.98,"21 vs 23",0.42,"3 vs 4",0.89,"59 vs 63",0.97
"17055","AGPAT3",0.3583,"NA","376 vs 325","-",NA,"-",NA,"-",NA,"1 vs 3",0.55,"8 vs 19",0.66,"367 vs 303",0.99
"17056","SRCAP",0.3577,"2","808 vs 777","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"5 vs 8",0.84,"803 vs 768",1.01
"17057","GOLGA3",0.3573,"NA","1832 vs 1952","-",NA,"4 vs 3",0.36,"-",NA,"-",NA,"-",NA,"1828 vs 1949",1.01
"17058","DNAJB14",0.3573,"NA","23 vs 18","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"11 vs 11",0.86,"12 vs 6",1.02
"17059","XYLT1",0.3572,"NA","298 vs 273","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"0 vs 3",0.85,"298 vs 269",1.03
"17060","KITLG",0.3567,"NA","180 vs 182","-",NA,"2 vs 2",0.36,"-",NA,"-",NA,"-",NA,"178 vs 180",1
"17061","TFAP2A",0.3564,"NA","12 vs 17","-",NA,"-",NA,"-",NA,"3 vs 6",0.42,"6 vs 9",0.84,"3 vs 2",1.01
"17062","NOL6",0.3564,"NA","581 vs 657","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"581 vs 656",0.85
"17063","ZNF473",0.3559,"NA","570 vs 568","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"50 vs 42",0.9,"520 vs 525",0.98
"17064","SOGA1",0.3558,"NA","346 vs 282","0 vs 2",0.18,"-",NA,"-",NA,"33 vs 23",1.32,"43 vs 38",1.53,"270 vs 219",1
"17065","ZBTB48",0.3555,"NA","104 vs 111","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"20 vs 20",0.9,"84 vs 90",0.97
"17066","MAPK6",0.3554,"NA","38 vs 42","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 10",0.87,"32 vs 31",1.01
"17067","ZXDC",0.3554,"NA","120 vs 140","-",NA,"-",NA,"1 vs 2",0.98,"2 vs 5",0.49,"12 vs 15",0.79,"105 vs 118",0.94
"17068","FAM222B",0.3551,"NA","85 vs 99","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"-",NA,"85 vs 98",0.88
"17069","CCNT1",0.355,"NA","414 vs 421","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 2",0.75,"10 vs 9",1.24,"403 vs 409",0.91
"17070","BIRC3",0.3547,"NA","174 vs 173","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"3 vs 5",0.85,"171 vs 167",1.03
"17071","TRNAU1AP",0.3545,"NA","56 vs 59","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"41 vs 36",0.91,"15 vs 22",0.96
"17072","CYP21A2",0.3543,"NA","53 vs 57","-",NA,"1 vs 1",0.58,"-",NA,"10 vs 7",0.83,"14 vs 18",0.76,"28 vs 31",0.97
"17073","INTS10",0.3538,"NA","96 vs 123","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"34 vs 43",0.95,"62 vs 79",0.91
"17074","EFL1",0.3536,"NA","595 vs 635","-",NA,"-",NA,"1 vs 3",0.96,"3 vs 5",0.47,"0 vs 2",0.9,"591 vs 625",0.88
"17075","TMEM115",0.3533,"NA","22 vs 32","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 0",1.21,"4 vs 13",0.73,"17 vs 18",0.98
"17076","ELF4",0.353,"NA","49 vs 55","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"6 vs 6",0.91,"43 vs 48",0.96
"17077","KRT33B",0.3528,"NA","1245 vs 1225","-",NA,"-",NA,"12 vs 7",1.05,"1 vs 5",0.4,"256 vs 269",0.83,"976 vs 944",1
"17078","AK1",0.3525,"NA","480 vs 448","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"3 vs 5",0.83,"477 vs 442",1.05
"17079","VCAN",0.3514,"NA","1473 vs 1480","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"-",NA,"1473 vs 1479",0.84
"17080","PDCD6IP",0.3509,"NA","256 vs 248","-",NA,"-",NA,"-",NA,"5 vs 7",0.42,"154 vs 155",0.85,"97 vs 86",0.99
"17081","SYVN1",0.3509,"NA","37 vs 49","-",NA,"-",NA,"-",NA,"3 vs 6",0.42,"3 vs 8",0.79,"31 vs 35",1.05
"17082","ZNF367",0.3503,"NA","4 vs 4","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"4 vs 2",1.1,"-",NA
"17083","GRAMD4",0.3503,"NA","58 vs 54","0 vs 1",0.42,"-",NA,"-",NA,"3 vs 3",1.01,"9 vs 11",0.82,"46 vs 39",1
"17084","SCAPER",0.3502,"NA","339 vs 350","-",NA,"-",NA,"0 vs 1",0.98,"0 vs 3",0.48,"10 vs 11",0.81,"329 vs 335",0.91
"17085","RASD2",0.3499,"NA","27 vs 28","-",NA,"0 vs 1",0.41,"-",NA,"2 vs 1",1.08,"20 vs 24",0.79,"5 vs 2",1.02
"17086","ASAP2",0.3499,"3","142 vs 157","1 vs 1",0.59,"-",NA,"-",NA,"2 vs 4",0.62,"2 vs 3",0.94,"137 vs 149",1.01
"17087","REM2",0.3498,"NA","88 vs 86","-",NA,"-",NA,"15 vs 16",0.95,"2 vs 4",0.55,"55 vs 48",0.69,"16 vs 18",0.97
"17088","PLXNA2",0.3497,"NA","1392 vs 1413","-",NA,"2 vs 2",0.42,"-",NA,"1 vs 1",0.89,"186 vs 183",0.98,"1203 vs 1227",0.97
"17089","FAM120AOS",0.3495,"NA","882 vs 891","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"878 vs 889",0.85,"4 vs 1",1.01
"17090","SMARCB1",0.349,"NA","3 vs 6","0 vs 1",0.42,"-",NA,"-",NA,"1 vs 1",0.95,"2 vs 4",0.87,"-",NA
"17091","TRIM2",0.3487,"NA","71 vs 70","-",NA,"-",NA,"-",NA,"0 vs 3",0.48,"42 vs 44",0.71,"29 vs 23",1.01
"17092","CLDN5",0.3486,"NA","19 vs 25","-",NA,"-",NA,"-",NA,"4 vs 5",0.57,"13 vs 19",0.61,"2 vs 1",1.01
"17093","GOLGA8S",0.3486,"NA","512 vs 437","-",NA,"-",NA,"1 vs 1",1,"51 vs 44",0.42,"63 vs 56",0.87,"397 vs 336",0.94
"17094","CRYBB2",0.3474,"NA","145 vs 140","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"9 vs 12",0.87,"136 vs 127",0.99
"17095","PPM1D",0.347,"4","93 vs 98","-",NA,"-",NA,"2 vs 0",1.06,"5 vs 7",0.48,"26 vs 30",0.72,"60 vs 61",0.95
"17096","FADS3",0.3466,"NA","33 vs 37","-",NA,"-",NA,"2 vs 0",1.04,"6 vs 11",0.3,"19 vs 13",1.15,"6 vs 13",0.98
"17097","CLDN24",0.3463,"NA","161 vs 190","-",NA,"-",NA,"1 vs 0",1.02,"0 vs 8",0.35,"58 vs 51",1.02,"102 vs 131",0.94
"17098","CDCA7",0.3463,"NA","26 vs 26","-",NA,"-",NA,"0 vs 2",0.97,"3 vs 6",0.41,"4 vs 7",0.83,"19 vs 11",1.04
"17099","SPNS1",0.3462,"NA","197 vs 228","-",NA,"-",NA,"-",NA,"0 vs 1",0.79,"101 vs 109",0.48,"96 vs 118",0.93
"17100","NBPF15",0.3459,"NA","173 vs 177","-",NA,"-",NA,"10 vs 7",1.02,"1 vs 3",0.65,"157 vs 162",0.53,"5 vs 5",1
"17101","CRY2",0.3459,"NA","118 vs 125","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 0",1.21,"15 vs 18",0.72,"102 vs 106",0.97
"17102","DGKZ",0.3454,"5","358 vs 338","1 vs 1",0.66,"-",NA,"-",NA,"10 vs 9",0.72,"103 vs 95",0.78,"244 vs 233",0.92
"17103","ZMYM3",0.3451,"NA","84 vs 85","-",NA,"-",NA,"-",NA,"3 vs 6",0.43,"76 vs 74",0.8,"5 vs 5",1
"17104","ANKRD9",0.3447,"NA","9 vs 10","-",NA,"-",NA,"1 vs 0",1.02,"1 vs 7",0.3,"7 vs 3",1.13,"-",NA
"17105","MTX1",0.3442,"NA","175 vs 198","-",NA,"-",NA,"1 vs 1",0.99,"137 vs 155",0.39,"1 vs 3",0.9,"36 vs 39",0.99
"17106","ATP13A3",0.3433,"NA","193 vs 184","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"17 vs 23",0.84,"176 vs 160",0.97
"17107","CPNE6",0.3432,"NA","71 vs 67","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"21 vs 19",0.85,"50 vs 47",1
"17108","KCNAB2",0.3431,"NA","282 vs 278","-",NA,"-",NA,"-",NA,"4 vs 4",0.74,"269 vs 266",0.47,"9 vs 8",0.99
"17109","GOLGA6L10",0.3431,"NA","0 vs 8","-",NA,"-",NA,"0 vs 1",0.98,"0 vs 6",0.37,"0 vs 1",0.95,"-",NA
"17110","GLIS2",0.3426,"NA","588 vs 594","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"7 vs 10",0.9,"581 vs 583",0.94
"17111","TECPR2",0.3425,"NA","1782 vs 1864","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"24 vs 22",1.05,"1758 vs 1841",0.81
"17112","MMS22L",0.3425,"NA","412 vs 419","-",NA,"4 vs 3",0.39,"-",NA,"-",NA,"-",NA,"408 vs 416",0.89
"17113","ATG2A",0.3423,"NA","2126 vs 1969","1 vs 1",0.66,"-",NA,"-",NA,"0 vs 1",0.79,"34 vs 35",0.78,"2091 vs 1932",0.85
"17114","NUDT3",0.3422,"NA","34 vs 26","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"7 vs 4",1.08,"27 vs 20",1
"17115","HSD17B8",0.3421,"NA","54 vs 68","-",NA,"0 vs 1",0.41,"-",NA,"-",NA,"11 vs 11",0.86,"43 vs 56",0.99
"17116","NEK6",0.3421,"NA","31 vs 27","-",NA,"-",NA,"-",NA,"2 vs 6",0.32,"5 vs 2",1.09,"24 vs 19",0.99
"17117","NRN1",0.3418,"NA","14 vs 17","-",NA,"0 vs 1",0.41,"-",NA,"0 vs 1",0.79,"3 vs 1",1.1,"11 vs 14",0.97
"17118","STAT5A",0.3414,"NA","122 vs 115","1 vs 0",1.58,"-",NA,"-",NA,"15 vs 17",0.26,"30 vs 26",0.84,"76 vs 72",0.98
"17119","MAPRE2",0.3412,"NA","10 vs 9","-",NA,"0 vs 1",0.41,"-",NA,"1 vs 2",0.83,"-",NA,"9 vs 6",1.02
"17120","CDK6",0.3404,"NA","34 vs 39","-",NA,"-",NA,"-",NA,"2 vs 6",0.34,"32 vs 33",1,"-",NA
"17121","CLUH",0.3403,"NA","300 vs 295","0 vs 1",0.42,"-",NA,"-",NA,"-",NA,"20 vs 20",0.86,"280 vs 274",0.95
