"","LoF_pvalue","LoF.Missense_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"RHOC",1,0.25,0.596573590279973,NA,0.956521739130435
"PPM1J",0.569974967045709,0.635833759559318,0.890393711300634,0.923076923076923,0.988636363636364
"FAM19A3",0.109375,0.109375,0.351418914689539,0.397583617650433,0.96551724137931
"UBIAD1",0.34375,0.34375,0.710820216562966,0.8,0.970588235294118
"SLC16A1",1,1,1,1,0.981818181818182
"LRIG2",0.9453125,0.9453125,0.998476608727094,0.875,0.994219653179191
"MAGI3",0.9375,0.70947265625,0.823915172670711,0.75,0.994252873563218
"PHTF1",0.678015521814813,0.678015521814813,0.941482249649899,0.96,0.990990990990991
"RSBN1",0.56603029978578,0.5,0.640252395350176,0.8,0.990654205607477
"PTPN22",0.314529418945313,0.314529418945313,0.678338572906542,0.909090909090909,0.991071428571429
"BCL2L15",0.5,0.5,0.846573590279973,0.5,0.962962962962963
"AP4B1",0.5,0.5,0.846573590279973,0.916666666666667,0.993150684931507
"DCLRE1B",0.5,0.5,0.846573590279973,0.5,0.988095238095238
"HIPK1",0.5,0.5,0.742810969879397,0.5,0.993243243243243
"OLFML3",0.5,0.5,0.846573590279973,0.75,0.985507246376812
"SYT6",0.5,0.5,0.846573590279973,0.666666666666667,0.99009900990099
"TRIM33",0.5,0.876105718314647,0.815521341417945,0.5,0.990291262135922
"BCAS2",0.7734375,0.7734375,0.972141648161857,0.833333333333333,0.944444444444444
"DENND2C",0.661180257797241,0.661180257797241,0.934729553676361,0.933333333333333,0.993788819875776
"AMPD1",0.964622227009386,0.964622227009386,0.999366693486279,0.9375,0.994318181818182
"NRAS",1,1,1,NA,0.928571428571429
"CSDE1",0.25,0.6875,0.596573590279973,0.5,0.988372093023256
"SIKE1",0.5,0.5,0.846573590279973,0.666666666666667,0.96969696969697
"SYCP1",1,1,1,1,0.991452991452991
"TSHB",0.91015625,0.91015625,0.995837440948945,0.5,0.947368421052632
"TSPAN2",0.7255859375,0.7255859375,0.95833631868662,0.857142857142857,0.975609756097561
"NGF",1,1,1,NA,0.979591836734694
"VANGL1",0.5,0.5,0.846573590279973,0.8,0.990654205607477
"CASQ2",0.890625,0.890625,0.993787710702062,0.833333333333333,0.985714285714286
"NHLH2",1,0.9375,0.998004863566473,NA,0.923076923076923
"SLC22A15",0.8665771484375,0.8665771484375,0.990674583064462,0.9,0.989010989010989
"MAB21L3",0.592735290527344,0.592735290527344,0.902740215925116,0.8,0.986111111111111
"ATP1A1",1,0.123894281685352,0.382626011177122,NA,0.983870967741935
"FBXO2",0.65625,0.65625,0.932671336456324,0.666666666666667,0.985507246376812
"CD58",1,1,1,NA,0.973684210526316
"FBXO44",0.8125,0.8125,0.981206983882324,0.75,0.96875
"IGSF3",1,1,1,1,0.987012987012987
"FBXO6",1,1,1,NA,0.980769230769231
"MAD2L2",1,1,1,0.5,0.95
"CD2",0.5,0.5,0.846573590279973,0.5,0.985714285714286
"PTGFRN",0.63671875,0.63671875,0.924150940307291,0.738733743437956,0.993464052287582
"CD101",0.195801455273746,0.195801455273746,0.515085904325357,0.961538461538462,0.994897959183674
"TTF2",0.0924666710197926,0.0924666710197926,0.312621216491076,0.941176470588235,0.994845360824742
"DRAXIN",0.8665771484375,0.8665771484375,0.990674583064462,0.843206460665206,0.983333333333333
"TRIM45",0.960823059082031,0.960823059082031,0.999222360927397,0.923076923076923,0.991666666666667
"VTCN1",0.36328125,0.36328125,0.73113183388026,0.857142857142857,0.96875
"AGTRAP",0.5,0.5,0.846573590279973,0.5,0.971428571428571
"MAN1A2",0.125,0.125,0.38493019270998,0.5,0.980392156862745
"C1orf167",1,1,1,1,0.996268656716418
"GDAP2",0.623046875,0.623046875,0.917831237498511,0.833333333333333,0.986301369863014
"MTHFR",0.994140625,0.994140625,0.99998280023612,0.875,0.991452991452991
"TTLL10",0.990394592285156,0.990394592285156,0.999953719652488,0.923076923076923,0.995
"WDR3",0.314529418945313,0.314529418945313,0.678338572906542,0.916666666666667,0.993006993006993
"SPAG17",0.0748063921928405,0.0748063921928405,0.268768291354052,0.96,0.99748743718593
"CLCN6",0.3125,0.3125,0.675984628064276,0.75,0.993243243243243
"NPPA",0.9375,0.9375,0.998004863566473,0.9375,0.975609756097561
"NPPB",0.75,0.75,0.965761554338836,0.75,0.974358974358974
"TBX15",0.5,0.5,0.846573590279973,0.5,0.985714285714286
"WARS2",0.125,0.125,0.38493019270998,0.352416382349567,0.981481481481482
"PLOD1",0.240341186523438,0.240341186523438,0.582994595819222,0.916666666666667,0.994285714285714
"HAO2",0.584094047546386,0.584094047546386,0.898157485258433,0.923076923076923,0.987012987012987
"HSD3B2",0.34375,0.34375,0.710820216562966,0.75,0.974358974358974
"HSD3B1",1,1,1,NA,0.981132075471698
"ZNF697",1,0.85546875,0.846573590279973,0.666666666666667,0.991525423728814
"PHGDH",0.85546875,0.85546875,0.989012310590666,0.857142857142857,0.990740740740741
"HMGCS2",0.240341186523438,0.240341186523438,0.582994595819222,0.888888888888889,0.98989898989899
"REG4",0.376953125,0.376953125,0.744721574558559,0.833333333333333,0.96875
"MFN2",0.8125,0.36328125,0.333844154562149,0.75,0.991596638655462
"NOTCH2",1,1,1,1,0.996710526315789
"MIIP",0.975563053840865,0.975563053840865,0.999698955525701,0.9,0.989690721649485
"TNFRSF18",0.5,0.5,0.846573590279973,0.666666666666667,0.988888888888889
"TNFRSF8",0.75,0.75,0.965761554338836,0.5,0.991379310344828
"TNFRSF4",1,1,1,1,0.986301369863014
"FAM72B",1,1,1,1,NA
"SDF4",0.34375,0.34375,0.710820216562966,0.8,0.987654320987654
"TNFRSF1B",1,1,1,1,0.987012987012987
"VPS13D",0.25172233581543,0.0757948160171509,0.0810548653014415,0.944444444444444,0.998563218390805
"B3GALT6",0.072998046875,0.157153289931969,0.121417294006519,0.9,0.987341772151899
"UBE2J2",1,0.75,0.965761554338836,NA,0.96875
"DHRS3",1,0.942340850830078,0.998304808329985,NA,0.981132075471698
"AADACL4",0.9375,0.9375,0.998004863566473,0.5,0.989130434782609
"AADACL3",1,1,1,NA,0.985074626865672
"C1orf158",0.166152954101563,0.166152954101563,0.464372003001887,0.75,0.979166666666667
"PRAMEF12",1,1,1,0.5,0.9875
"PRAMEF1",1,1,1,NA,0.8
"PRAMEF2",1,1,1,NA,0.933333333333333
"SCNN1D",0.5,0.5,0.846573590279973,0.875,NA
"PRAMEF7",1,0.65625,0.932671336456324,NA,0.666666666666667
"ACAP3",1,1,1,0.666666666666667,0.993710691823899
"PRAMEF6",1,1,1,NA,1
"PUSL1",0.65556011963833,0.65556011963833,0.932380386814487,0.916666666666667,0.98936170212766
"TAS1R3",0.588098526000976,0.588098526000976,0.900296970520863,0.928571428571429,NA
"DVL1",0.75,0.75,0.965761554338836,0.5,0.995
"PRAMEF19",1,0.751691282341033,0.96624620042231,NA,0.944444444444444
"PRAMEF17",1,0.623983399200703,0.918273634983037,NA,0.961538461538462
"PRAMEF20",0.5,0.5,0.846573590279973,0.5,NA
"LRRC38",0.5,0.5,0.846573590279973,0.5,NA
"MXRA8",1,0.350554019212723,0.44159475222858,0.666666666666667,0.988095238095238
"PDPN",1,1,1,1,0.983050847457627
"PRDM2",0.5,0.5,0.846573590279973,0.5,0.996655518394649
"AURKAIP1",0.34375,0.34375,0.710820216562966,0.8,0.972222222222222
"CCNL2",0.9375,0.9375,0.998004863566473,0.666666666666667,0.991379310344828
"MRPL20",0.75,0.75,0.965761554338836,0.5,0.976744186046512
"TMEM88B",0.1875,0.1875,0.501370581294688,0.577979130377369,NA
"VWA1",0.376953125,0.26119869024842,0.40336934800386,0.875,0.990654205607477
"NBPF15",1,0.875,0.991839968546457,NA,0.8
"ATAD3C",0.696380615234375,0.772750854492188,0.948372143625449,0.8,0.981132075471698
"GPR89A",1,1,1,1,NA
"PDZK1",0.2744140625,0.2744140625,0.629263589151039,0.666666666666667,NA
"CD160",1,1,1,1,NA
"POLR3C",0.5,0.5,0.846573590279973,0.933333333333333,NA
"NUDT17",0.29052734375,0.29052734375,0.649635869367769,0.857142857142857,NA
"ANKRD35",0.00302626971227969,0.00302626971227969,0.0205799188038459,0.971428571428571,NA
"ITGA10",0.0798558415590101,0.0798558415590101,0.281694056477495,0.952380952380952,NA
"PEX11B",0.5,0.5,0.846573590279973,0.8,NA
"LIX1L",0.3125,0.3125,0.675984628064276,0.666666666666667,NA
"POLR3GL",0.5,0.5,0.846573590279973,0.5,NA
"KAZN",0.25,0.422509491443634,0.425282935675679,0.5,0.993197278911565
"TXNIP",0.98046875,0.98046875,0.999808011102705,0.75,NA
"NBPF12",1,0.5,0.846573590279973,NA,0.923076923076923
"PRKAB2",0.125,0.125,0.38493019270998,0.352416382349567,0.96875
"FMO5",0.918622171273455,0.918622171273455,0.996595162386766,0.923076923076923,0.990566037735849
"CHD1L",0.677768043052886,0.677768043052886,0.941386037920064,0.966666666666667,0.994897959183674
"BCL9",0.75,0.75,0.965761554338836,0.666666666666667,0.996138996138996
"ACP6",0.833847045898437,0.833847045898437,0.985361466561743,0.857142857142857,0.987341772151899
"ATAD3B",0.5,0.5,0.693774586849394,0.8,0.985714285714286
"GJA5",0.5,0.5,0.846573590279973,0.666666666666667,0.985074626865672
"GJA8",0.0625,0.0625,0.235786795139986,0.857142857142857,0.988505747126437
"GPR89B",0.962240651249886,0.885259493486956,0.71697973535159,0.980806646297196,0.875
"NBPF14",0.875,0.875,0.991839968546457,0.666666666666667,0.857142857142857
"NBPF9",1,1,1,1,0.5
"HIST2H2BE",1,1,1,NA,0.833333333333333
"HIST2H2AB",0.125,0.1875,0.315667838824839,0.5,0.875
"BOLA1",1,1,1,NA,0.961538461538462
"SV2A",0.25,0.623046875,0.543735953707487,0.5,0.991228070175439
"SF3B4",1,0.5,0.846573590279973,NA,0.954545454545455
"MTMR11",0.0213869726285338,0.0213869726285338,0.103619311310245,0.923076923076923,0.991869918699187
"OTUD7B",0.1875,0.1875,0.501370581294688,0.8,0.993243243243243
"VPS45",0.85546875,0.85546875,0.989012310590666,0.857142857142857,0.988235294117647
"PLEKHO1",1,1,1,NA,0.983870967741935
"ANP32E",0.25,0.25,0.596573590279973,0.5,0.909090909090909
"CA14",0.0835342407226563,0.0835342407226563,0.29090788160177,0.9,0.985915492957746
"APH1A",1,0.91015625,0.989012310590666,1,0.958333333333333
"C1orf54",1,1,1,NA,0.941176470588235
"MRPS21",0.5,0.5,0.846573590279973,0.5,0.916666666666667
"PRPF3",1,0.5,0.762148286844367,1,0.98
"RPRD2",0.5,0.131587982177734,0.306283571377246,0.5,0.995327102803738
"TARS2",0.940765380859375,0.940765380859375,0.998209926229286,0.9,0.989795918367347
"ECM1",0.63671875,0.63671875,0.924150940307291,0.857142857142857,0.991596638655462
"ADAMTSL4",0.96804267168045,0.96804267168045,0.999483836449706,0.95,0.996527777777778
"MCL1",1,1,1,NA,0.987341772151899
"ENSA",1,1,1,1,0.666666666666667
"GOLPH3L",0.6875,0.6875,0.94510174649097,0.666666666666667,0.98
"HORMAD1",0.5,0.8125,0.846573590279973,0.647583617650433,0.971428571428571
"CTSS",0.5,0.5,0.846573590279973,0.5,0.956521739130435
"CTSK",0.78802490234375,0.78802490234375,0.975752597798862,0.857142857142857,0.976744186046512
"ARNT",1,0.572232224047184,0.891658193510179,NA,0.990909090909091
"SETDB1",0.75,0.5,0.742810969879398,0.5,0.992
"CERS2",1,1,1,NA,0.985294117647059
"ANXA9",0.415905952453613,0.415905952453613,0.780778630872874,0.923076923076923,0.986486486486487
"BNIPL",0.828125,0.828125,0.984302062496877,0.857142857142857,0.985714285714286
"C1orf56",0.5,0.623046875,0.772194534043639,0.833333333333333,0.982456140350877
"CDC42SE1",0.5,0.5,0.846573590279973,0.5,0.888888888888889
"MLLT11",1,1,1,NA,0.833333333333333
"GABPB2",0.36328125,0.36328125,0.73113183388026,0.857142857142857,0.984848484848485
"SEMA6C",0.91015625,0.91015625,0.995837440948945,0.8,0.99438202247191
"TNFAIP8L2",1,1,1,1,0.975
"LYSMD1",0.2265625,0.2265625,0.562947645187978,0.422529504910763,0.96875
"SCNM1",0.890625,0.890625,0.993787710702062,0.75,0.972222222222222
"TMOD4",0.828125,0.828125,0.984302062496877,0.875,0.985507246376812
"VPS72",0.34375,0.34375,0.710820216562966,0.833333333333333,0.984615384615385
"PIP5K1A",0.75,0.8125,0.932671336456324,0.5,0.976190476190476
"PSMD4",1,1,1,NA,0.923076923076923
"ZNF687",1,1,1,NA,0.995073891625616
"PI4KB",1,0.569974967045709,0.890393711300634,NA,0.98989898989899
"RFX5",0.7734375,0.7734375,0.972141648161857,0.8,0.990384615384615
"SELENBP1",0.98046875,0.98046875,0.999808011102705,0.857142857142857,0.989690721649485
"PSMB4",1,1,1,0.5,0.974358974358974
"POGZ",1,0.5,0.846573590279973,NA,0.994186046511628
"CGN",0.592439382387501,0.592439382387501,0.902585379912507,0.96,0.99625468164794
"TUFT1",0.791153904581734,0.791153904581734,0.976491802253465,0.666666666666667,0.986301369863014
"SNX27",1,1,1,NA,0.985074626865672
"CELF3",0.75,0.0748063921928405,0.202823685437374,0.5,0.980392156862745
"RIIAD1",0.6875,0.6875,0.94510174649097,0.779781820901355,NA
"MRPL9",0.696380615234375,0.696380615234375,0.948372143625449,0.875,0.985074626865672
"OAZ3",0.88671875,0.88671875,0.993326663783525,0.8,0.973684210526316
"TDRKH",1,1,1,0.833333333333333,0.985074626865672
"LINGO4",0.114761471748352,0.114761471748352,0.363208520352498,0.933333333333333,0.991452991452991
"RORC",1,1,1,1,0.985714285714286
"THEM5",0.846271872520447,0.846271872520447,0.98752701096282,0.909090909090909,0.977272727272727
"THEM4",0.75,0.75,0.965761554338836,0.5,0.961538461538462
"S100A10",1,1,1,NA,0.947368421052632
"S100A11",0.65625,0.65625,0.932671336456324,0.721284024524029,0.923076923076923
"TCHHL1",1,1,1,NA,0.992537313432836
"TCHH",0.875,0.875,0.991839968546457,0.666666666666667,0.996815286624204
"TMEM51",0.5,0.5,0.846573590279973,0.647583617650433,0.979591836734694
"RPTN",1,1,1,NA,0.990196078431373
"HRNR",0.125,0.125,0.38493019270998,0.125,NA
"ATAD3A",0.3125,0.5,0.675984628064276,0.75,0.972222222222222
"FLG2",0.5,0.5,0.846573590279973,0.5,0.996062992125984
"CRNN",1,1,1,NA,0.988235294117647
"LCE5A",1,1,1,NA,0.956521739130435
"CRCT1",1,1,1,1,0.9375
"LCE3E",1,1,1,NA,0.75
"LCE3D",1,1,1,NA,0.666666666666667
"LCE3C",1,1,1,NA,0.8
"LCE3B",1,1,1,NA,0.666666666666667
"LCE2D",1,1,1,NA,0.8
"LCE2C",1,1,1,NA,0.857142857142857
"LCE2B",1,1,1,NA,0.548117418647802
"LCE2A",1,1,1,NA,0.941176470588235
"KPRP",1,1,1,NA,0.992424242424242
"LCE1F",0.5,0.5,0.846573590279973,0.666666666666667,0.928571428571429
"LCE1E",1,1,1,NA,0.5
"LCE1D",1,1,1,1,0.8
"LCE1B",1,1,1,NA,0.857142857142857
"LCE1A",1,1,1,NA,0.888888888888889
"SPRR4",1,1,1,NA,0.933333333333333
"SPRR1A",1,1,1,NA,0.833333333333333
"SPRR1B",1,1,1,NA,0.75
"FHAD1",0.440197910640337,0.440197910640337,0.801393879194364,0.958333333333333,NA
"SPRR2E",1,1,1,NA,0.5
"LELP1",1,1,1,1,0.947368421052632
"PRR9",0.2265625,0.2265625,0.562947645187978,0.75,NA
"PGLYRP3",0.623046875,0.623046875,0.917831237498511,0.857142857142857,0.984375
"PGLYRP4",0.588098526000976,0.588098526000976,0.900296970520863,0.9,0.984615384615385
"S100A9",1,1,1,1,0.95
"S100A12",1,1,1,NA,0.928571428571429
"S100A8",1,1,1,1,0.923076923076923
"S100A7A",1,1,1,NA,0.888888888888889
"S100A7L2",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"S100A7",1,1,1,NA,0.875
"S100A6",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"S100A5",1,1,1,1,0.95
"S100A4",1,1,1,NA,0.952380952380952
"S100A3",1,1,1,NA,0.962962962962963
"S100A2",0.577490508556366,0.577490508556366,0.894569336803424,0.75134322205204,0.916666666666667
"S100A16",0.989364624023438,0.989364624023438,0.999943242819158,0.5,0.956521739130435
"S100A14",0.75,0.75,0.965761554338836,0.5,0.952380952380952
"S100A13",0.5,0.5,0.846573590279973,0.5,0.941176470588235
"S100A1",0.96875,0.96875,0.99950655149225,0.666666666666667,0.967741935483871
"CHTOP",0.5,0.5,0.846573590279973,0.5,0.977272727272727
"SNAPIN",1,1,1,NA,0.923076923076923
"ILF2",1,0.8665771484375,0.990674583064462,NA,0.947368421052632
"NPR1",0.36328125,0.0317840576171875,0.0645636261101691,0.833333333333333,0.9921875
"INTS3",0.75,0.00227569206617773,0.00958961778291114,0.5,0.987179487179487
"SLC27A3",0.92393956651662,0.92393956651662,0.997031144749876,0.9375,0.994764397905759
"GATAD2B",1,0.376953125,0.744721574558559,NA,0.981132075471698
"DENND4B",1,0.828125,0.846573590279973,0.666666666666667,0.995215311004785
"CRTC2",0.5,0.5,0.846573590279973,0.666666666666667,0.989130434782609
"SLC39A1",0.5,0.5,0.846573590279973,0.75,0.981132075471698
"CREB3L4",1,1,1,NA,0.987341772151899
"JTB",0.5,0.0540645107030287,0.155095879042185,0.5,0.947368421052632
"RAB13",1,1,1,NA,0.956521739130435
"NUP210L",0.2744140625,0.2744140625,0.629263589151039,0.909090909090909,0.996212121212121
"EFHD2",1,0.6875,0.94510174649097,NA,0.966666666666667
"TPM3",0.9375,0.314529418945313,0.20357380702158,0.75,0.923076923076923
"C1orf189",0.6875,0.6875,0.94510174649097,0.666666666666667,0.958333333333333
"C1orf43",0.5,0.5,0.846573590279973,0.666666666666667,0.976744186046512
"SSU72",1,0.34375,0.501370581294688,1,0.909090909090909
"UBAP2L",1,0.11328125,0.359994401641795,NA,0.990384615384615
"HAX1",0.70947265625,0.70947265625,0.952987313340813,0.8,0.978723404255319
"AQP10",1,0.875,0.965761554338836,1,0.954545454545455
"ATP8B2",0.70947265625,0.70947265625,0.952987313340813,0.857142857142857,0.993975903614458
"CTRC",0.015625,0.015625,0.0806075481774949,0.22947286165562,0.982758620689655
"IL6R",0.75,0.75,0.965761554338836,0.75,0.988372093023256
"SHE",0.38720703125,0.38720703125,0.754587422494125,0.8,0.987179487179487
"TDRD10",1,1,1,1,0.983050847457627
"UBE2Q1",1,0.5,0.846573590279973,NA,0.933333333333333
"CELA2A",1,1,1,0.5,0.970588235294118
"CHRNB2",0.5,0.894195715619242,0.818673228564722,0.666666666666667,0.982758620689655
"ADAR",0.6875,0.572232224047184,0.763778982638432,0.666666666666667,0.99290780141844
"KCNN3",1,0.933099746704102,0.997710535009733,NA,0.982758620689655
"CELA2B",0.345018982887268,0.345018982887268,0.712172948645603,0.75,0.977272727272727
"PMVK",0.171875,0.171875,0.474544779940224,0.5,0.974358974358974
"CASP9",0.29052734375,0.29052734375,0.649635869367769,0.909090909090909,0.989010989010989
"PBXIP1",0.2744140625,0.2744140625,0.629263589151039,0.833333333333333,0.992957746478873
"PYGO2",1,1,1,1,0.985915492957746
"SHC1",0.25,0.25,0.596573590279973,0.5,0.990291262135922
"CKS1B",1,1,1,NA,0.875
"FLAD1",0.65625,0.65625,0.932671336456324,0.833333333333333,0.989795918367347
"LENEP",0.75,0.75,0.965761554338836,0.5,0.941176470588235
"ZBTB7B",1,0.75,0.965761554338836,NA,0.986486486486487
"DCST2",0.623046875,0.623046875,0.917831237498511,0.75,0.994413407821229
"DCST1",0.907533328980207,0.804235847434029,0.67536139705598,0.9375,0.993865030674847
"ADAM15",0.569974967045709,0.569974967045709,0.890393711300634,0.933333333333333,0.993710691823899
"EFNA4",0.75,0.75,0.965761554338836,0.5,0.970588235294118
"EFNA3",0.5,0.88671875,0.826858651425084,0.5,0.96
"EFNA1",1,1,1,NA,0.972222222222222
"SLC50A1",0.36328125,0.36328125,0.73113183388026,0.75,0.96
"DPM3",0.5,0.5,0.846573590279973,0.5,0.944444444444444
"KRTCAP2",0.34375,0.34375,0.710820216562966,0.569757346661478,0.964285714285714
"TRIM46",1,0.999755859375,0.999999908513503,1,0.989010989010989
"MUC1",0.75,0.75,0.965761554338836,0.75,0.989583333333333
"THBS3",0.849002193405169,0.849002193405169,0.987978341726523,0.961538461538462,0.994082840236686
"MTX1",1,0.5,0.846573590279973,NA,0.973684210526316
"GBA",1,1,1,NA,0.96
"FAM189B",0.307327507882732,0.117689931105528,0.143091630782995,0.944444444444444,0.992307692307692
"SCAMP3",0.5,0.5,0.846573590279973,0.8,0.980769230769231
"CLK2",1,0.74609375,0.964627606010508,NA,0.986301369863014
"HCN3",0.623046875,0.623046875,0.917831237498511,0.833333333333333,0.993788819875776
"PKLR",0.65625,0.65625,0.932671336456324,0.8,0.99009900990099
"DNAJC16",0.876105718314647,0.876105718314647,0.991986918310966,0.9375,0.99290780141844
"FDPS",0.7734375,0.7734375,0.972141648161857,0.75,0.981481481481482
"RUSC1",0.2265625,0.21197509765625,0.359994401641795,0.833333333333333,0.99290780141844
"ASH1L",0.2744140625,0.0442147734938772,0.100298811561751,0.5,0.997252747252747
"MSTO1",1,0.890625,0.993787710702062,NA,0.909090909090909
"YY1AP1",0.85546875,0.85546875,0.989012310590666,0.75,0.983870967741935
"DAP3",0.9375,0.9375,0.998004863566473,0.8,0.983606557377049
"AGMAT",0.190846698831607,0.190846698831607,0.506943184688621,0.833333333333333,0.986486486486487
"GON4L",0.6875,0.890625,0.94510174649097,0.666666666666667,0.994652406417112
"SYT11",1,1,1,NA,0.98
"RIT1",0.14453125,0.171875,0.349253435620967,0.14453125,0.95
"RXFP4",1,1,1,NA,0.986486486486487
"ARHGEF2",0.25,0.100015684256552,0.15963983899429,0.5,0.992424242424242
"SSR2",0.75,0.75,0.965761554338836,0.75,0.966666666666667
"UBQLN4",1,1,1,NA,0.916666666666667
"LAMTOR2",0.6875,0.2265625,0.296839725799482,0.6875,0.928571428571429
"RAB25",0.849063754756496,0.849063754756496,0.98798841668829,0.833333333333333,0.976744186046512
"MEX3A",1,0.942340850830078,0.998304808329985,NA,0.978723404255319
"LMNA",1,0.34375,0.710820216562966,1,0.983333333333333
"SEMA4A",0.03515625,0.03515625,0.152857717985508,0.833333333333333,0.992125984251969
"SLC25A44",0.984375,0.828125,0.670266833529056,0.8,0.970588235294118
"PMF1",0.6875,0.6875,0.94510174649097,0.75,0.944444444444444
"PMF1-BGLAP",1,1,1,NA,0.666666666666667
"BGLAP",0.604736328125,0.604736328125,0.90889616702116,0.696259046723996,0.95
"PAQR6",0.928268432617188,0.928268432617188,0.997363470287329,0.75,0.983870967741935
"SMG5",0.3125,0.3125,0.675984628064276,0.75,0.994444444444444
"DDI2",1,0.5,0.846573590279973,NA,0.966666666666667
"TMEM79",0.986698150634766,0.986698150634766,0.99991113550201,0.875,0.990384615384615
"CCT3",1,1,1,NA,0.988636363636364
"TSACC",1,1,1,NA,0.956521739130435
"RHBG",0.325793913604458,0.325793913604458,0.69116861590437,0.923076923076923,0.988888888888889
"C1orf61",1,1,1,1,0.956521739130435
"MEF2D",0.5,0.6875,0.799171875768205,0.5,0.985074626865672
"IQGAP3",0.595025473540537,0.595025473540537,0.903933579855616,0.971428571428571,0.997032640949555
"TTC24",0.407264709472656,0.407264709472656,0.773107304494341,0.875,0.989690721649485
"GPATCH4",1,1,1,NA,0.983606557377049
"RSC1A1",1,1,1,NA,0.991379310344828
"HAPLN2",0.109375,0.0669002532958985,0.116688064096119,0.397583617650433,0.980392156862745
"BCAN",0.975479125976562,0.99042135477066,0.996886430935037,0.916666666666667,0.994505494505495
"NES",1,0.430025032954291,0.727845595528254,1,0.996
"CRABP2",0.395263671875,0.395263671875,0.762148286844367,0.8,0.947368421052632
"ISG20L2",0.5,0.5,0.846573590279973,0.5,0.98
"RRNAD1",0.9892578125,0.9892578125,0.999942094988603,0.857142857142857,0.989795918367347
"MRPL24",0.7734375,0.7734375,0.972141648161857,0.8,0.982758620689655
"HDGF",1,1,1,1,0.96551724137931
"PRCC",0.5,0.63671875,0.754123835313095,0.5,0.988235294117647
"SH2D2A",1,1,1,NA,0.985507246376812
"INSRR",0.574722990393638,0.574722990393638,0.893043152193041,0.941176470588235,0.996598639455782
"NTRK1",0.875,0.875,0.991839968546457,0.666666666666667,0.993827160493827
"PEAR1",0.303619384765625,0.303619384765625,0.665527736157895,0.909090909090909,0.995412844036697
"LRRC71",0.894980192184448,0.894980192184448,0.994281549301932,0.941176470588235,0.988505747126437
"ARHGEF11",1,1,1,0.5,0.996197718631179
"ETV3L",0.270628094673157,0.422509491443634,0.624341651684162,0.8,0.986301369863014
"ETV3",1,0.994688987731934,0.999985871540008,NA,0.986842105263158
"PLEKHM2",0.5,0.5,0.846573590279973,0.666666666666667,0.995145631067961
"SLC25A34",0.34443988036167,0.34443988036167,0.711556207036679,0.928571428571429,0.984375
"TMEM82",0.5,0.5,0.846573590279973,0.8,0.988888888888889
"FCRL5",0.36328125,0.36328125,0.73113183388026,0.857142857142857,0.993865030674847
"FCRL4",0.78802490234375,0.78802490234375,0.975752597798862,0.875,0.991228070175439
"FBLIM1",0.125,0.125,0.38493019270998,0.5,0.983333333333333
"FCRL3",0.696380615234375,0.696380615234375,0.948372143625449,0.909090909090909,0.994505494505495
"FCRL2",0.63671875,0.63671875,0.924150940307291,0.8,0.989795918367347
"FCRL1",0.292332355864346,0.292332355864346,0.651861372687416,0.8,0.988505747126437
"CD5L",0.6875,0.6875,0.94510174649097,0.779781820901355,0.982758620689655
"CD1D",0.890625,0.890625,0.993787710702062,0.666666666666667,0.983050847457627
"CD1A",1,1,1,NA,0.985074626865672
"CD1C",1,1,1,0.5,0.983050847457627
"CD1B",0.1875,0.1875,0.501370581294688,0.8,0.985294117647059
"CD1E",0.9375,0.9375,0.998004863566473,0.75,0.984126984126984
"OR10T2",1,1,1,NA,0.986111111111111
"OR10K2",0.75,0.75,0.965761554338836,0.75,0.981481481481482
"OR10K1",1,1,1,1,0.979166666666667
"OR10R2",1,1,1,NA,0.983870967741935
"OR6Y1",0.828125,0.828125,0.984302062496877,0.833674190950992,0.9875
"OR10Z1",1,1,1,NA,0.986486486486487
"SPTA1",0.411901473999024,0.411901473999024,0.777246177075939,0.944444444444444,0.998272884283247
"OR6K2",0.6875,0.6875,0.94510174649097,0.666666666666667,0.988636363636364
"OR6K3",1,1,1,NA,0.984615384615385
"SPEN",1,0.310072382540653,0.61845729099044,1,0.998144712430427
"OR6K6",0.5,0.5,0.846573590279973,0.5,0.982456140350877
"OR6N1",1,1,1,NA,0.985074626865672
"OR6N2",1,1,1,NA,0.985507246376812
"MNDA",0.6875,0.6875,0.94510174649097,0.6875,0.989690721649485
"PYHIN1",1,1,1,1,0.987179487179487
"IFI16",0.5,0.5,0.846573590279973,0.647583617650433,0.992307692307692
"AIM2",0.5,0.5,0.846573590279973,0.75,0.983050847457627
"CADM3",1,1,1,1,0.980769230769231
"FCER1A",0.875,0.875,0.991839968546457,0.5,0.981132075471698
"OR10J3",1,1,1,NA,0.984375
"ZBTB17",0.5,0.27574216490126,0.455028322826232,0.666666666666667,0.988505747126437
"OR10J1",1,1,1,NA,0.988235294117647
"OR10J5",1,1,1,NA,0.986301369863014
"APCS",1,1,1,NA,0.972222222222222
"CRP",0.5,0.5,0.846573590279973,0.647583617650433,0.977777777777778
"DUSP23",0.6875,0.6875,0.94510174649097,0.779781820901355,0.962962962962963
"FCRL6",0.7734375,0.7734375,0.972141648161857,0.75,0.984615384615385
"SLAMF8",0.903293673569031,0.903293673569031,0.995165467750938,0.9,0.985074626865672
