"","LoF_pvalue","LoF.Missense_pvalue","fisher_combine_pvalue","LoF_ACAT_pvalue","Missense_ACAT_pvalue"
"GATA4",0.5,0.95343017578125,0.837306056868333,0.5,0.988372093023256
"SLC30A8",0.635833759559318,0.635833759559318,0.923750816192263,0.888888888888889,0.986842105263158
"MED30",1,1,1,NA,0.970588235294118
"NEIL2",0.8125,0.8125,0.981206983882324,0.75,0.990990990990991
"EXT1",1,0.881057739257812,0.992627945869916,NA,0.988888888888889
"FDFT1",0.2265625,0.2265625,0.562947645187978,0.833333333333333,NA
"SAMD12",0.5,0.5,0.846573590279973,0.666666666666667,0.972222222222222
"CTSB",0.868412017822266,0.868412017822266,0.990935402771002,0.9,NA
"TNFRSF11B",0.25,0.25,0.596573590279973,0.5,0.983870967741935
"COLEC10",1,1,1,0.8,0.981818181818182
"MAL2",1,1,1,1,0.961538461538462
"NOV",0.75,0.75,0.965761554338836,0.5,0.982456140350877
"ENPP2",0.7734375,0.7734375,0.972141648161857,0.833333333333333,0.993421052631579
"TAF2",0.623046875,0.623046875,0.917831237498511,0.888888888888889,0.991666666666667
"DEFB136",1,1,1,1,0.962962962962963
"DEFB135",0.75,0.75,0.965761554338836,0.75,0.962962962962963
"DSCC1",0.65625,0.65625,0.932671336456324,0.5,0.981132075471698
"DEPTOR",0.91015625,0.91015625,0.995837440948945,0.833333333333333,0.990196078431373
"DEFB134",1,1,1,NA,0.9375
"COL14A1",0.105019807815552,0.105019807815552,0.341693108412613,0.928571428571429,0.996197718631179
"MRPL13",0.984375,0.984375,0.999877288890512,0.75,0.967741935483871
"MTBP",0.0391769409179688,0.0391769409179688,0.166097181500612,0.9375,0.992424242424242
"SNTB1",0.96484375,0.96484375,0.999374647028678,0.75,NA
"HAS2",1,1,1,NA,0.972222222222222
"FAM86B1",1,0.6875,0.846573590279973,1,0.857142857142857
"ZHX2",1,1,1,1,0.99375
"DERL1",0.5,0.5,0.846573590279973,0.666666666666667,0.967741935483871
"TBC1D31",0.36793940042844,0.36793940042844,0.735818836713884,0.947368421052632,0.994475138121547
"FAM83A",0.5,0.5,0.846573590279973,0.75,0.989247311827957
"C8orf76",0.6875,0.6875,0.94510174649097,0.666666666666667,0.985507246376812
"ZHX1",1,1,1,NA,0.991304347826087
"ATAD2",0.9375,0.9375,0.998004863566473,0.75,0.994845360824742
"WDYHV1",0.85546875,0.85546875,0.989012310590666,0.75,0.96551724137931
"FBXO32",1,1,1,NA,0.974358974358974
"KLHL38",0.25172233581543,0.25172233581543,0.598955335405349,0.9,0.99290780141844
"ANXA13",0.623046875,0.623046875,0.917831237498511,0.833333333333333,0.987179487179487
"FAM91A1",0.875,0.875,0.991839968546457,0.666666666666667,0.976744186046512
"FER1L6",0.847557404648862,0.847557404648862,0.987740609153063,0.973684210526316,0.997340425531915
"FAM86B2",1,0.916465759277344,0.985361466561743,0.5,0.8
"TMEM65",0.75,0.63671875,0.841097022377104,0.5,0.956521739130435
"TRMT12",0.5,0.5,0.846573590279973,0.5,0.985074626865672
"RNF139",0.5,0.5,0.846573590279973,0.75,0.988505747126437
"TATDN1",0.9375,0.9375,0.998004863566473,0.75,0.970588235294118
"NDUFB9",0.5,0.5,0.846573590279973,0.75,0.978260869565217
"MTSS1",0.75,0.75,0.965761554338836,0.5,0.991452991452991
"ZNF572",1,1,1,NA,0.986842105263158
"SQLE",0.5,0.5,0.846573590279973,0.75,0.983870967741935
"NSMCE2",0.833847045898437,0.833847045898437,0.985361466561743,0.808794153550674,0.96875
"TRIB1",0.6875,0.6875,0.94510174649097,0.75,0.984126984126984
"FAM84B",0.5,0.34375,0.596573590279973,0.666666666666667,0.984126984126984
"LONRF1",0.75,0.75,0.965761554338836,0.5,0.989130434782609
"POU5F1B",0.5,0.5,0.846573590279972,0.790019325326547,0.923076923076923
"GSDMC",0.0625,0.0625,0.235786795139986,0.75,0.991150442477876
"FAM49B",1,1,1,NA,0.875
"ASAP1",1,0.644464448094368,0.927600636042652,NA,0.991304347826087
"ADCY8",0.376953125,0.376953125,0.744721574558559,0.833333333333333,0.994871794871795
"DLC1",0.65625,0.65625,0.932671336456324,0.8,0.997245179063361
"EFR3A",0.9921875,0.9921875,0.999969402637112,0.857142857142857,0.992063492063492
"OC90",0.5,0.5,0.846573590279973,0.833333333333333,0.992063492063492
"HHLA1",0.65625,0.65625,0.932671336456324,0.8,NA
"KCNQ3",1,0.0576591491699219,0.222172599305769,NA,0.991525423728814
"LRRC6",0.70947265625,0.70947265625,0.952987313340813,0.857142857142857,0.986842105263158
"TMEM71",0.75,0.75,0.965761554338836,0.5,0.983870967741935
"PHF20L1",0.125,0.88671875,0.383913885476195,0.5,0.992307692307692
"TG",0.749616803291782,0.749616803291782,0.965651217605838,0.975609756097561,0.998373983739837
"SLA",1,1,1,0.666666666666667,0.981481481481482
"WISP1",0.5,0.5,0.846573590279973,0.75,0.990566037735849
"NDRG1",0.890625,0.890625,0.993787710702062,0.833333333333333,0.987341772151899
"ST3GAL1",0.75,0.75,0.965761554338836,0.5,0.978260869565217
"ZFAT",0.8125,0.8125,0.981206983882324,0.8,0.995555555555556
"KHDRBS3",0.75,0.890625,0.950780104867513,0.5,0.973684210526316
"FAM135B",1,0.78802490234375,0.952987313340813,1,0.995762711864407
"COL22A1",0.438807164376158,0.438807164376158,0.800250529715877,0.964285714285714,0.997311827956989
"KCNK9",1,0.3125,0.675984628064276,NA,0.972222222222222
"TRAPPC9",0.91021728515625,0.91021728515625,0.995843184690498,0.909090909090909,0.995555555555556
"CHRAC1",0.5,0.5,0.846573590279973,0.5,0.954545454545455
"AGO2",1,0.5,0.846573590279973,NA,0.972972972972973
"PTK2",0.75,0.65625,0.857162378476177,0.5,0.990654205607477
"SGCZ",0.7255859375,0.7255859375,0.95833631868662,0.888888888888889,0.987179487179487
"DENND3",0.905376434326172,0.905376434326172,0.995374900953063,0.928571428571429,0.995327102803738
"SLC45A4",1,1,1,NA,0.994535519125683
"GPR20",1,1,1,NA,0.989130434782609
"PTP4A3",0.25,0.25,0.596573590279973,0.5,0.974358974358974
"MROH5",0.432083120220341,0.432083120220341,0.794660183671679,0.944444444444444,NA
"AC138647.1",0.9375,0.9375,0.998004863566473,0.9375,NA
"TSNARE1",0.6875,0.6875,0.94510174649097,0.666666666666667,0.993377483443709
"ARC",1,0.561192835623842,0.885388715991325,NA,0.974358974358974
"PSCA",0.96875,0.96875,0.99950655149225,0.75,0.954545454545455
"LY6K",1,1,1,NA,0.974358974358974
"THEM6",1,0.74827766418457,0.940773178585611,1,0.970588235294118
"SLURP1",0.5,0.5,0.846573590279973,0.5,0.9375
