"","LoF_T","LoF_UT","LoF_OR","LoF_P_value","Missense_T","Missense_UT","Missense_OR","Missense_P_value","LoF.Missense_T","LoF.Missense_UT","LoF.Missense_OR","LoF.Missense_P_value"
"LINGO4",16,9,1.777732609817,0.114761471748352,0,0,0,1,16,9,1.777732609817,0.114761471748352
"RORC",0,1,0,1,0,0,0,1,0,1,0,1
"THEM5",10,14,0.714296887336591,0.846271872520447,0,0,0,1,10,14,0.714296887336591,0.846271872520447
"THEM4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"S100A10",0,0,0,1,0,0,0,1,0,0,0,1
"S100A11",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"TCHHL1",0,0,0,1,0,0,0,1,0,0,0,1
"TCHH",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"TMEM51",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"RPTN",0,0,0,1,0,0,0,1,0,0,0,1
"HRNR",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"ATAD3A",3,1,3.0000799907165,0.3125,0,1,0,1,3,2,1.49997155670705,0.5
"FLG2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"CRNN",0,0,0,1,0,0,0,1,0,0,0,1
"LCE5A",0,0,0,1,0,0,0,1,0,0,0,1
"CRCT1",0,1,0,1,0,0,0,1,0,1,0,1
"LCE3E",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3D",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3C",0,0,0,1,0,0,0,1,0,0,0,1
"LCE3B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2D",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2C",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE2A",0,0,0,1,0,0,0,1,0,0,0,1
"KPRP",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1F",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"LCE1E",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1D",0,1,0,1,0,0,0,1,0,1,0,1
"LCE1B",0,0,0,1,0,0,0,1,0,0,0,1
"LCE1A",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR4",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR1A",0,0,0,1,0,0,0,1,0,0,0,1
"SPRR1B",0,0,0,1,0,0,0,1,0,0,0,1
"FHAD1",23,21,1.0952176540617,0.440197910640337,0,0,0,1,23,21,1.0952176540617,0.440197910640337
"SPRR2E",0,0,0,1,0,0,0,1,0,0,0,1
"LELP1",0,1,0,1,0,0,0,1,0,1,0,1
"PRR9",5,2,2.50006680582914,0.2265625,0,0,0,1,5,2,2.50006680582914,0.2265625
"PGLYRP3",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"PGLYRP4",10,10,1,0.588098526000976,0,0,0,1,10,10,1,0.588098526000976
"S100A9",0,1,0,1,0,0,0,1,0,1,0,1
"S100A12",0,0,0,1,0,0,0,1,0,0,0,1
"S100A8",0,1,0,1,0,0,0,1,0,1,0,1
"S100A7A",0,0,0,1,0,0,0,1,0,0,0,1
"S100A7L2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"S100A7",0,0,0,1,0,0,0,1,0,0,0,1
"S100A6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"S100A5",0,1,0,1,0,0,0,1,0,1,0,1
"S100A4",0,0,0,1,0,0,0,1,0,0,0,1
"S100A3",0,0,0,1,0,0,0,1,0,0,0,1
"S100A2",13,13,1,0.577490508556366,0,0,0,1,13,13,1,0.577490508556366
"S100A16",4,12,0.333324581722545,0.989364624023438,0,0,0,1,4,12,0.333324581722545,0.989364624023438
"S100A14",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"S100A13",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"S100A1",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"CHTOP",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"SNAPIN",0,0,0,1,0,0,0,1,0,0,0,1
"ILF2",0,0,0,1,5,8,0.62501357396942,0.8665771484375,5,8,0.62501357396942,0.8665771484375
"NPR1",5,3,1.66662789881154,0.36328125,9,2,4.49957219140363,0.03271484375,14,5,2.80006584296191,0.0317840576171875
"INTS3",1,1,1,0.75,24,7,3.42810662654253,0.00166344642639161,25,8,3.12512356076087,0.00227569206617773
"SLC27A3",55,70,0.785722663253802,0.92393956651662,0,0,0,1,55,70,0.785722663253802,0.92393956651662
"GATAD2B",0,0,0,1,6,4,1.49997155452711,0.376953125,6,4,1.49997155452711,0.376953125
"DENND4B",0,3,0,1,4,3,1.33331584334321,0.5,4,6,0.666679309338813,0.828125
"CRTC2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SLC39A1",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"CREB3L4",0,0,0,1,0,0,0,1,0,0,0,1
"JTB",1,0,Inf,0.5,24,14,1.71424414308975,0.0716533271479423,25,14,1.78566866632764,0.0540645107030287
"RAB13",0,0,0,1,0,0,0,1,0,0,0,1
"NUP210L",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"EFHD2",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
"TPM3",2,5,0.399989311352963,0.9375,8,2,3.99955791056516,0.0546875,10,7,1.42854764369102,0.314529418945313
"C1orf189",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"C1orf43",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SSU72",0,1,0,1,4,1,3.99955850143943,0.1875,4,2,1.99994297987752,0.34375
"UBAP2L",0,0,0,1,8,3,2.6667306135269,0.11328125,8,3,2.6667306135269,0.11328125
"HAX1",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"AQP10",0,1,0,1,1,1,1,0.75,1,2,0.500014255100735,0.875
"ATP8B2",6,7,0.857148182371521,0.70947265625,0,0,0,1,6,7,0.857148182371521,0.70947265625
"CTRC",6,0,Inf,0.015625,0,0,0,1,6,0,Inf,0.015625
"IL6R",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"SHE",7,5,1.39997810432657,0.38720703125,0,0,0,1,7,5,1.39997810432657,0.38720703125
"TDRD10",0,1,0,1,0,0,0,1,0,1,0,1
"UBE2Q1",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"CELA2A",0,3,0,1,0,0,0,1,0,3,0,1
"CHRNB2",2,1,1.99994298122268,0.5,20,29,0.689667161079129,0.923796114019261,22,30,0.733343818390754,0.894195715619242
"ADAR",2,2,1,0.6875,13,13,1,0.577490508556366,15,15,1,0.572232224047184
"KCNN3",0,0,0,1,8,14,0.571442809605116,0.933099746704102,8,14,0.571442809605116,0.933099746704102
"CELA2B",14,11,1.27271370645351,0.345018982887268,0,0,0,1,14,11,1.27271370645351,0.345018982887268
"PMVK",7,3,2.33340772037698,0.171875,0,0,0,1,7,3,2.33340772037698,0.171875
"CASP9",8,5,1.59996525139297,0.29052734375,0,0,0,1,8,5,1.59996525139297,0.29052734375
"PBXIP1",7,4,1.74995640367567,0.2744140625,0,0,0,1,7,4,1.74995640367567,0.2744140625
"PYGO2",0,1,0,1,0,0,0,1,0,1,0,1
"SHC1",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"CKS1B",0,0,0,1,0,0,0,1,0,0,0,1
"FLAD1",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"LENEP",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"ZBTB7B",0,0,0,1,1,1,1,0.75,1,1,1,0.75
"DCST2",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"DCST1",11,17,0.647071952389608,0.907533328980207,4,2,1.99994297987752,0.34375,15,19,0.789481900527909,0.804235847434029
"ADAM15",16,16,1,0.569974967045709,0,0,0,1,16,16,1,0.569974967045709
"EFNA4",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"EFNA3",1,0,Inf,0.5,3,7,0.428557766080607,0.9453125,4,7,0.571442807317693,0.88671875
"EFNA1",0,0,0,1,0,0,0,1,0,0,0,1
"SLC50A1",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"DPM3",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"KRTCAP2",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"TRIM46",0,1,0,1,4,18,0.222243406627444,0.999572277069092,4,19,0.210545116653447,0.999755859375
"MUC1",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"THBS3",20,26,0.769239833372554,0.849002193405169,0,0,0,1,20,26,0.769239833372554,0.849002193405169
"MTX1",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"GBA",0,0,0,1,0,0,0,1,0,0,0,1
"FAM189B",34,29,1.17240623395317,0.307327507882732,15,8,1.87494952103459,0.105019807815552,49,37,1.32430741532194,0.117689931105528
"SCAMP3",7,6,1.16665941848379,0.5,0,0,0,1,7,6,1.16665941848379,0.5
"CLK2",0,0,0,1,4,5,0.800007767854906,0.74609375,4,5,0.800007767854906,0.74609375
"HCN3",5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
"PKLR",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"DNAJC16",11,16,0.68751205105755,0.876105718314647,0,0,0,1,11,16,0.68751205105755,0.876105718314647
"FDPS",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"RUSC1",5,2,2.50006680582914,0.2265625,4,3,1.33331584334321,0.5,9,5,1.79995360406146,0.21197509765625
"ASH1L",7,4,1.74995640367567,0.2744140625,20,11,1.81813441081036,0.0748063921928405,27,15,1.79995358643797,0.0442147734938772
"MSTO1",0,0,0,1,2,4,0.500014255437044,0.890625,2,4,0.500014255437044,0.890625
"YY1AP1",3,5,0.600013956752488,0.85546875,0,0,0,1,3,5,0.600013956752488,0.85546875
"DAP3",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"AGMAT",27,20,1.34998140591478,0.190846698831607,0,0,0,1,27,20,1.34998140591478,0.190846698831607
"GON4L",2,2,1,0.6875,0,2,0,1,2,4,0.500014255437044,0.890625
"SYT11",0,0,0,1,0,0,0,1,0,0,0,1
"RIT1",6,2,3.00007958303127,0.14453125,1,1,1,0.75,7,3,2.33340772037698,0.171875
"RXFP4",0,0,0,1,0,0,0,1,0,0,0,1
"ARHGEF2",2,0,Inf,0.25,34,25,1.35998074259951,0.148797604142215,36,25,1.43997544765457,0.100015684256552
"SSR2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"UBQLN4",0,0,0,1,0,0,0,1,0,0,0,1
"LAMTOR2",2,2,1,0.6875,3,0,Inf,0.125,5,2,2.50006680582914,0.2265625
"RAB25",34,42,0.809531168603745,0.849063754756496,0,0,0,1,34,42,0.809531168603745,0.849063754756496
"MEX3A",0,0,0,1,7,13,0.538475896165297,0.942340850830078,7,13,0.538475896165297,0.942340850830078
"LMNA",0,0,0,1,4,2,1.99994297987752,0.34375,4,2,1.99994297987752,0.34375
"SEMA4A",7,1,6.99954948592764,0.03515625,0,0,0,1,7,1,6.99954948592764,0.03515625
"SLC25A44",1,5,0.200016783456664,0.984375,3,1,3.0000799907165,0.3125,4,6,0.666679309338813,0.828125
"PMF1",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PMF1-BGLAP",0,0,0,1,0,0,0,1,0,0,0,1
"BGLAP",7,7,1,0.604736328125,0,0,0,1,7,7,1,0.604736328125
"PAQR6",6,11,0.54546889419314,0.928268432617188,0,0,0,1,6,11,0.54546889419314,0.928268432617188
"SMG5",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"DDI2",0,0,0,1,6,5,1.19999087482567,0.5,6,5,1.19999087482567,0.5
"TMEM79",6,15,0.399989443065518,0.986698150634766,0,0,0,1,6,15,0.399989443065518,0.986698150634766
"CCT3",0,0,0,1,0,0,0,1,0,0,0,1
"TSACC",0,0,0,1,0,0,0,1,0,0,0,1
"RHBG",24,20,1.19999087667175,0.325793913604458,0,0,0,1,24,20,1.19999087667175,0.325793913604458
"C1orf61",0,1,0,1,0,0,0,1,0,1,0,1
"MEF2D",1,0,Inf,0.5,1,2,0.500014255100735,0.875,2,2,1,0.6875
"IQGAP3",34,35,0.971423584441265,0.595025473540537,0,0,0,1,34,35,0.971423584441265,0.595025473540537
"TTC24",10,8,1.24998786282077,0.407264709472656,0,0,0,1,10,8,1.24998786282077,0.407264709472656
"GPATCH4",0,0,0,1,0,0,0,1,0,0,0,1
"RSC1A1",0,0,0,1,0,0,0,1,0,0,0,1
"HAPLN2",5,1,4.99958044879101,0.109375,10,6,1.66662789389482,0.227249145507813,15,7,2.14279286573673,0.0669002532958985
"BCAN",5,12,0.416654439533383,0.975479125976562,3,7,0.428557766080607,0.9453125,8,19,0.421040000946549,0.99042135477066
"NES",0,1,0,1,17,14,1.21427575089142,0.360050065908582,17,15,1.13332783254745,0.430025032954291
"CRABP2",8,6,1.33331584236617,0.395263671875,0,0,0,1,8,6,1.33331584236617,0.395263671875
"ISG20L2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"RRNAD1",2,8,0.250027633643813,0.9892578125,0,0,0,1,2,8,0.250027633643813,0.9892578125
"MRPL24",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"HDGF",0,1,0,1,0,0,0,1,0,1,0,1
"PRCC",1,0,Inf,0.5,3,4,0.750009838248499,0.7734375,4,4,1,0.63671875
"SH2D2A",0,0,0,1,0,0,0,1,0,0,0,1
"INSRR",14,14,1,0.574722990393638,0,0,0,1,14,14,1,0.574722990393638
"NTRK1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"PEAR1",9,6,1.49997155234536,0.303619384765625,0,0,0,1,9,6,1.49997155234536,0.303619384765625
"LRRC71",9,14,0.642870363903491,0.894980192184448,0,0,0,1,9,14,0.642870363903491,0.894980192184448
"ARHGEF11",0,2,0,1,0,0,0,1,0,2,0,1
"ETV3L",14,10,1.39997810116283,0.270628094673157,0,2,0,1,14,12,1.16665941953382,0.422509491443634
"ETV3",0,0,0,1,6,17,0.352932851870388,0.994688987731934,6,17,0.352932851870388,0.994688987731934
"PLEKHM2",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"SLC25A34",30,26,1.15383959743402,0.34443988036167,0,0,0,1,30,26,1.15383959743402,0.34443988036167
"TMEM82",5,4,1.24998786284456,0.5,0,0,0,1,5,4,1.24998786284456,0.5
"FCRL5",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"FCRL4",6,8,0.750009838798097,0.78802490234375,0,0,0,1,6,8,0.750009838798097,0.78802490234375
"FBLIM1",3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
"FCRL3",7,8,0.875004583473351,0.696380615234375,0,0,0,1,7,8,0.875004583473351,0.696380615234375
"FCRL2",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"FCRL1",17,13,1.3076764915527,0.292332355864346,0,0,0,1,17,13,1.3076764915527,0.292332355864346
"CD5L",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"CD1D",2,4,0.500014255437044,0.890625,0,0,0,1,2,4,0.500014255437044,0.890625
"CD1A",0,0,0,1,0,0,0,1,0,0,0,1
"CD1C",0,2,0,1,0,0,0,1,0,2,0,1
"CD1B",4,1,3.99955850143943,0.1875,0,0,0,1,4,1,3.99955850143943,0.1875
"CD1E",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"OR10T2",0,0,0,1,0,0,0,1,0,0,0,1
"OR10K2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"OR10K1",0,1,0,1,0,0,0,1,0,1,0,1
"OR10R2",0,0,0,1,0,0,0,1,0,0,0,1
"OR6Y1",4,6,0.666679309338813,0.828125,0,0,0,1,4,6,0.666679309338813,0.828125
"OR10Z1",0,0,0,1,0,0,0,1,0,0,0,1
"SPTA1",11,9,1.22221178418982,0.411901473999024,0,0,0,1,11,9,1.22221178418982,0.411901473999024
"OR6K2",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"OR6K3",0,0,0,1,0,0,0,1,0,0,0,1
"SPEN",0,1,0,1,35,29,1.20688702647281,0.266154388013922,35,30,1.1666594226683,0.310072382540653
"OR6K6",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"OR6N1",0,0,0,1,0,0,0,1,0,0,0,1
"OR6N2",0,0,0,1,0,0,0,1,0,0,0,1
"MNDA",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"PYHIN1",0,1,0,1,0,0,0,1,0,1,0,1
"IFI16",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"AIM2",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"CADM3",0,1,0,1,0,0,0,1,0,1,0,1
"FCER1A",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"OR10J3",0,0,0,1,0,0,0,1,0,0,0,1
"ZBTB17",2,1,1.99994298122268,0.5,23,19,1.21051657561297,0.321984478185187,25,20,1.24998786273661,0.27574216490126
"OR10J1",0,0,0,1,0,0,0,1,0,0,0,1
"OR10J5",0,0,0,1,0,0,0,1,0,0,0,1
"APCS",0,0,0,1,0,0,0,1,0,0,0,1
"CRP",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"DUSP23",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"FCRL6",3,4,0.750009838248499,0.7734375,0,0,0,1,3,4,0.750009838248499,0.7734375
"SLAMF8",20,28,0.71429689057657,0.903293673569031,0,0,0,1,20,28,0.71429689057657,0.903293673569031
"VSIG8",7,0,Inf,0.0078125,0,0,0,1,7,0,Inf,0.0078125
"TAGLN2",0,0,0,1,0,0,0,1,0,0,0,1
"IGSF9",11,12,0.916687019413837,0.661180257797241,0,0,0,1,11,12,0.916687019413837,0.661180257797241
"SLAMF9",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"PIGM",8,6,1.33331584236617,0.395263671875,0,0,0,1,8,6,1.33331584236617,0.395263671875
"KCNJ10",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"KCNJ9",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"IGSF8",15,16,0.937476151668111,0.639949934091419,0,0,0,1,15,16,0.937476151668111,0.639949934091419
"ATP1A2",7,2,3.49954044171834,0.08984375,9,10,0.900004766557158,0.676197052001953,16,12,1.33331584040619,0.285794094204903
"ATP1A4",29,19,1.52628563841851,0.0967063264309688,0,0,0,1,29,19,1.52628563841851,0.0967063264309688
"HSPB7",3,2,1.49997155670705,0.5,0,0,0,1,3,2,1.49997155670705,0.5
"CASQ1",16,20,0.800007767904675,0.797483876929619,0,0,0,1,16,20,0.800007767904675,0.797483876929619
"PEA15",0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
"DCAF8",1,0,Inf,0.5,2,1,1.99994298122268,0.5,3,1,3.0000799907165,0.3125
"CLCNKA",30,23,1.30433222520607,0.205051358187346,0,0,0,1,30,23,1.30433222520607,0.205051358187346
"PEX19",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"COPA",1,1,1,0.75,9,6,1.49997155234536,0.303619384765625,10,7,1.42854764369102,0.314529418945313
"NCSTN",1,1,1,0.75,4,4,1,0.63671875,5,5,1,0.623046875
"NHLH1",1,0,Inf,0.5,6,2,3.00007958303127,0.14453125,7,2,3.49954044171834,0.08984375
"VANGL2",0,0,0,1,0,0,0,1,0,0,0,1
"CLCNKB",16,12,1.33331584040619,0.285794094204903,1,2,0.500014255100735,0.875,17,14,1.21427575089142,0.360050065908582
"SLAMF6",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"CD84",6,3,1.99994297853116,0.25390625,0,0,0,1,6,3,1.99994297853116,0.25390625
"FAM131C",0,0,0,1,0,0,0,1,0,0,0,1
"SLAMF1",0,0,0,1,0,0,0,1,0,0,0,1
"CD48",0,0,0,1,0,0,0,1,0,0,0,1
"SLAMF7",0,0,0,1,0,0,0,1,0,0,0,1
"LY9",0,1,0,1,0,0,0,1,0,1,0,1
"CD244",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"ITLN1",1,3,0.33332444571292,0.9375,0,0,0,1,1,3,0.33332444571292,0.9375
"ITLN2",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"F11R",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"USF1",0,1,0,1,5,2,2.50006680582914,0.2265625,5,3,1.66662789881154,0.36328125
"ARHGAP30",0,1,0,1,0,0,0,1,0,1,0,1
"KLHDC9",11,15,0.733343815639524,0.836530208587646,0,0,0,1,11,15,0.733343815639524,0.836530208587646
"PFDN2",0,0,0,1,0,0,0,1,0,0,0,1
"NIT1",11,10,1.09998370194395,0.5,0,0,0,1,11,10,1.09998370194395,0.5
"DEDD",19,8,2.37507124679811,0.0261194929480553,4,3,1.33331584334321,0.5,23,11,2.09084742757378,0.0288063364569098
"UFC1",0,1,0,1,0,0,0,1,0,1,0,1
"USP21",2,0,Inf,0.25,1,1,1,0.75,3,1,3.0000799907165,0.3125
"PPOX",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"B4GALT3",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"ADAMTS4",5,8,0.62501357396942,0.8665771484375,0,0,0,1,5,8,0.62501357396942,0.8665771484375
"NDUFS2",1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
"FCER1G",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"APOA2",0,0,0,1,0,0,0,1,0,0,0,1
"TOMM40L",0,0,0,1,0,0,0,1,0,0,0,1
"NR1I3",12,19,0.631592402254875,0.925193607807159,0,0,0,1,12,19,0.631592402254875,0.925193607807159
"EPHA2",3,5,0.600013956752488,0.85546875,1,2,0.500014255100735,0.875,4,7,0.571442807317693,0.88671875
"PCP4L1",0,0,0,1,0,0,0,1,0,0,0,1
"MPZ",0,2,0,1,0,0,0,1,0,2,0,1
"SDHC",0,0,0,1,0,0,0,1,0,0,0,1
"FCGR2A",0,0,0,1,0,0,0,1,0,0,0,1
"FCGR3A",0,0,0,1,0,0,0,1,0,0,0,1
"MIB2",6,4,1.49997155452711,0.376953125,0,0,0,1,6,4,1.49997155452711,0.376953125
"FCGR3B",0,0,0,1,0,0,0,1,0,0,0,1
"FCGR2B",0,0,0,1,0,0,0,1,0,0,0,1
"FCRLA",4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
"FCRLB",5,1,4.99958044879101,0.109375,4,2,1.99994297987752,0.34375,9,3,3.00007917498088,0.072998046875
"DUSP12",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"ATF6",2,5,0.399989311352963,0.9375,0,0,0,1,2,5,0.399989311352963,0.9375
"OLFML2B",18,10,1.79995359526141,0.0924666710197926,0,0,0,1,18,10,1.79995359526141,0.0924666710197926
"ARHGEF19",7,6,1.16665941848379,0.5,0,0,0,1,7,6,1.16665941848379,0.5
"NOS1AP",1,2,0.500014255100735,0.875,17,13,1.3076764915527,0.292332355864346,18,15,1.19999087605874,0.364166240440682
"C1orf226",0,0,0,1,0,0,0,1,0,0,0,1
"SH2D1B",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"UHMK1",2,1,1.99994298122268,0.5,0,0,0,1,2,1,1.99994298122268,0.5
"FBXO42",0,0,0,1,2,3,0.666679308369914,0.8125,2,3,0.666679308369914,0.8125
"UAP1",3,1,3.0000799907165,0.3125,0,0,0,1,3,1,3.0000799907165,0.3125
"DDR2",6,1,5.99957559160261,0.0625,0,0,0,1,6,1,5.99957559160261,0.0625
"HSD17B7",0,0,0,1,0,0,0,1,0,0,0,1
"RGS4",2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
"RGS5",1,1,1,0.75,0,0,0,1,1,1,1,0.75
"NUF2",11,11,1,0.584094047546386,0,0,0,1,11,11,1,0.584094047546386
"CDK11B",3,0,Inf,0.125,1,0,Inf,0.5,4,0,Inf,0.0625
"SZRD1",0,0,0,1,0,0,0,1,0,0,0,1
"SPATA21",4,3,1.33331584334321,0.5,0,0,0,1,4,3,1.33331584334321,0.5
"NECAP2",5,3,1.66662789881154,0.36328125,0,0,0,1,5,3,1.66662789881154,0.36328125
"PBX1",0,0,0,1,2,1,1.99994298122268,0.5,2,1,1.99994298122268,0.5
"LMX1A",0,0,0,1,0,0,0,1,0,0,0,1
"RXRG",1,0,Inf,0.5,6,6,1,0.61279296875,7,6,1.16665941848379,0.5
"LRRC52",1,4,0.250027596706012,0.96875,0,0,0,1,1,4,0.250027596706012,0.96875
"MGST3",0,1,0,1,0,0,0,1,0,1,0,1
"ALDH9A1",17,12,1.41664366396839,0.22912915982306,0,0,0,1,17,12,1.41664366396839,0.22912915982306
"TMCO1",7,6,1.16665941848379,0.5,0,0,0,1,7,6,1.16665941848379,0.5
"UCK2",0,1,0,1,9,11,0.818188805684668,0.74827766418457,9,12,0.750009839348803,0.808344841003418
"FAM78B",0,0,0,1,6,3,1.99994297853116,0.25390625,6,3,1.99994297853116,0.25390625
"POGK",2,4,0.500014255437044,0.890625,17,13,1.3076764915527,0.292332355864346,19,17,1.11764232910394,0.43396970021422
"TADA1",13,13,1,0.577490508556366,0,0,0,1,13,13,1,0.577490508556366
"ILDR2",2,2,1,0.6875,10,9,1.11110522650381,0.5,12,11,1.09088486999569,0.5
"MAEL",3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
"SLC35E2B",0,1,0,1,0,0,0,1,0,1,0,1
"GPA33",9,13,0.692319593933029,0.856860637664795,0,0,0,1,9,13,0.692319593933029,0.856860637664795
"DUSP27",9,15,0.600013960295047,0.924205183982849,0,0,0,1,9,15,0.600013960295047,0.924205183982849
"POU2F1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"CD247",10,18,0.555569878374987,0.956420723348856,0,0,0,1,10,18,0.555569878374987,0.956420723348856
"CREG1",1,2,0.500014255100735,0.875,0,0,0,1,1,2,0.500014255100735,0.875
"RCSD1",0,1,0,1,0,0,0,1,0,1,0,1
"MPZL1",0,2,0,1,0,0,0,1,0,2,0,1
"ADCY10",31,20,1.54996834457744,0.0803898009059942,0,0,0,1,31,20,1.54996834457744,0.0803898009059942
"MPC2",0,0,0,1,0,0,0,1,0,0,0,1
"DCAF6",4,0,Inf,0.0625,0,0,0,1,4,0,Inf,0.0625
"GPR161",4,2,1.99994297987752,0.34375,0,0,0,1,4,2,1.99994297987752,0.34375
"TIPRL",2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
"SFT2D2",2,3,0.666679308369914,0.8125,0,0,0,1,2,3,0.666679308369914,0.8125
"TBX19",12,1,12.0032306094397,0.001708984375,0,0,0,1,12,1,12.0032306094397,0.001708984375
"XCL2",0,0,0,1,0,0,0,1,0,0,0,1
"DPT",12,13,0.923102804150803,0.654981017112732,0,0,0,1,12,13,0.923102804150803,0.654981017112732
"ATP1B1",0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
